# Sensor: Rotor
# Record count: 8001
# Storage mode: Memory
# Datetime of save: 2026-04-08T14:59:47
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
Min	-363.974 [0.025s]	-505.519 [0.025s]	0 [0s]	6.87549 [0.025s]	0 [0s]	0 [0s]	-1.59449 [0.025s]	0 [0s]	-0.284243 [0.025s]	64.1403 [0.025s]	6.00006 [8.85s]	2.00002 [8.85s]	0 [0s]	1.03132 [0.025s]	0 [0s]	-3.15506 [37.95s]	-14.1365 [188.55s]	-1.76608 [21.5s]	-5.5965 [135.75s]	-3.11591 [37.95s]	-1.76724 [21.5s]	-12.503 [76.55s]	-0.286171 [59.6s]	-0.286171 [59.6s]	-0.286171 [59.6s]	-1.56034e+07 [59.475s]
Max	18654.8 [4.225s]	20525.5 [4.2s]	1986.94 [6.7s]	9.99989 [8.85s]	14.5696 [135.75s]	6.66965 [186.025s]	81.7228 [4.225s]	99.5258 [6.7s]	11.541 [4.2s]	93.2873 [8.85s]	8.72665 [0.025s]	2.90888 [0.025s]	359.938 [13.4s]	1.49998 [8.85s]	14.1502 [188.55s]	2.32447 [9.15s]	0 [0s]	1.66357 [152.35s]	2.72074 [188.55s]	2.35664 [9.15s]	1.65689 [152.35s]	16.5044 [134.3s]	0.216808 [43.55s]	0.216808 [43.55s]	0.216808 [43.55s]	1.18329e+07 [43.475s]
Mean	9586.66	9757.24	1378.66	9.37169	8.31401	1.63303	41.9971	69.0568	5.48629	87.427	6.41696	2.13899	178.485	1.40575	10.6846	-0.0939085	-10.6388	-0.0367769	-0.783002	-0.0808574	-0.0407775	0.552785	-0.0533984	-0.0533984	-0.0533984	-3.05707e+06
Standard deviation	2102.65	2120.24	188.019	0.417831	1.18986	2.10336	9.21124	9.41788	1.19217	3.89788	0.33205	0.110683	104.297	0.0626747	1.32045	0.79126	1.33634	0.546597	1.33693	0.781635	0.538724	4.49115	0.0752573	0.0752573	0.0752573	4.31814e+06
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
0	0	0	0	6.87549	0	0	0	0	0	64.1403	8.72665	2.90888	0	1.03132	0	0	0	0	0	0	0	0	0	0	0	0
0.025	-363.974	-505.519	95.4885	6.87549	5.4303	0	-1.59449	4.78301	-0.284243	64.1403	8.72665	2.90888	0	1.03132	11.8116	-1.01981	-11.7586	0.455909	0.324618	-1.01981	0.455909	4.95677	0	0	0	0.0598651
0.05	7273.96	10102.7	843.703	6.87549	5.41511	0	31.8656	42.261	5.68054	64.1403	8.72665	2.90888	1.03132	1.03132	11.8447	-0.939588	-11.7989	0.447453	0.364888	-0.939588	0.447453	4.55306	0	0	0	1.97049e+06
0.075	7530.63	10459.2	873.722	6.8755	5.46281	0	32.9901	43.7646	5.88099	64.1404	8.72664	2.90888	2.06265	1.03132	11.7413	-0.870227	-11.7073	0.198083	0.273298	-0.870227	0.198083	4.25109	8.53774e-07	8.53774e-07	8.53774e-07	2.29015e+06
0.1	7866.21	10925.3	905.648	6.8755	5.50874	0	34.4602	45.3638	6.14305	64.1404	8.72664	2.90888	3.09397	1.03132	11.6434	-0.800866	-11.6157	-0.051288	0.181707	-0.800866	-0.0512879	3.94412	3.72151e-06	3.72151e-06	3.72151e-06	2.42532e+06
0.125	8179.11	11359.8	935.362	6.87551	5.50344	0	35.8309	46.8522	6.3874	64.1405	8.72663	2.90888	4.1253	1.03133	11.6546	-0.722641	-11.6322	-0.0306343	0.198159	-0.722641	-0.0306341	3.5549	9.91995e-06	9.91995e-06	9.91995e-06	2.43614e+06
0.15	8404.79	11673.3	960.37	6.87553	5.49788	0	36.8196	48.1049	6.56363	64.1406	8.7266	2.90887	5.15662	1.03133	11.6664	-0.644416	-11.6486	-0.00998083	0.214611	-0.644416	-0.00998051	3.16645	2.16495e-05	2.16495e-05	2.16495e-05	2.48721e+06
0.175	8639.52	11999.2	985.51	6.87556	5.44693	0	37.8479	49.3641	6.7469	64.1409	8.72657	2.90886	6.18795	1.03133	11.7756	-0.684748	-11.7557	0.0121975	0.32167	-0.684749	0.0121983	3.33362	4.11143e-05	4.11143e-05	4.11143e-05	2.35497e+06
0.2	8867.4	12315.6	1011.66	6.8756	5.39687	0	38.8462	50.6739	6.92482	64.1413	8.72651	2.90884	7.21928	1.03134	11.8849	-0.725081	-11.8627	0.0343759	0.428729	-0.725082	0.0343779	3.49772	6.96493e-05	6.96493e-05	6.96493e-05	2.1517e+06
0.225	9139.48	12693.4	1038.68	6.87567	5.38291	0	40.0381	52.0276	7.13722	64.142	8.72642	2.90881	8.25062	1.03135	11.9159	-0.611181	-11.9001	0.0546143	0.466052	-0.611182	0.0546177	2.9401	0.000107474	0.000107474	0.000107474	1.90897e+06
0.25	9528.41	13233.4	1068.86	6.87577	5.36852	0	41.7419	53.5391	7.44085	64.1429	8.7263	2.90877	9.28196	1.03137	11.948	-0.497282	-11.9374	0.0748535	0.503375	-0.497284	0.074859	2.38542	0.000154176	0.000154176	0.000154176	1.74999e+06
0.275	9898.71	13747.4	1096.87	6.87591	5.37799	0	43.3641	54.942	7.72986	64.1442	8.72612	2.90871	10.3133	1.03139	11.9272	-0.538282	-11.914	0.151371	0.480048	-0.538284	0.151378	2.58689	0.000209794	0.000209794	0.000209794	1.68131e+06
0.3	10202.7	14169.2	1120.91	6.87609	5.38724	0	44.696	56.1462	7.96706	64.1459	8.72589	2.90863	11.3447	1.03141	11.907	-0.579283	-11.8907	0.227889	0.456722	-0.579286	0.227898	2.78909	0.000272703	0.000272703	0.000272703	1.49996e+06
0.325	10429.3	14483.4	1140.13	6.87634	5.45252	0	45.6887	57.1091	8.14371	64.1482	8.72558	2.90853	12.3761	1.03145	11.7649	-0.545386	-11.7483	0.303436	0.314305	-0.545388	0.303446	2.65791	0.000335992	0.000335992	0.000335992	1.14866e+06
0.35	10646.6	14784.5	1156.53	6.87665	5.51917	0	46.6407	57.9307	8.31302	64.1511	8.72518	2.90839	13.4075	1.0315	11.6233	-0.511491	-11.6059	0.378982	0.171889	-0.511492	0.378995	2.52349	0.000391381	0.000391381	0.000391381	903023
0.375	10767	14950.8	1166.76	6.87704	5.52743	0	47.168	58.4428	8.40653	64.1547	8.72469	2.90823	14.439	1.03156	11.6066	-0.446792	-11.5884	0.470738	0.154461	-0.446797	0.470754	2.20794	0.000431466	0.000431466	0.000431466	664966
0.4	10724.9	14891.4	1170.16	6.8775	5.53526	0	46.9836	58.6132	8.37311	64.1591	8.72409	2.90803	15.4705	1.03163	11.591	-0.382094	-11.571	0.56249	0.137037	-0.382105	0.56251	1.89132	0.00044354	0.00044354	0.00044354	290486
0.425	10699.4	14854.8	1173.43	6.87806	5.49368	0	46.8719	58.7772	8.35253	64.1642	8.72339	2.9078	16.5021	1.03171	11.6796	-0.276848	-11.666	0.490543	0.232084	-0.276874	0.490567	1.35944	0.000413014	0.000413014	0.000413014	-32588.6
0.45	10722.3	14885.2	1176.57	6.8787	5.45212	0	46.9722	58.9342	8.36961	64.1703	8.72257	2.90752	17.5338	1.03181	11.7698	-0.171604	-11.7611	0.418595	0.327138	-0.171653	0.418623	0.835933	0.000320422	0.000320422	0.000320422	-499870
0.475	10756.7	14931.3	1180.58	6.87946	5.50946	0	47.123	59.1351	8.39555	64.1773	8.72162	2.90721	18.5655	1.03192	11.6486	-0.113146	-11.6442	0.297594	0.210285	-0.113218	0.297632	0.556723	0.000139199	0.000139199	0.000139199	-1.00608e+06
0.5	10923	15160.2	1193.7	6.88034	5.56739	0	47.8515	59.7924	8.52426	64.1855	8.7205	2.90683	19.5974	1.03205	11.5288	-0.0546998	-11.5273	0.176597	0.0934395	-0.0548008	0.176648	0.271879	-0.000123797	-0.000123797	-0.000123797	-970630
0.525	11092.1	15392.6	1206.84	6.88136	5.57133	0	48.5922	60.4506	8.65493	64.1951	8.7192	2.9064	20.6294	1.0322	11.5224	-0.0904243	-11.5188	0.275432	0.0848775	-0.090548	0.275502	0.449773	-0.000425986	-0.000425986	-0.000425986	-801050
0.55	11188.9	15524.2	1214.7	6.88254	5.57493	0	49.016	60.844	8.72891	64.2061	8.71771	2.9059	21.6615	1.03238	11.5169	-0.126154	-11.5102	0.374268	0.0763225	-0.126305	0.374364	0.627952	-0.000728714	-0.000728714	-0.000728714	-738264
0.575	11296.4	15670.3	1222.4	6.88389	5.58497	0	49.4872	61.23	8.8111	64.2186	8.71601	2.90534	22.6938	1.03258	11.4985	-0.170746	-11.4915	0.361505	0.0577227	-0.170925	0.361622	0.851263	-0.000990423	-0.000990423	-0.000990423	-589296
0.6	11535.6	15998.6	1236.26	6.88542	5.59512	0	50.5351	61.9239	8.99567	64.233	8.71406	2.90469	23.7263	1.03281	11.4802	-0.215339	-11.4729	0.34874	0.0391384	-0.21555	0.348881	1.07528	-0.0011484	-0.0011484	-0.0011484	-236114
0.625	11722.3	16253.3	1248.99	6.88718	5.64339	0	51.3527	62.562	9.13888	64.2493	8.71184	2.90395	24.759	1.03308	11.3849	-0.427201	-11.3666	0.484163	-0.0670555	-0.427401	0.484338	2.15239	-0.00115509	-0.00115509	-0.00115509	-38634.9
0.65	11784.5	16334.9	1255.93	6.88914	5.68973	0	51.6254	62.9092	9.18479	64.2676	8.70936	2.90312	25.7919	1.03337	11.2954	-0.639058	-11.2603	0.619585	-0.173215	-0.639229	0.619802	3.24825	-0.00102898	-0.00102898	-0.00102898	-156121
0.675	11797.2	16347.4	1259.66	6.89131	5.77019	0	51.6811	63.0961	9.1918	64.2879	8.70661	2.9022	26.8252	1.0337	11.1414	-0.559246	-11.1117	0.590221	-0.321758	-0.559374	0.590529	2.88124	-0.000822154	-0.000822154	-0.000822154	-242147
0.7	11750	16276.4	1260.17	6.89369	5.85282	0	51.4744	63.1217	9.15188	64.3101	8.70361	2.9012	27.8587	1.03405	10.9879	-0.479425	-10.9631	0.56086	-0.470316	-0.479482	0.561284	2.504	-0.000580579	-0.000580579	-0.000580579	-261987
0.725	11832.9	16385.1	1264.83	6.89629	5.84601	0	51.8375	63.3552	9.21297	64.3344	8.70033	2.90011	28.8926	1.03444	11.0048	-0.473032	-10.98	0.567795	-0.453366	-0.473044	0.568424	2.46685	-0.000296787	-0.000296787	-0.000296787	76402.1
0.75	11775.4	16298.7	1260.8	6.89913	5.83942	0	51.5856	63.1534	9.16442	64.3608	8.69675	2.89892	29.9268	1.03487	11.0218	-0.466635	-10.9969	0.574733	-0.436426	-0.466584	0.575621	2.4298	5.46282e-05	5.46282e-05	5.46282e-05	263862
0.775	11682.1	16162.4	1254.48	6.90217	5.89406	0	51.1768	62.8368	9.08779	64.3892	8.69292	2.89764	30.9615	1.03533	10.9244	-0.348306	-10.91	0.439477	-0.523076	-0.348247	0.440422	1.82856	0.000468849	0.000468849	0.000468849	403000
0.8	11777.3	16286.4	1259.61	6.90546	5.94836	0	51.5939	63.0939	9.15749	64.4199	8.68878	2.89626	31.9966	1.03582	10.8299	-0.22997	-10.8231	0.304219	-0.609674	-0.229904	0.305207	1.21724	0.000963918	0.000963918	0.000963918	619763
0.825	11923.4	16479.8	1266.7	6.90905	5.98497	0	52.2338	63.4491	9.26625	64.4534	8.68426	2.89475	33.0322	1.03636	10.7692	-0.219066	-10.7556	0.493987	-0.677052	-0.218817	0.495085	1.16682	0.00157082	0.00157082	0.00157082	852061
0.85	11884.6	16417	1265.25	6.91292	6.0203	0	52.0638	63.3761	9.23093	64.4895	8.6794	2.89313	34.0682	1.03694	10.712	-0.208156	-10.6881	0.683755	-0.744431	-0.207668	0.684966	1.11572	0.00216827	0.00216827	0.00216827	440482
0.875	11796.9	16286.2	1261.01	6.91703	5.98067	0	51.6797	63.1639	9.15738	64.5279	8.67424	2.89141	35.1049	1.03756	10.7894	-0.154682	-10.7637	0.727274	-0.668668	-0.153814	0.728348	0.82332	0.00250532	0.00250532	0.00250532	-93577
0.9	11648.1	16070.7	1256.85	6.92136	5.94157	0	51.0279	62.9557	9.03622	64.5683	8.66881	2.8896	36.1421	1.0382	10.8672	-0.101198	-10.8394	0.77079	-0.592898	-0.0998618	0.771654	0.534905	0.00238198	0.00238198	0.00238198	-551915
0.925	11542.9	15915.1	1254.55	6.92591	6.02979	0	50.567	62.8401	8.94872	64.6106	8.66313	2.88771	37.18	1.03889	10.7152	-0.0676956	-10.6918	0.704681	-0.739699	-0.0663612	0.706065	0.362765	0.00167699	0.00167699	0.00167699	-895092
0.95	11573.6	15946.3	1257.72	6.93071	6.12054	0	50.7013	62.9991	8.96627	64.6554	8.65712	2.88571	38.2186	1.03961	10.5637	-0.0341851	-10.5443	0.638593	-0.886331	-0.0328826	0.640603	0.185755	0.000476178	0.000476178	0.000476178	-778203
0.975	11701.5	16110.7	1265.36	6.93585	6.17889	0	51.2619	63.3819	9.05869	64.7034	8.65071	2.88357	39.2578	1.04038	10.4717	0.123484	-10.4569	0.541594	-0.973586	0.12544	0.543806	-0.676564	-0.000896906	-0.000896906	-0.000896906	-374321
1	11827.7	16271.5	1272.11	6.94136	6.23668	0	51.8146	63.7197	9.14911	64.7548	8.64384	2.88128	40.2978	1.0412	10.3829	0.281171	-10.3696	0.444585	-1.06086	0.283909	0.447012	-1.5532	-0.0021118	-0.0021118	-0.0021118	-131504
1.025	11932.1	16401.1	1278.04	6.94724	6.26531	0	52.2718	64.017	9.22201	64.8096	8.63652	2.87884	41.3386	1.04209	10.3442	0.278387	-10.3399	0.106354	-1.09007	0.281318	0.108813	-1.54224	-0.0029251	-0.0029251	-0.0029251	45894
1.05	12093.5	16608.1	1287.14	6.95353	6.28779	0	52.9791	64.4728	9.33835	64.8683	8.62872	2.87624	42.3802	1.04303	10.3165	0.275626	-10.3103	-0.231897	-1.11923	0.278756	-0.229432	-1.53133	-0.00306108	-0.00306108	-0.00306108	470748
1.075	12246.7	16802.3	1295.72	6.96024	6.26981	0	53.6503	64.9023	9.44755	64.9309	8.62039	2.87346	43.4228	1.04404	10.3561	0.309128	-10.3502	-0.16582	-1.07768	0.313853	-0.163108	-1.71074	-0.00226743	-0.00226743	-0.00226743	927880
1.1	12506.1	17140.4	1309.45	6.96744	6.25206	0	54.7866	65.5902	9.63768	64.9981	8.61148	2.87049	44.4663	1.04512	10.3963	0.342683	-10.3901	-0.0997768	-1.03582	0.349319	-0.0967956	-1.88902	-0.000248777	-0.000248777	-0.000248777	1.81449e+06
1.125	12717.2	17410.4	1321.93	6.97516	6.26172	0	55.7112	66.2155	9.78948	65.0701	8.60196	2.86732	45.5109	1.04627	10.3917	0.399789	-10.3838	0.0747614	-1.04211	0.40708	0.0785707	-2.20488	0.00318556	0.00318556	0.00318556	2.46189e+06
1.15	12767.7	17459.2	1329.04	6.98332	6.26981	0	55.9327	66.5715	9.81691	65.1462	8.59191	2.86397	46.5566	1.0475	10.3904	0.456877	-10.3774	0.249319	-1.04848	0.464879	0.254099	-2.52088	0.00775946	0.00775946	0.00775946	2.60032e+06
1.175	12872.8	17581.2	1337.44	6.99189	6.2341	0	56.3928	66.9921	9.88553	65.2262	8.58137	2.86046	47.6034	1.04878	10.4628	0.451043	-10.4457	0.393333	-0.98032	0.460147	0.398811	-2.47249	0.0129946	0.0129946	0.0129946	2.74198e+06
1.2	12950.6	17664.8	1341.89	7.00088	6.19812	0	56.734	67.215	9.93256	65.3101	8.57035	2.85678	48.6516	1.05013	10.5371	0.445198	-10.5139	0.537425	-0.912299	0.455512	0.543673	-2.42466	0.0182912	0.0182912	0.0182912	2.61522e+06
1.225	13002.4	17711.6	1344.5	7.01028	6.2165	0	56.9607	67.346	9.95887	65.3978	8.55885	2.85295	49.701	1.05154	10.52	0.346175	-10.4926	0.674965	-0.930591	0.357871	0.680554	-1.88963	0.0229847	0.0229847	0.0229847	2.5174e+06
1.25	13083.3	17796.9	1348.09	7.0201	6.23368	0	57.315	67.5256	10.0068	65.4893	8.54689	2.84896	50.7519	1.05301	10.5057	0.247194	-10.4713	0.812581	-0.948436	0.260384	0.817295	-1.35231	0.0265799	0.0265799	0.0265799	2.41724e+06
1.275	13136.2	17842.9	1350.13	7.03032	6.25028	0	57.5469	67.6277	10.0327	65.5847	8.53446	2.84482	51.8042	1.05455	10.4931	0.378662	-10.4599	0.742686	-0.959111	0.395559	0.747432	-2.07328	0.028721	0.028721	0.028721	2.24692e+06
1.3	13163.6	17853.2	1353.34	7.04093	6.26598	0	57.667	67.7889	10.0385	65.6837	8.5216	2.84053	52.8579	1.05614	10.4826	0.510173	-10.4485	0.672765	-0.969793	0.531241	0.677491	-2.79537	0.0291907	0.0291907	0.0291907	1.96953e+06
1.325	13200.6	17875.5	1357.62	7.05192	6.19772	0	57.8291	68.0029	10.051	65.7862	8.50832	2.83611	53.9133	1.05779	10.6146	0.466257	-10.5867	0.611733	-0.832738	0.487769	0.616803	-2.52178	0.0279852	0.0279852	0.0279852	1.73119e+06
1.35	13229.4	17885.6	1359.65	7.0633	6.13108	0	57.9551	68.1048	10.0567	65.8923	8.49461	2.83154	54.9703	1.05949	10.7473	0.422287	-10.7248	0.55071	-0.695997	0.44411	0.556132	-2.25484	0.0255768	0.0255768	0.0255768	1.92769e+06
1.375	13225.2	17850.3	1359.86	7.07503	6.02279	0	57.9369	68.1154	10.0369	66.0018	8.48053	2.82684	56.0289	1.06125	10.9587	0.51538	-10.9306	0.591442	-0.489486	0.537153	0.599287	-2.69952	0.0227312	0.0227312	0.0227312	2.14781e+06
1.4	13237.3	17836.2	1361.17	7.0871	5.91849	0	57.9897	68.1809	10.0289	66.1143	8.46609	2.82203	57.0893	1.06306	11.1708	0.608455	-11.1363	0.632299	-0.282945	0.630022	0.642883	-3.12737	0.0200939	0.0200939	0.0200939	2.24729e+06
1.425	13254.7	17828.5	1361.58	7.09951	5.96502	0	58.0661	68.2015	10.0246	66.2302	8.45128	2.81709	58.1515	1.06493	11.1031	0.648769	-11.0711	0.537377	-0.349809	0.670474	0.549447	-3.35372	0.0181946	0.0181946	0.0181946	2.34568e+06
1.45	13468.8	18083.6	1370.61	7.1124	6.01202	0	59.0041	68.6536	10.168	66.3504	8.43597	2.81199	59.2155	1.06686	11.0363	0.689064	-11.0059	0.442508	-0.417017	0.710798	0.456216	-3.58254	0.017355	0.017355	0.017355	2.33806e+06
1.475	13695.2	18352.7	1379.75	7.12589	6.03737	0	59.9956	69.1114	10.3193	66.4762	8.42001	2.80667	60.2813	1.06888	11.0108	0.565749	-10.9886	0.408695	-0.431126	0.592612	0.423772	-2.94727	0.0175934	0.0175934	0.0175934	2.25636e+06
1.5	13719	18348.6	1380.24	7.13984	6.06238	0	60.0998	69.136	10.317	66.6064	8.40355	2.80118	61.3492	1.07098	10.9868	0.442437	-10.9715	0.374756	-0.44476	0.475019	0.391313	-2.30925	0.018893	0.018893	0.018893	2.40375e+06
1.525	13651.8	18222.6	1378	7.15407	6.05336	0	59.8058	69.0241	10.2462	66.7391	8.38684	2.79561	62.4191	1.07311	11.0251	0.562277	-11.0056	0.336398	-0.408019	0.600311	0.351777	-2.92469	0.0212506	0.0212506	0.0212506	2.60376e+06
1.55	13463.6	17935.5	1371.15	7.16839	6.04372	0	58.9813	68.6806	10.0847	66.8727	8.37009	2.79003	63.4912	1.07526	11.0648	0.682119	-11.0397	0.297998	-0.371044	0.726149	0.311937	-3.53567	0.0242605	0.0242605	0.0242605	2.43644e+06
1.575	13294.4	17674.7	1365.62	7.18271	6.13786	0	58.24	68.4037	9.9381	67.0063	8.35339	2.78446	64.5654	1.07741	10.9169	0.807608	-10.8835	0.274453	-0.526136	0.857875	0.287976	-4.24384	0.0271631	0.0271631	0.0271631	2.08671e+06
1.6	13057.6	17325.4	1356.17	7.19699	6.23354	0	57.2026	67.9303	9.74172	67.1396	8.33681	2.77894	65.6417	1.07955	10.7707	0.933144	-10.7273	0.250877	-0.681225	0.990167	0.263842	-4.97153	0.0293033	0.0293033	0.0293033	1.82575e+06
1.625	12801.8	16952.7	1346.39	7.21115	6.26104	0	56.0821	67.4407	9.53215	67.2716	8.32045	2.77348	66.7202	1.08167	10.7445	0.982294	-10.6982	0.164238	-0.708448	1.03792	0.174146	-5.2461	0.0302527	0.0302527	0.0302527	1.62994e+06
1.65	12820.2	16943.6	1349.33	7.22537	6.28814	0	56.1625	67.5879	9.52703	67.4042	8.30408	2.76803	67.8008	1.08381	10.7193	1.03155	-10.6692	0.0776078	-0.735532	1.08527	0.0840169	-5.52245	0.0299435	0.0299435	0.0299435	1.64827e+06
1.675	12895.6	17009.1	1355.97	7.23988	6.30887	0	56.4926	67.9202	9.56382	67.5396	8.28743	2.76248	68.8836	1.08598	10.7055	0.974289	-10.6599	0.156144	-0.747609	1.02982	0.160428	-5.22217	0.0286209	0.0286209	0.0286209	1.67866e+06
1.7	12856.7	16923.3	1359.38	7.2546	6.32933	0	56.3222	68.091	9.51562	67.677	8.27061	2.75687	69.9685	1.08819	10.6926	0.917024	-10.6506	0.234707	-0.760115	0.974291	0.236599	-4.92106	0.0263489	0.0263489	0.0263489	1.36562e+06
1.725	12818.4	16838.5	1362.95	7.26946	6.20795	0	56.1548	68.2699	9.46794	67.8156	8.25371	2.75124	71.0556	1.09042	10.924	0.766768	-10.8938	0.264994	-0.516879	0.823313	0.267499	-4.02616	0.0230559	0.0230559	0.0230559	972427
1.75	12856.2	16853.3	1369.21	7.28449	6.09031	0	56.3203	68.5834	9.47626	67.9558	8.23668	2.74556	72.1449	1.09267	11.158	0.616504	-11.1371	0.295191	-0.273718	0.671997	0.29836	-3.16844	0.0186838	0.0186838	0.0186838	463849
1.775	12886.2	16857.3	1373.97	7.29973	6.10454	0	56.4515	68.8218	9.47849	68.098	8.21948	2.73983	73.2365	1.09496	11.1553	0.666061	-11.1255	0.46829	-0.282095	0.721996	0.475944	-3.42608	0.0131268	0.0131268	0.0131268	-74947.3
1.8	12794	16701.6	1372.65	7.31512	6.11731	0	56.0479	68.756	9.39093	68.2415	8.20219	2.73406	74.3303	1.09727	11.1555	0.715809	-11.114	0.64149	-0.290306	0.772008	0.654054	-3.68511	0.00693799	0.00693799	0.00693799	28604
1.825	12617.5	16436.7	1367.01	7.33047	6.15898	0	55.2747	68.4735	9.242	68.3847	8.18502	2.72834	75.4264	1.09957	11.1033	0.647624	-11.0668	0.623235	-0.334989	0.700083	0.627513	-3.3491	0.00146493	0.00146493	0.00146493	551468
1.85	12296.5	15985.6	1357.79	7.34555	6.20057	0	53.8684	68.0114	8.98836	68.5254	8.16821	2.72274	76.5249	1.10183	11.0515	0.579397	-11.0197	0.605068	-0.379481	0.627598	0.600241	-3.00975	-0.00194706	-0.00194706	-0.00194706	1.1024e+06
1.875	11972.5	15533.4	1346.13	7.36024	6.29416	0	52.4491	67.4277	8.73407	68.6625	8.15191	2.7173	77.6256	1.10404	10.9089	0.585931	-10.8767	0.599644	-0.523141	0.631104	0.600678	-3.08357	-0.00205485	-0.00205485	-0.00205485	1.8781e+06
1.9	11797.4	15276.3	1339.16	7.37462	6.38994	0	51.6819	67.0783	8.58955	68.7966	8.13602	2.71201	78.7285	1.10619	10.7664	0.592251	-10.7336	0.594172	-0.666935	0.634005	0.601637	-3.15821	0.001964	0.001964	0.001964	2.51049e+06
1.925	11713.6	15138.7	1336.22	7.38881	6.44082	0	51.315	66.9311	8.51218	68.9289	8.12039	2.7068	79.8337	1.10832	10.7019	0.651274	-10.664	0.620293	-0.737149	0.69271	0.636765	-3.49483	0.00974482	0.00974482	0.00974482	2.6382e+06
1.95	11696.7	15088.1	1338	7.4029	6.49195	0	51.2408	67.0204	8.4837	69.0604	8.10493	2.70164	80.9409	1.11043	10.6379	0.710238	-10.5944	0.646577	-0.80753	0.751204	0.672858	-3.83531	0.0197377	0.0197377	0.0197377	2.31405e+06
1.975	11783.2	15170.6	1343.18	7.41705	6.464	0	51.6198	67.2798	8.53013	69.1925	8.08947	2.69649	82.0503	1.11256	10.7043	0.681755	-10.6603	0.688532	-0.746917	0.727155	0.717412	-3.65922	0.0299155	0.0299155	0.0299155	1.91458e+06
2	11795	15156.6	1343.55	7.43133	6.43635	0	51.6713	67.2982	8.52224	69.3256	8.07393	2.69131	83.1619	1.1147	10.7709	0.653333	-10.7263	0.730407	-0.68688	0.703396	0.762008	-3.48556	0.0387734	0.0387734	0.0387734	1.93963e+06
2.025	11736.9	15053.1	1339.7	7.44557	6.39429	0	51.4168	67.1054	8.46404	69.4585	8.05848	2.68616	84.2755	1.11684	10.8626	0.575618	-10.8235	0.718066	-0.579841	0.630682	0.762382	-3.04425	0.0454145	0.0454145	0.0454145	2.01165e+06
2.05	11692.9	14968.3	1337.84	7.4597	6.35234	0	51.2241	67.0124	8.41636	69.5903	8.04322	2.68107	85.3913	1.11895	10.9551	0.498059	-10.921	0.705709	-0.471933	0.558333	0.763612	-2.61121	0.0488442	0.0488442	0.0488442	1.61683e+06
2.075	11674.4	14916.5	1337.3	7.47378	6.43722	0	51.1432	66.9852	8.38723	69.7217	8.02806	2.67602	86.5093	1.12107	10.831	0.558948	-10.7922	0.725666	-0.587503	0.62676	0.776651	-2.9648	0.0482512	0.0482512	0.0482512	1.12751e+06
2.1	11500.5	14666.9	1326.77	7.48772	6.52349	0	50.3813	66.4577	8.2469	69.8517	8.01312	2.67104	87.6293	1.12316	10.7077	0.620076	-10.6637	0.745691	-0.702061	0.695753	0.789088	-3.3279	0.0434926	0.0434926	0.0434926	665527
2.125	11241.9	14311.1	1316.32	7.50132	6.42604	0	49.2482	65.9342	8.0468	69.9786	7.99859	2.6662	88.7514	1.1252	10.8899	0.520706	-10.8577	0.654208	-0.516525	0.597308	0.698256	-2.74565	0.0351194	0.0351194	0.0351194	402403
2.15	11206.7	14240.8	1319.78	7.51476	6.33055	0	49.0943	66.1075	8.00731	70.104	7.98428	2.66143	89.8756	1.12721	11.0739	0.421351	-11.0516	0.562647	-0.331812	0.498755	0.607279	-2.18339	0.0244257	0.0244257	0.0244257	397470
2.175	11116.7	14101.2	1321.05	7.52819	6.26951	0	48.6999	66.1712	7.92882	70.2293	7.97004	2.65668	91.0019	1.12923	11.2017	0.395271	-11.1751	0.662676	-0.202707	0.489397	0.713976	-2.02575	0.0131979	0.0131979	0.0131979	569486
2.2	10945.2	13859.3	1320.99	7.54145	6.20916	0	47.9486	66.1683	7.79278	70.3529	7.95603	2.65201	92.1301	1.13122	11.3305	0.36934	-11.2988	0.762597	-0.0732241	0.481062	0.820889	-1.87225	0.0031269	0.0031269	0.0031269	648272
