Min	-363.974 [0.025s]	-505.519 [0.025s]	0 [0s]	6.87549 [0.025s]	0 [0s]	0 [0s]	-1.59449 [0.025s]	0 [0s]	-0.284243 [0.025s]	64.1403 [0.025s]	6.00006 [8.85s]	2.00002 [8.85s]	0 [0s]	1.03132 [0.025s]	0 [0s]	-3.15506 [37.95s]	-14.1365 [188.55s]	-1.76608 [21.5s]	-5.5965 [135.75s]	-3.11591 [37.95s]	-1.76724 [21.5s]	-12.503 [76.55s]	-0.286171 [59.6s]	-0.286171 [59.6s]	-0.286171 [59.6s]	-1.56034e+07 [59.475s]
Max	18654.8 [4.225s]	20525.5 [4.2s]	1986.94 [6.7s]	9.99989 [8.85s]	14.5696 [135.75s]	6.66965 [186.025s]	81.7228 [4.225s]	99.5258 [6.7s]	11.541 [4.2s]	93.2873 [8.85s]	8.72665 [0.025s]	2.90888 [0.025s]	359.938 [13.4s]	1.49998 [8.85s]	14.1502 [188.55s]	2.32447 [9.15s]	0 [0s]	1.66357 [152.35s]	2.72074 [188.55s]	2.35664 [9.15s]	1.65689 [152.35s]	16.5044 [134.3s]	0.216808 [43.55s]	0.216808 [43.55s]	0.216808 [43.55s]	1.18329e+07 [43.475s]
Mean	9586.66	9757.24	1378.66	9.37169	8.31401	1.63303	41.9971	69.0568	5.48629	87.427	6.41696	2.13899	178.485	1.40575	10.6846	-0.0939085	-10.6388	-0.0367769	-0.783002	-0.0808574	-0.0407775	0.552785	-0.0533984	-0.0533984	-0.0533984	-3.05707e+06
Standard deviation	2102.65	2120.24	188.019	0.417831	1.18986	2.10336	9.21124	9.41788	1.19217	3.89788	0.33205	0.110683	104.297	0.0626747	1.32045	0.79126	1.33634	0.546597	1.33693	0.781635	0.538724	4.49115	0.0752573	0.0752573	0.0752573	4.31814e+06
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
6.475	15618.9	15335.3	1903.37	9.72587	8.95242	0	68.423	95.3395	8.62273	90.731	6.16912	2.05637	314.952	1.45888	10.1348	1.85808	-9.96279	0.0671346	-1.47106	1.89642	0.273117	-10.5644	0.106402	0.106402	0.106402	5.82024e+06
6.5	15425.1	15132.2	1892.26	9.73417	9.10929	0	67.5743	94.7832	8.5085	90.8085	6.16385	2.05462	316.41	1.46013	9.96878	1.65952	-9.82271	0.369809	-1.62997	1.69362	0.572774	-9.58944	0.093081	0.093081	0.093081	5.89659e+06
6.525	15424.5	15118.9	1891.63	9.74231	9.12322	0	67.5712	94.7517	8.50102	90.8843	6.15871	2.0529	317.87	1.46135	9.96187	1.52202	-9.84237	0.223803	-1.61037	1.55044	0.431945	-8.79058	0.0821311	0.0821311	0.0821311	5.96969e+06
6.55	15415.1	15097.7	1896.08	9.75009	9.13316	0	67.5304	94.9747	8.48909	90.957	6.15379	2.05126	319.33	1.46251	9.95898	1.38446	-9.86198	0.0776992	-1.59083	1.40713	0.291112	-7.99117	0.0735952	0.0735952	0.0735952	4.99937e+06
6.575	15809.9	15472.3	1922.23	9.75769	9.18322	0	69.2598	96.2844	8.69972	91.0278	6.149	2.04967	320.792	1.46365	9.91241	1.36671	-9.81745	0.0758227	-1.64554	1.38919	0.288717	-7.92536	0.0652862	0.0652862	0.0652862	2.91571e+06
6.6	16324.4	15962.4	1949.78	9.76586	9.23434	0	71.5138	97.6644	8.97533	91.1041	6.14385	2.04795	322.255	1.46488	9.8658	1.34898	-9.77286	0.0739384	-1.70045	1.37126	0.286247	-7.85909	0.0555007	0.0555007	0.0555007	1.80986e+06
6.625	16652.8	16269	1964.03	9.77458	9.24275	0	72.9525	98.3779	9.14773	91.1854	6.13837	2.04612	323.72	1.46619	9.86561	1.14366	-9.79887	-0.0676394	-1.67408	1.16124	0.139689	-6.65706	0.0444301	0.0444301	0.0444301	1.51448e+06
6.65	16959.1	16552.8	1978.3	9.78364	9.24551	0	74.294	99.0931	9.30731	91.27	6.13269	2.04423	325.185	1.46755	9.87181	0.938253	-9.8249	-0.209207	-1.64766	0.951077	-0.00698334	-5.45506	0.032834	0.032834	0.032834	1.39071e+06
6.675	17070.2	16645.4	1984.14	9.79294	9.35326	0	74.7807	99.3853	9.35938	91.3567	6.12686	2.04229	326.652	1.46894	9.76736	0.776556	-9.73404	-0.216572	-1.7376	0.792757	-0.0319292	-4.56125	0.0217357	0.0217357	0.0217357	1.3366e+06
6.7	17031.4	16591.9	1986.94	9.80222	9.46095	0	74.6108	99.5258	9.32928	91.4432	6.12106	2.04035	328.12	1.47033	9.66533	0.614856	-9.64315	-0.224024	-1.82755	0.634478	-0.0571793	-3.64829	0.0122405	0.0122405	0.0122405	1.26692e+06
6.725	16773.8	16326	1979.25	9.81122	9.49367	0	73.4823	99.1405	9.17975	91.5272	6.11545	2.03848	329.59	1.47168	9.64087	0.643281	-9.61832	-0.142648	-1.8611	0.64114	0.0456142	-3.82629	0.00533124	0.00533124	0.00533124	1.34159e+06
6.75	16505.3	16051	1965.8	9.81958	9.52516	0	72.306	98.4669	9.02511	91.6052	6.11024	2.03675	331.061	1.47294	9.61719	0.671667	-9.59351	-0.0612996	-1.89474	0.647491	0.148657	-4.0049	0.0008746	0.0008746	0.0008746	652299
6.775	16402.7	15938.2	1957.48	9.82758	9.39092	0	71.8567	98.0498	8.96172	91.6799	6.10527	2.03509	332.533	1.47414	9.76261	0.794005	-9.72843	-0.189092	-1.73025	0.758138	0.0355916	-4.66596	-0.00226817	-0.00226817	-0.00226817	-108775
6.8	16369.9	15893.8	1957.45	9.83534	9.25769	0	71.7131	98.0485	8.93676	91.7522	6.10045	2.03348	334.007	1.4753	9.91092	0.916383	-9.86337	-0.31691	-1.56537	0.86869	-0.0773668	-5.30798	-0.00538454	-0.00538454	-0.00538454	-1.03283e+06
6.825	16044.2	15565.7	1944.87	9.84286	9.30233	0	70.2861	97.4184	8.75224	91.8224	6.09579	2.03193	335.482	1.47643	9.87091	0.854303	-9.82549	-0.405886	-1.57946	0.827383	-0.19244	-4.96923	-0.00927246	-0.00927246	-0.00927246	-1.34711e+06
6.85	15709.3	15229.6	1934.2	9.85005	9.34583	0.0260956	68.8189	96.8839	8.56328	91.8895	6.09134	2.03045	336.958	1.47751	9.83214	0.792258	-9.78767	-0.494814	-1.59324	0.786342	-0.307832	-4.62769	-0.0134053	-0.0134053	-0.0134053	-981198
6.875	15251.3	14775.3	1910.36	9.85695	9.32897	0.110229	66.8127	95.6895	8.30783	91.9538	6.08708	2.02903	338.435	1.47854	9.8568	1.05669	-9.79084	-0.423639	-1.59207	1.063	-0.25246	-6.15991	-0.0160017	-0.0160017	-0.0160017	233302
6.9	14750.6	14280.9	1881.11	9.8634	9.30464	0.19342	64.6192	94.2246	8.02983	92.014	6.0831	2.0277	339.913	1.47951	9.88905	1.32124	-9.79405	-0.352466	-1.59087	1.33987	-0.19726	-7.68294	-0.0146195	-0.0146195	-0.0146195	1.78897e+06
6.925	14282.6	13819.4	1851.2	9.86932	9.24391	0.275726	62.5688	92.7262	7.77036	92.0693	6.07944	2.02648	341.392	1.4804	9.95999	1.47008	-9.84351	-0.381617	-1.54436	1.48689	-0.23815	-8.49409	-0.00718044	-0.00718044	-0.00718044	3.38021e+06
6.95	14037.8	13575.6	1833.58	9.87445	9.18146	0.357048	61.4967	91.8438	7.63325	92.1171	6.07629	2.02543	342.872	1.48117	10.033	1.61902	-9.89293	-0.410806	-1.49791	1.63399	-0.279163	-9.29433	0.00610419	0.00610419	0.00610419	3.52645e+06
6.975	14115.5	13644.4	1829.52	9.879	9.10617	0.437267	61.8371	91.6404	7.67197	92.1595	6.07349	2.0245	344.352	1.48185	10.1206	1.54486	-9.9945	-0.38593	-1.38805	1.58299	-0.268366	-8.78672	0.0220266	0.0220266	0.0220266	2.45924e+06
7	14329.9	13845.7	1836.41	9.88327	9.03117	0.516179	62.7761	91.9857	7.78511	92.1994	6.07087	2.02362	345.834	1.48249	10.209	1.47057	-10.0961	-0.361087	-1.27807	1.53215	-0.257817	-8.28726	0.0360437	0.0360437	0.0360437	797570
7.025	14441.2	13947.4	1838.17	9.88741	8.93505	0.593671	63.264	92.0736	7.84232	92.238	6.06832	2.02277	347.316	1.48311	10.3232	1.59064	-10.1949	-0.318575	-1.20556	1.64723	-0.207683	-8.86795	0.0439116	0.0439116	0.0439116	-733207
7.05	14025.7	13540.7	1808.15	9.89132	8.83981	0.66974	61.4436	90.5701	7.61366	92.2744	6.06593	2.02198	348.799	1.4837	10.4385	1.71052	-10.2937	-0.276071	-1.13337	1.76202	-0.15762	-9.43469	0.04356	0.04356	0.04356	-1.25153e+06
7.075	13426.7	12958.2	1767.23	9.89455	8.81502	0.744426	58.8197	88.5205	7.28614	92.3046	6.06394	2.02131	350.282	1.48418	10.4713	1.80982	-10.3081	-0.341102	-1.13942	1.84281	-0.236477	-9.9581	0.0351589	0.0351589	0.0351589	-1.44318e+06
7.1	12837.1	12385.9	1724.43	9.89716	8.78886	0.817733	56.2365	86.3764	6.96431	92.329	6.06235	2.02078	351.766	1.48457	10.5052	1.90904	-10.3223	-0.406137	-1.14562	1.92341	-0.31551	-10.478	0.0201682	0.0201682	0.0201682	-1.52986e+06
7.125	12338.1	11901.8	1687.74	9.89941	8.74865	0.889517	54.0508	84.5388	6.69212	92.35	6.06097	2.02032	353.251	1.48491	10.5559	1.82954	-10.3876	-0.422541	-1.08577	1.84415	-0.326186	-9.98897	0.00142873	0.00142873	0.00142873	-1.25135e+06
7.15	11995.2	11568.6	1662.73	9.90138	8.70798	0.95967	52.5483	83.2858	6.50479	92.3684	6.05976	2.01992	354.735	1.48521	10.6073	1.75003	-10.4528	-0.438917	-1.02592	1.76487	-0.336887	-9.50448	-0.0178055	-0.0178055	-0.0178055	-1.13309e+06
7.175	11914.4	11488.6	1654.45	9.90321	8.83721	1.02818	52.1943	82.8713	6.45979	92.3854	6.05864	2.01955	356.221	1.48548	10.4541	1.6317	-10.3206	-0.334995	-1.13863	1.65861	-0.234144	-8.9842	-0.0352902	-0.0352902	-0.0352902	-1.54766e+06
7.2	11734.7	11313.6	1637.26	9.90473	8.96837	1.09504	51.4073	82.0101	6.36141	92.3996	6.05771	2.01924	357.706	1.48571	10.3028	1.51339	-10.1885	-0.231103	-1.2513	1.55237	-0.131448	-8.44891	-0.0506612	-0.0506612	-0.0506612	-2.93781e+06
7.225	11592.3	11174.9	1621.23	9.90599	8.8429	1.1603	50.7833	81.2073	6.28339	92.4114	6.05694	2.01898	359.191	1.4859	10.4504	1.5486	-10.3304	-0.308715	-1.11203	1.56434	-0.183127	-8.52557	-0.064658	-0.064658	-0.064658	-4.32539e+06
7.25	11671.8	11250	1619.08	9.90731	8.72055	1.22396	51.1317	81.0996	6.32566	92.4237	6.05613	2.01871	0.677346	1.4861	10.5984	1.58373	-10.4723	-0.386286	-0.972771	1.57628	-0.234864	-8.59972	-0.0774491	-0.0774491	-0.0774491	-5.00966e+06
7.275	11740.9	11314.8	1615.97	9.90887	8.68033	1.28602	51.4343	80.9438	6.36208	92.4382	6.05518	2.01839	2.16339	1.48633	10.6492	1.57781	-10.5252	-0.368937	-0.924105	1.57861	-0.22236	-8.52566	-0.0883565	-0.0883565	-0.0883565	-5.02147e+06
7.3	11612	11188.6	1603.78	9.91064	8.64065	1.34658	50.8695	80.3333	6.2911	92.4547	6.0541	2.01803	3.64964	1.4866	10.7	1.5719	-10.578	-0.351629	-0.875437	1.58091	-0.209911	-8.45232	-0.0957988	-0.0957988	-0.0957988	-4.21295e+06
7.325	11421.2	11002.9	1586.93	9.91237	8.64419	1.4058	50.034	79.4892	6.18669	92.4709	6.05304	2.01768	5.13612	1.48686	10.6975	1.70418	-10.5536	-0.39228	-0.876974	1.70575	-0.284745	-9.17289	-0.0977689	-0.0977689	-0.0977689	-3.08358e+06
7.35	11410.2	10990.4	1576.41	9.914	8.6461	1.46381	49.9855	78.9621	6.17968	92.486	6.05205	2.01735	6.62284	1.4871	10.6968	1.83646	-10.5291	-0.43301	-0.878563	1.83062	-0.359521	-9.89382	-0.0931172	-0.0931172	-0.0931172	-2.2214e+06
7.375	11356.4	10936.9	1562.26	9.91551	8.6265	1.52065	49.7498	78.2536	6.1496	92.5002	6.05112	2.01704	8.1098	1.48733	10.7228	1.87977	-10.5507	-0.358102	-0.861287	1.8817	-0.2975	-10.1022	-0.0818372	-0.0818372	-0.0818372	-1.49499e+06
7.4	11279	10861.1	1550.99	9.91666	8.60612	1.57635	49.4107	77.6888	6.10698	92.5109	6.05042	2.01681	9.59699	1.4875	10.7494	1.92309	-10.5722	-0.283192	-0.843984	1.93275	-0.235437	-10.3094	-0.0652983	-0.0652983	-0.0652983	-1.31837e+06
7.425	11128.4	10715.5	1535.52	9.91719	8.69072	1.63093	48.7509	76.9142	6.02511	92.5158	6.0501	2.0167	11.0844	1.48758	10.6454	1.94418	-10.4618	-0.306035	-0.961252	1.95345	-0.238209	-10.5275	-0.0466487	-0.0466487	-0.0466487	-1.92957e+06
7.45	10957.9	10551.4	1516.22	9.91719	8.77635	1.68434	48.0043	75.9474	5.93284	92.5158	6.0501	2.0167	12.5719	1.48758	10.5415	1.96525	-10.3515	-0.328937	-1.07852	1.97414	-0.241163	-10.7498	-0.0294512	-0.0294512	-0.0294512	-2.46897e+06
7.475	10894.7	10490.8	1504.83	9.91688	8.74605	1.73645	47.7272	75.3766	5.89878	92.5129	6.05029	2.01676	14.0595	1.48753	10.5777	1.92872	-10.3956	-0.313643	-1.04184	1.9245	-0.227646	-10.5107	-0.0161799	-0.0161799	-0.0161799	-2.5921e+06
7.5	10953.2	10547.6	1505.99	9.91649	8.71575	1.78717	47.9836	75.4348	5.9307	92.5093	6.05053	2.01684	15.5471	1.48747	10.614	1.89215	-10.4398	-0.298248	-1.00512	1.87493	-0.214106	-10.273	-0.00815673	-0.00815673	-0.00815673	-2.51498e+06
7.525	11113.4	10702.2	1513	9.91623	8.79752	1.8365	48.6854	75.7858	6.01759	92.5069	6.05068	2.01689	17.0346	1.48744	10.5151	1.80337	-10.3555	-0.282367	-1.09969	1.79075	-0.228714	-9.87883	-0.00589105	-0.00589105	-0.00589105	-2.57028e+06
7.55	11210.8	10795.9	1515.83	9.91628	8.88069	1.88448	49.1122	75.9275	6.07031	92.5073	6.05066	2.01689	18.5221	1.48744	10.4167	1.71456	-10.2712	-0.266486	-1.19411	1.7065	-0.243006	-9.47695	-0.00896193	-0.00896193	-0.00896193	-2.52179e+06
7.575	11338.8	10918.8	1520.89	9.91664	8.79838	1.93121	49.673	76.1811	6.13942	92.5106	6.05044	2.01681	20.0095	1.4875	10.5145	1.68764	-10.3775	-0.120158	-1.06826	1.67277	-0.108323	-9.23684	-0.0161558	-0.0161558	-0.0161558	-2.52756e+06
7.6	11428.6	11004.7	1525.84	9.91719	8.71592	1.97685	50.0664	76.429	6.18769	92.5158	6.0501	2.0167	21.497	1.48758	10.6146	1.66058	-10.4839	0.0260769	-0.942702	1.63904	0.0264335	-9.00052	-0.0264447	-0.0264447	-0.0264447	-3.03047e+06
7.625	11358.5	10936.5	1521.05	9.9178	8.65584	2.02152	49.7594	76.1895	6.14936	92.5215	6.04973	2.01658	22.9845	1.48767	10.6889	1.59562	-10.567	0.215153	-0.855637	1.57058	0.198019	-8.58687	-0.0392684	-0.0392684	-0.0392684	-3.88578e+06
7.65	11206	10789.1	1507.2	9.91823	8.59345	2.06532	49.0909	75.4957	6.0665	92.5255	6.04947	2.01649	24.4722	1.48773	10.767	1.5305	-10.65	0.4041	-0.76874	1.50204	0.369845	-8.17796	-0.054532	-0.054532	-0.054532	-5.19017e+06
7.675	10993.6	10584.4	1489.64	9.91848	8.64161	2.10831	48.1608	74.6157	5.95141	92.5278	6.04931	2.01644	25.96	1.48777	10.7072	1.46801	-10.6008	0.336293	-0.823256	1.43334	0.307456	-7.88424	-0.0721152	-0.0721152	-0.0721152	-6.31166e+06
7.7	10604.7	10210	1462.16	9.91845	8.68962	2.15045	46.457	73.2395	5.74087	92.5276	6.04933	2.01644	27.4478	1.48777	10.6481	1.40542	-10.5515	0.268436	-0.877794	1.36473	0.24493	-7.58692	-0.0912032	-0.0912032	-0.0912032	-7.07762e+06
7.725	10373.4	9987.45	1444.77	9.91828	8.696	2.19174	45.4435	72.3682	5.61573	92.5259	6.04944	2.01648	28.9356	1.48774	10.6401	1.45618	-10.5366	0.266839	-0.90462	1.43333	0.22381	-7.8686	-0.109981	-0.109981	-0.109981	-7.06037e+06
7.75	10347.3	9962.63	1434.05	9.918	8.70211	2.23214	45.3293	71.8315	5.60177	92.5234	6.04961	2.01654	30.4234	1.4877	10.6323	1.50702	-10.5216	0.265152	-0.931135	1.50154	0.203151	-8.1511	-0.126662	-0.126662	-0.126662	-7.35894e+06
7.775	10345.8	9961.47	1422.15	9.91772	8.62806	2.27166	45.3227	71.2354	5.60112	92.5207	6.04978	2.01659	31.9112	1.48766	10.7232	1.52678	-10.6132	0.130988	-0.846443	1.50494	0.0812822	-8.18626	-0.140558	-0.140558	-0.140558	-7.99158e+06
7.8	10358.7	9974.05	1416	9.91759	8.55395	2.31031	45.3794	70.9271	5.60819	92.5195	6.04986	2.01662	33.3989	1.48764	10.816	1.54656	-10.7049	-0.0032077	-0.761431	1.5088	-0.0409368	-8.22077	-0.150963	-0.150963	-0.150963	-8.13424e+06
7.825	10522.5	10131.7	1419.2	9.91769	8.60544	2.34812	46.0969	71.0878	5.69682	92.5205	6.0498	2.0166	34.8866	1.48765	10.7514	1.51075	-10.6444	0.0773116	-0.816802	1.4642	0.0412192	-8.07794	-0.156844	-0.156844	-0.156844	-7.81777e+06
7.85	10954.6	10547.1	1443.08	9.91832	8.65746	2.38517	47.9899	72.2837	5.93039	92.5263	6.04941	2.01647	36.3743	1.48775	10.6875	1.47504	-10.584	0.157901	-0.872294	1.41997	0.123414	-7.9339	-0.157163	-0.157163	-0.157163	-7.00606e+06
7.875	11288.3	10867.1	1462.3	9.91943	8.71456	2.42157	49.4515	73.2463	6.11031	92.5367	6.04874	2.01625	37.862	1.48791	10.6186	1.31343	-10.5371	0.00725104	-0.912933	1.25273	-0.040396	-7.10519	-0.151504	-0.151504	-0.151504	-6.39263e+06
7.9	11354.4	10929.6	1466.98	9.92048	8.76875	2.45749	49.7412	73.4809	6.14547	92.5465	6.0481	2.01603	39.3498	1.48807	10.5541	1.15189	-10.4901	-0.143311	-0.953811	1.08573	-0.203733	-6.26638	-0.141496	-0.141496	-0.141496	-6.88186e+06
7.925	11400.5	10972.9	1470.87	9.92145	8.7338	2.49307	49.9431	73.6757	6.1698	92.5555	6.0475	2.01583	40.8378	1.48822	10.5974	1.26098	-10.5218	-0.0777013	-0.922609	1.19129	-0.139162	-6.83396	-0.129648	-0.129648	-0.129648	-7.20351e+06
7.95	11574.8	11139.6	1480.26	9.92241	8.698	2.52828	50.7067	74.1463	6.26353	92.5645	6.04692	2.01564	42.326	1.48836	10.6421	1.36997	-10.5535	-0.0121551	-0.891434	1.29692	-0.074575	-7.39633	-0.118	-0.118	-0.118	-7.3891e+06
7.975	11771.3	11327.3	1491.31	9.92358	8.69873	2.56313	51.5674	74.6994	6.3691	92.5754	6.04621	2.0154	43.8143	1.48854	10.6424	1.37803	-10.5527	0.0520501	-0.905037	1.31242	-0.0049774	-7.43992	-0.108051	-0.108051	-0.108051	-7.18072e+06
8	11790.7	11344.2	1494.99	9.92509	8.69946	2.59764	51.6524	74.8841	6.37862	92.5895	6.04528	2.01509	45.3027	1.48876	10.6431	1.38603	-10.5519	0.116298	-0.918173	1.3277	0.0645502	-7.48321	-0.0994409	-0.0994409	-0.0994409	-5.84824e+06
8.025	11852.6	11402	1500.21	9.92671	8.68173	2.63187	51.9238	75.1456	6.41109	92.6047	6.0443	2.01477	46.7914	1.48901	10.6666	1.35952	-10.5796	-0.0181773	-0.896494	1.29886	-0.061805	-7.32257	-0.0907515	-0.0907515	-0.0907515	-4.49855e+06
8.05	11925.7	11470.3	1504.89	9.9284	8.66272	2.66593	52.2437	75.38	6.4495	92.6204	6.04327	2.01442	48.2803	1.48926	10.6918	1.33294	-10.6073	-0.152601	-0.874599	1.27012	-0.188368	-7.1624	-0.0812473	-0.0812473	-0.0812473	-3.68044e+06
8.075	11832.2	11378.5	1498.93	9.93011	8.58223	2.69985	51.8345	75.0814	6.39788	92.6364	6.04223	2.01408	49.7694	1.48952	10.794	1.48155	-10.6911	-0.124748	-0.799654	1.42479	-0.148369	-7.88967	-0.0704789	-0.0704789	-0.0704789	-2.87128e+06
8.1	11796.7	11342.5	1495.26	9.93171	8.50188	2.73365	51.6789	74.8974	6.37764	92.6513	6.04125	2.01375	51.2588	1.48976	10.8977	1.62993	-10.7747	-0.0968329	-0.724465	1.57907	-0.108734	-8.6021	-0.0583399	-0.0583399	-0.0583399	-2.31023e+06
8.125	11870.2	11411.3	1496.98	9.93336	8.53968	2.76734	52.0009	74.9836	6.41631	92.6667	6.04025	2.01342	52.7485	1.49	10.8513	1.6262	-10.7288	-0.011902	-0.766114	1.59171	-0.0147771	-8.61895	-0.0450189	-0.0450189	-0.0450189	-1.53254e+06
8.15	12256	11779.7	1517.06	9.9354	8.57767	2.80089	53.6911	75.9896	6.6235	92.6857	6.03901	2.013	54.2384	1.49031	10.8055	1.62239	-10.6827	0.0727761	-0.807954	1.60364	0.0785702	-8.63555	-0.0302909	-0.0302909	-0.0302909	-359476
8.175	12797.1	12296.5	1544.72	9.9381	8.54678	2.83433	56.0615	77.3748	6.91404	92.7109	6.03737	2.01246	55.7285	1.49071	10.8475	1.56138	-10.7344	-0.0458459	-0.759857	1.52184	-0.0270005	-8.27595	-0.013873	-0.013873	-0.013873	873974
8.2	13073.9	12558.4	1560.34	9.94132	8.51521	2.86777	57.274	78.1573	7.06129	92.7409	6.03542	2.01181	57.2191	1.4912	10.8912	1.5005	-10.7861	-0.164566	-0.711567	1.44106	-0.133197	-7.91984	0.00403262	0.00403262	0.00403262	1.87221e+06
8.225	13292.7	12764.1	1571.64	9.94477	8.52401	2.9014	58.2325	78.7234	7.17697	92.7731	6.03332	2.01111	58.71	1.49171	10.8837	1.42595	-10.7892	-0.125592	-0.712677	1.36738	-0.0824705	-7.52887	0.0224363	0.0224363	0.0224363	2.38355e+06
8.25	13349.9	12814.5	1572.78	9.94826	8.53211	2.93532	58.483	78.7805	7.20532	92.8057	6.0312	2.0104	60.2014	1.49224	10.8772	1.35175	-10.7926	-0.0865142	-0.713276	1.29404	-0.0321814	-7.13903	0.0395704	0.0395704	0.0395704	2.40069e+06
8.275	13248.6	12713	1564.41	9.95166	8.64462	2.96957	58.0395	78.3613	7.14823	92.8374	6.02914	2.00971	61.6933	1.49275	10.7393	1.34806	-10.6537	-0.117202	-0.847077	1.30051	-0.0636257	-7.21153	0.0537636	0.0537636	0.0537636	2.48335e+06
8.3	13066.4	12534	1552.68	9.95492	8.75991	3.00414	57.2411	77.7737	7.0476	92.8678	6.02717	2.00906	63.1858	1.49324	10.6014	1.3443	-10.5148	-0.147879	-0.981098	1.30652	-0.095091	-7.28561	0.0645826	0.0645826	0.0645826	3.19754e+06
8.325	12836.3	12309.7	1538.35	9.95783	8.77693	3.03899	56.2332	77.0558	6.92148	92.895	6.02541	2.00847	64.6787	1.49367	10.584	1.32685	-10.4999	-0.114319	-1.00641	1.29538	-0.0616782	-7.20221	0.0720463	0.0720463	0.0720463	3.53097e+06
8.35	12809.7	12280.8	1534.87	9.96054	8.79376	3.07409	56.1166	76.8817	6.90525	92.9202	6.02377	2.00792	66.1721	1.49408	10.5666	1.30942	-10.4849	-0.0807408	-1.03122	1.284	-0.0283151	-7.11862	0.0757122	0.0757122	0.0757122	3.35232e+06
8.375	12740.2	12210.9	1527.46	9.96322	8.79382	3.10932	55.8121	76.5105	6.86593	92.9452	6.02215	2.00738	67.666	1.49448	10.5694	1.32581	-10.4837	-0.216819	-1.02113	1.30263	-0.167582	-7.20762	0.0755266	0.0755266	0.0755266	3.20772e+06
8.4	12620.6	12093.2	1515.57	9.96578	8.79232	3.14465	55.2881	75.9146	6.79972	92.9691	6.0206	2.00687	69.1603	1.49487	10.5739	1.34207	-10.4824	-0.352892	-1.01151	1.32106	-0.306763	-7.29593	0.0718038	0.0718038	0.0718038	2.89105e+06
8.425	12574.4	12045.8	1504.52	9.96833	8.83482	3.18006	55.0856	75.3612	6.77309	92.9929	6.01906	2.00635	70.6549	1.49525	10.5257	1.28374	-10.4422	-0.322534	-1.05284	1.26058	-0.28438	-7.00864	0.0654447	0.0654447	0.0654447	3.00913e+06
8.45	12438.2	11912.2	1488.87	9.97091	8.87742	3.21553	54.489	74.5773	6.698	93.017	6.0175	2.00583	72.15	1.49564	10.4779	1.22524	-10.4019	-0.292233	-1.09399	1.2001	-0.261674	-6.71786	0.0585106	0.0585106	0.0585106	3.72044e+06
8.475	12295	11772.2	1472.22	9.97338	8.8765	3.25105	53.862	73.7436	6.61928	93.04	6.01602	2.00534	73.6454	1.49601	10.4816	1.21025	-10.4086	-0.243719	-1.09502	1.20008	-0.218656	-6.6322	0.0531631	0.0531631	0.0531631	4.34569e+06
8.5	12226.6	11704	1463.95	9.97565	8.87517	3.28664	53.5621	73.3293	6.58093	93.0612	6.01465	2.00488	75.1413	1.49635	10.4856	1.19534	-10.4154	-0.195218	-1.09554	1.19933	-0.175379	-6.54703	0.0502075	0.0502075	0.0502075	4.17615e+06
8.525	12107.8	11587.9	1455.85	9.97772	8.79603	3.32225	53.0416	72.9232	6.51562	93.0805	6.0134	2.00447	76.6374	1.49666	10.5821	1.28317	-10.5013	-0.238259	-1.01369	1.29264	-0.235562	-6.96653	0.0489635	0.0489635	0.0489635	3.44036e+06
8.55	12046	11526.7	1452.35	9.97955	8.71739	3.35784	52.771	72.748	6.4812	93.0976	6.0123	2.0041	78.1339	1.49693	10.6795	1.37118	-10.5874	-0.281286	-0.931387	1.38582	-0.294801	-7.37933	0.0477174	0.0477174	0.0477174	2.19641e+06
8.575	12144.6	11618.9	1456.45	9.98136	8.73487	3.39336	53.2028	72.9532	6.53304	93.1145	6.0112	2.00373	79.6307	1.4972	10.6601	1.41949	-10.5587	-0.368386	-0.953783	1.43179	-0.37434	-7.65677	0.0446773	0.0446773	0.0446773	1.19711e+06
8.6	12150.6	11622.4	1451.88	9.98334	8.75174	3.42877	53.2294	72.7244	6.53501	93.1329	6.01001	2.00334	81.1278	1.4975	10.6416	1.46777	-10.5301	-0.455429	-0.976398	1.47785	-0.454242	-7.93524	0.0397242	0.0397242	0.0397242	1.32887e+06
8.625	12132.8	11602.9	1444.46	9.98537	8.68444	3.46406	53.1511	72.3528	6.52408	93.1518	6.00879	2.00293	82.6252	1.49781	10.7263	1.47104	-10.6219	-0.256279	-0.87743	1.48554	-0.26027	-7.88487	0.0342072	0.0342072	0.0342072	1.93273e+06
8.65	12133.2	11600.9	1441.38	9.98748	8.61522	3.49929	53.1529	72.1984	6.52292	93.1716	6.00752	2.00251	84.1228	1.49812	10.8148	1.47434	-10.7136	-0.0572241	-0.77879	1.49296	-0.0660835	-7.83547	0.0300562	0.0300562	0.0300562	2.90675e+06
8.675	12215.1	11676.7	1442.9	9.98962	8.61047	3.53447	53.5116	72.2745	6.56553	93.1915	6.00624	2.00208	85.6208	1.49844	10.823	1.56617	-10.7088	0.0863328	-0.783066	1.58059	0.0784944	-8.32057	0.0283485	0.0283485	0.0283485	2.9446e+06
8.7	12391.2	11842.3	1449.52	9.99184	8.60352	3.56963	54.283	72.6064	6.6587	93.2122	6.0049	2.00163	87.1191	1.49878	10.8342	1.65817	-10.7041	0.229901	-0.787185	1.66863	0.223029	-8.80571	0.0279848	0.0279848	0.0279848	1.87686e+06
