time,x_t,phi_shaft,q_b0_m0,q_b0_m1,q_b0_m2,q_b1_m0,q_b1_m1,q_b1_m2,q_b2_m0,q_b2_m1,q_b2_m2
0.0,0.0001454559158262873,0.06115681436998792,0.03891456131905395,0.009083038884202078,0.041203956571447944,0.06795483001571387,-0.017269684873664315,0.002315087115719339,0.0782298817449269,0.020487960781031253,-0.0064592961355917885
0.06,0.0007234316649620104,0.12218955615265596,0.19891731413233052,0.04171742579528801,0.18643152178755723,0.34287548477007573,-0.08512903912891778,0.006546385571316487,0.3907779783259837,0.09925976462481083,-0.030220779699273163
0.12,0.0018915619198343317,0.18307517878497034,0.5191159300274706,0.09488286761974786,0.4001553488841694,0.8846893367682117,-0.21548147358465713,-0.00875702442318071,0.997388210377866,0.24453693219289122,-0.07848611537446462
0.18,0.003852343105831583,0.243849496017643,0.9733715689795831,0.15075078233959083,0.5577548394815836,1.6448485471541858,-0.3957901562828965,-0.08436091549398103,1.8367282295716012,0.4343861138637077,-0.16091898094908524
0.24,0.0073215241209517844,0.3045594666909227,1.5126567781497957,0.19081903512515816,0.5569420682714857,2.537399067812533,-0.605196590642143,-0.24482116946979612,2.8128024736053305,0.6418518071418303,-0.2807636310348347
0.3,0.013706089724479929,0.36525869643487435,2.0852245872794377,0.19817139635330663,0.38070366881335654,3.465841476373515,-0.8171094604691249,-0.4675046910761653,3.8203438794804954,0.838898471617463,-0.4170998199026326
0.36,0.02493263094982271,0.4260003233576182,2.6467847893859893,0.15983329319005052,0.10719779740874978,4.342535327081347,-1.0040130747473484,-0.684141497708015,4.761313871018274,0.999360228209817,-0.5284389594288071
0.42,0.04297112957347661,0.48682682853612386,3.162632277295696,0.06987299718968806,-0.1334006516637483,5.100377303254047,-1.1412512816103786,-0.8122091883041871,5.556112233423123,1.1022461423535694,-0.5715267781756067
0.48,0.06925130208728629,0.5477599852215492,3.605149400949978,-0.06808709811849642,-0.22933501386242333,5.697949996091572,-1.2091922780235926,-0.7976851716300464,6.151044456024918,1.1350782408672386,-0.5232470751560181
0.54,0.10424047299800202,0.6087957444358361,3.951607868702182,-0.2403628646601226,-0.14532933203236242,6.120312340421125,-1.1947226547470549,-0.6447339945617941,6.522450512085834,1.0960841929386766,-0.3930700156302657
0.6,0.1473768781471118,0.669907091297925,4.185926703329834,-0.42528041672363115,0.06313346901679513,6.377284119057586,-1.0928770313941134,-0.41553702662705816,6.67719545079358,0.9943281645117912,-0.21916822673707492
0.6599999999999999,0.19737445516057694,0.731054695893767,4.304156428951857,-0.5977461823582033,0.28493686159856285,6.4998127716977665,-0.908542224507981,-0.20039151926650056,6.649030436425828,0.8476366662773558,-0.05041485743103191
0.72,0.25272965463605646,0.7922016423541578,4.319922881677615,-0.73509835693426,0.41573721003819625,6.534028115027303,-0.6574475049283306,-0.07464276857434986,6.490721069973308,0.6789334545081536,0.07555146490569173
0.78,0.31217561806015315,0.8533266193112061,4.265190587303226,-0.8219867374168057,0.4115355260070153,6.5328264266160385,-0.36559531695636904,-0.06548772889512088,6.262982877324153,0.511958763304323,0.14625504453167054
