time,x_t,phi_shaft,q_b0_m0,q_b0_m1,q_b0_m2,q_b1_m0,q_b1_m1,q_b1_m2,q_b2_m0,q_b2_m1,q_b2_m2
0.0,0.0001360195699790019,0.0611564997969108,0.03396439158014578,0.008538541892618986,0.0391887475463857,0.06696863837957266,-0.01730094984370679,0.0011435592984191415,0.07776107351644006,0.020427552567252587,-0.006320554803240468
0.06,0.0006804223654621638,0.12218767937991093,0.17280086672978281,0.039190780678559946,0.1777976456225078,0.3383246821002216,-0.08516214932949491,0.0016387068392338792,0.3878263262581524,0.09896566344477313,-0.02964351879972714
0.12,0.001792877914826858,0.18306897616228046,0.44962966186942815,0.08912754998732428,0.3850035709150772,0.8750960801276803,-0.2151601987054862,-0.017543787170702367,0.9881712925039714,0.24390646758830317,-0.07688125734567527
0.18,0.0036748180640342456,0.24383398041871365,0.8434071111572217,0.14161234181558943,0.5480238912718938,1.632746888984181,-0.39447186242155147,-0.09223808121162888,1.8171201337426317,0.4336590510850531,-0.1565393224093558
0.24,0.006996027539118419,0.3045269311148167,1.3161457032011075,0.17902287261376873,0.5732485092249814,2.529211240314958,-0.6023745940323899,-0.24452808590474268,2.7800357324301053,0.641645862035452,-0.27069613446016394
0.3,0.013059222968995083,0.36519862769482847,1.82789033446598,0.1850255507577516,0.4407338455499473,3.4704857708400767,-0.8126629105926173,-0.4533860016557931,3.7739412971312327,0.840065476426373,-0.39913846100866757
0.36,0.023643993352793068,0.4258994424155715,2.343043589473532,0.14706968495175293,0.21317310218655353,4.369757193679501,-0.9980764881292024,-0.6557996165823434,4.7028310544319645,1.0028417117166388,-0.5032994956426232
0.42,0.04057837855756252,0.48666971721048874,2.8298510948122786,0.05929175253888204,-0.0003633868343728974,5.158208520735594,-1.1339195823224324,-0.7767556808655124,5.487266415266196,1.108986068097687,-0.5442632314881373
0.48,0.06522083195854989,0.5475306643481187,3.257954169495171,-0.07511068221988759,-0.10335409490443596,5.790145393305718,-1.2003928645308166,-0.7681737832413341,6.071917276146292,1.1458292641172576,-0.5019848280756105
0.54,0.0980853877613656,0.6084797872988102,3.5999232864243096,-0.2432364547494904,-0.05930957326266619,6.245831927950247,-1.1844897481876984,-0.6332839937648731,6.431128197815776,1.1109774945361055,-0.38464466492399774
0.6,0.13876767401155046,0.6694933850447857,3.8363306507356385,-0.42448002705205196,0.09556975738293778,6.532189252119603,-1.0817511604408703,-0.4249430747558604,6.570593597010125,1.0124624271474598,-0.22418234444880006
0.6599999999999999,0.18617915404855284,0.7305358285793674,3.9609873087253114,-0.5948850348427892,0.27692380376664844,6.679097543647371,-0.897595144826401,-0.22144205751060123,6.524695442574153,0.867017630971201,-0.06052134039310717
0.72,0.23895673572597506,0.7915724777159201,3.984521995183073,-0.7324149160017506,0.39836453653460463,6.731117928814835,-0.647952562146458,-0.09178535907117574,6.347518904622252,0.6968732084515086,0.07434710899455221
0.78,0.295854547712947,0.8525815980708695,3.934183177332044,-0.8214507744354181,0.41413069971507305,6.737962069235389,-0.3586306233690563,-0.06613897865887419,6.1003103669858065,0.5257890291960376,0.16544766032563976
0.84,0.3559581512148686,0.9135614070740792,3.8493228820428333,-0.8553273542714739,0.33759884851837985,6.745851053468755,-0.06294515594559598,-0.12644213424302558,5.840283440100459,0.375114821165946,0.21592620208821944
0.8999999999999999,0.41866187021459084,0.9745306470559727,3.7735506698774386,-0.8368132016043968,0.22795391545592017,6.7901755863285915,0.20223468015619994,-0.22183683328533882,5.61150946853186,0.2605600364121341,0.23957091301208872
0.96,0.48347654797475303,1.0355232331087212,3.7447134322233544,-0.777163913271927,0.15277941131403158,6.890274815188812,0.40151076983263556,-0.2988429922166342,5.439378929595146,0.19038038551927772,0.24962441165029586
1.02,0.5498188286386005,1.09657900492283,3.785827924555597,-0.6940523805241098,0.14829138974240497,7.046979724340635,0.5064974253954986,-0.3289080252118318,5.330434062962132,0.16546718977763059,0.25124565643706376
1.08,0.6169244368149311,1.1577333412465514,3.900557832605548,-0.6083070039745796,0.20074934560464167,7.2441302676118235,0.5013402475257746,-0.319024894946072,5.277667887949306,0.18108305997831176,0.2426141888650588
