Min	-359.44 [0.025s]	-499.223 [0.025s]	0 [0s]	6.87549 [0s]	0 [0s]	0 [0s]	-4.59731 [0.025s]	0 [0s]	-0.573406 [0.025s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	0 [0s]	1.03132 [0s]	0 [0s]	-1.81202 [89.4s]	-11.6796 [64.4s]	-1.35953 [100.45s]	-3.5605 [94s]	-1.81202 [89.4s]	-1.35953 [100.45s]	-20.6694 [19.75s]	0 [0s]	0 [0s]	0 [0s]	-8.49684e+06 [22.525s]
Max	8064.3 [152.1s]	11200.4 [152.1s]	1129.08 [152.1s]	6.87549 [0s]	14.0975 [98.15s]	0 [0s]	103.144 [152.1s]	115.529 [152.1s]	12.8648 [152.1s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	359.945 [139.65s]	1.03132 [0s]	11.6831 [64.4s]	2.71641 [19.7s]	0 [0s]	1.40251 [2.6s]	3.67959 [64.4s]	2.71641 [19.7s]	1.40251 [2.6s]	20.8978 [98.5s]	0 [0s]	0 [0s]	0 [0s]	9.91358e+06 [94.225s]
Mean	4365.03	6062.54	863.159	6.87549	8.04247	0	55.8295	88.3197	6.96342	64.1403	8.72665	2.90888	178.895	1.03132	8.23651	0.0970565	-8.18269	-0.0758947	0.183566	0.0970565	-0.0758947	-0.43281	0	0	0	703851
Standard deviation	1188.5	1650.69	101.359	nan	1.54915	0	15.2011	10.3712	1.89598	2.78175e-05	3.3637e-06	nan	104.32	nan	1.41612	0.796584	1.42954	0.442609	1.42697	0.796584	0.442609	5.91772	0	0	0	2.90827e+06
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
41.15	3868.78	5373.31	822.605	6.87549	8.40325	0	49.4824	84.1702	6.17177	64.1403	8.72665	2.90888	256.528	1.03132	7.63281	0.301345	-7.62496	0.169856	-0.375037	0.301345	0.169856	-2.2632	0	0	0	-3.56662e+06
41.175	3856.78	5356.64	818.902	6.87549	8.43208	0	49.3289	83.7912	6.15262	64.1403	8.72665	2.90888	257.559	1.03132	7.60671	0.249736	-7.60215	0.0829975	-0.397846	0.249736	0.0829975	-1.88153	0	0	0	-3.53846e+06
41.2	3845.99	5341.66	818.619	6.87549	8.45963	0	49.1909	83.7623	6.13542	64.1403	8.72665	2.90888	258.591	1.03132	7.58193	0.198129	-7.57934	-0.0038634	-0.420657	0.198129	-0.0038634	-1.49741	0	0	0	-3.53909e+06
41.225	3859.34	5360.19	820.961	6.87549	8.49545	0	49.3616	84.0019	6.1567	64.1403	8.72665	2.90888	259.622	1.03132	7.54996	0.316496	-7.54319	-0.0443392	-0.456807	0.316496	-0.0443392	-2.4026	0	0	0	-3.57041e+06
41.25	3883.71	5394.04	823.856	6.87549	8.52918	0	49.6734	84.2982	6.19559	64.1403	8.72665	2.90888	260.653	1.03132	7.52011	0.434868	-7.50704	-0.0848138	-0.492957	0.434868	-0.0848138	-3.31532	0	0	0	-3.39087e+06
41.275	3931.41	5460.29	828.041	6.87549	8.46766	0	50.2834	84.7264	6.27167	64.1403	8.72665	2.90888	261.685	1.03132	7.57474	0.396978	-7.56407	-0.0631001	-0.435931	0.396978	-0.0631001	-3.00425	0	0	0	-3.07826e+06
41.3	4016.91	5579.04	836.182	6.87549	8.4067	0	51.377	85.5594	6.40807	64.1403	8.72665	2.90888	262.716	1.03132	7.62966	0.359085	-7.6211	-0.0413848	-0.378903	0.359085	-0.0413848	-2.69762	0	0	0	-2.73213e+06
41.325	4078.34	5664.37	841.567	6.87549	8.33625	0	52.1627	86.1104	6.50608	64.1403	8.72665	2.90888	263.747	1.03132	7.69414	0.356738	-7.68431	-0.154733	-0.315688	0.356738	-0.154733	-2.658	0	0	0	-2.59185e+06
41.35	4076.83	5662.27	840.653	6.87549	8.26523	0	52.1434	86.0168	6.50367	64.1403	8.72665	2.90888	264.779	1.03132	7.76026	0.354392	-7.74753	-0.268084	-0.252474	0.354392	-0.268084	-2.61903	0	0	0	-2.87317e+06
41.375	4086.52	5675.72	840.68	6.87549	8.32056	0	52.2673	86.0196	6.51912	64.1403	8.72665	2.90888	265.81	1.03132	7.70865	0.369549	-7.69514	-0.267519	-0.304859	0.369549	-0.267519	-2.74944	0	0	0	-3.27434e+06
41.4	4095.46	5688.13	839.945	6.87549	8.3766	0	52.3816	85.9444	6.53338	64.1403	8.72665	2.90888	266.841	1.03132	7.65708	0.384707	-7.64275	-0.26695	-0.357248	0.384707	-0.26695	-2.88162	0	0	0	-3.64838e+06
41.425	4057.47	5635.38	835.659	6.87549	8.28021	0	51.8958	85.5058	6.47278	64.1403	8.72665	2.90888	267.873	1.03132	7.74622	0.533029	-7.72684	-0.12552	-0.273159	0.533029	-0.12552	-3.94624	0	0	0	-4.06093e+06
41.45	3985.24	5535.06	831.314	6.87549	8.18053	0	50.972	85.0612	6.35756	64.1403	8.72665	2.90888	268.904	1.03132	7.84061	0.681355	-7.81093	0.0159131	-0.189066	0.681355	0.0159131	-4.98534	0	0	0	-3.90581e+06
41.475	3919.88	5444.28	827.472	6.87549	8.14316	0	50.136	84.6681	6.25328	64.1403	8.72665	2.90888	269.935	1.03132	7.87659	0.654473	-7.84902	-0.072534	-0.150982	0.654473	-0.072534	-4.76645	0	0	0	-3.64652e+06
41.5	3834.05	5325.07	821.611	6.87549	8.10501	0	49.0382	84.0684	6.11636	64.1403	8.72665	2.90888	270.967	1.03132	7.91367	0.627587	-7.8871	-0.160987	-0.112898	0.627587	-0.160987	-4.54951	0	0	0	-3.3257e+06
41.525	3767.3	5232.36	817.438	6.87549	8.27115	0	48.1844	83.6414	6.00988	64.1403	8.72665	2.90888	271.998	1.03132	7.7547	0.584821	-7.73033	-0.188274	-0.269674	0.584821	-0.188274	-4.32635	0	0	0	-2.958e+06
41.55	3730.14	5180.75	815.9	6.87549	8.44399	0	47.7092	83.484	5.9506	64.1403	8.72665	2.90888	273.029	1.03132	7.59598	0.542056	-7.57355	-0.215561	-0.426453	0.542056	-0.215561	-4.09381	0	0	0	-2.74728e+06
41.575	3742.34	5197.7	817.116	6.87549	8.50465	0	47.8652	83.6085	5.97006	64.1403	8.72665	2.90888	274.061	1.03132	7.5418	0.576339	-7.51439	-0.283661	-0.485611	0.576339	-0.283661	-4.38589	0	0	0	-2.65451e+06
41.6	3794.17	5269.68	820.859	6.87549	8.56522	0	48.5281	83.9914	6.05274	64.1403	8.72665	2.90888	275.092	1.03132	7.48847	0.610623	-7.45523	-0.351763	-0.544766	0.610623	-0.351763	-4.68238	0	0	0	-2.62121e+06
41.625	3860.62	5361.97	825.748	6.87549	8.65568	0	49.378	84.4917	6.15874	64.1403	8.72665	2.90888	276.123	1.03132	7.4102	0.552342	-7.38293	-0.313565	-0.617066	0.552342	-0.313565	-4.27852	0	0	0	-2.62697e+06
41.65	3911.45	5432.57	830.572	6.87549	8.74743	0	50.0282	84.9853	6.23984	64.1403	8.72665	2.90888	277.155	1.03132	7.33248	0.494058	-7.31063	-0.275364	-0.689366	0.494058	-0.275364	-3.86621	0	0	0	-2.75751e+06
41.675	3933.69	5463.46	833.637	6.87549	8.7839	0	50.3126	85.299	6.27531	64.1403	8.72665	2.90888	278.186	1.03132	7.30203	0.578322	-7.2741	-0.269679	-0.725904	0.578322	-0.269679	-4.5457	0	0	0	-3.03999e+06
41.7	3999.04	5554.23	841.408	6.87549	8.81943	0	51.1485	86.094	6.37957	64.1403	8.72665	2.90888	279.217	1.03132	7.27262	0.66259	-7.23756	-0.263994	-0.762441	0.66259	-0.263994	-5.23078	0	0	0	-3.35411e+06
41.725	4049.41	5624.17	848.288	6.87549	8.79438	0	51.7926	86.7981	6.45991	64.1403	8.72665	2.90888	280.248	1.03132	7.29334	0.663494	-7.26134	-0.159741	-0.738664	0.663494	-0.159741	-5.22082	0	0	0	-3.47837e+06
41.75	4074.87	5659.54	850.943	6.87549	8.76766	0	52.1183	87.0698	6.50054	64.1403	8.72665	2.90888	281.28	1.03132	7.31556	0.664397	-7.28511	-0.0554847	-0.714886	0.664397	-0.0554847	-5.21092	0	0	0	-3.42247e+06
41.775	4120.37	5722.73	853.435	6.87549	8.75752	0	52.7002	87.3247	6.57312	64.1403	8.72665	2.90888	282.311	1.03132	7.32403	0.649059	-7.29517	-0.0263776	-0.704834	0.649059	-0.0263776	-5.08428	0	0	0	-3.38636e+06
41.8	4228.42	5872.8	860.811	6.87549	8.74722	0	54.0822	88.0795	6.74549	64.1403	8.72665	2.90888	283.342	1.03132	7.33266	0.633721	-7.30522	0.0027276	-0.694781	0.633721	0.0027276	-4.95795	0	0	0	-3.30515e+06
41.825	4339.54	6027.14	868.02	6.87549	8.78864	0	55.5035	88.8171	6.92276	64.1403	8.72665	2.90888	284.374	1.03132	7.2981	0.531231	-7.27874	-0.00693531	-0.721265	0.531231	-0.00693531	-4.17427	0	0	0	-3.14807e+06
41.85	4356.87	6051.21	868.66	6.87549	8.82876	0	55.7252	88.8825	6.95041	64.1403	8.72665	2.90888	285.405	1.03132	7.26493	0.428738	-7.25225	-0.0165992	-0.747749	0.428738	-0.0165992	-3.38327	0	0	0	-3.09595e+06
41.875	4345.86	6035.92	868.012	6.87549	8.7459	0	55.5844	88.8163	6.93284	64.1403	8.72665	2.90888	286.436	1.03132	7.33376	0.479259	-7.31701	-0.125287	-0.68299	0.479259	-0.125287	-3.74748	0	0	0	-3.117e+06
41.9	4398.11	6108.49	873.946	6.87549	8.6624	0	56.2527	89.4234	7.0162	64.1403	8.72665	2.90888	287.468	1.03132	7.40445	0.529783	-7.38177	-0.233976	-0.618229	0.529783	-0.233976	-4.10503	0	0	0	-3.20917e+06
41.925	4476.17	6216.91	880.756	6.87549	8.68442	0	57.251	90.1202	7.14072	64.1403	8.72665	2.90888	288.499	1.03132	7.38568	0.610622	-7.34949	-0.400534	-0.650511	0.610622	-0.400534	-4.74943	0	0	0	-3.36003e+06
41.95	4541	6306.94	885.579	6.87549	8.70095	0	58.0802	90.6137	7.24414	64.1403	8.72665	2.90888	289.53	1.03132	7.37165	0.691461	-7.31721	-0.567094	-0.682795	0.691461	-0.567094	-5.39831	0	0	0	-3.37298e+06
41.975	4587.4	6371.38	887.231	6.87549	8.73771	0	58.6736	90.7827	7.31815	64.1403	8.72665	2.90888	290.562	1.03132	7.34063	0.646353	-7.28608	-0.616553	-0.713919	0.646353	-0.616553	-5.06948	0	0	0	-3.27519e+06
42	4530.99	6293.05	879.884	6.87549	8.77405	0	57.9522	90.031	7.22818	64.1403	8.72665	2.90888	291.593	1.03132	7.31023	0.601242	-7.25496	-0.666009	-0.745043	0.601242	-0.666009	-4.73746	0	0	0	-3.10128e+06
42.025	4448.58	6178.58	870.803	6.87549	8.79328	0	56.8981	89.1018	7.0967	64.1403	8.72665	2.90888	292.624	1.03132	7.29424	0.745413	-7.21919	-0.730472	-0.780806	0.745413	-0.730472	-5.89514	0	0	0	-2.71202e+06
42.05	4380.29	6083.74	863.447	6.87549	8.80828	0	56.0247	88.3491	6.98777	64.1403	8.72665	2.90888	293.656	1.03132	7.28182	0.889588	-7.18343	-0.794936	-0.81657	0.889588	-0.794936	-7.0595	0	0	0	-2.36554e+06
42.075	4356.05	6050.06	860.214	6.87549	8.79439	0	55.7146	88.0183	6.94909	64.1403	8.72665	2.90888	294.687	1.03132	7.29333	0.873713	-7.20179	-0.750599	-0.798206	0.873713	-0.750599	-6.91725	0	0	0	-2.00542e+06
42.1	4320.84	6001.17	855.736	6.87549	8.78014	0	55.2643	87.5602	6.89292	64.1403	8.72665	2.90888	295.718	1.03132	7.30516	0.857833	-7.22016	-0.706259	-0.779841	0.857833	-0.706259	-6.7756	0	0	0	-1.73262e+06
42.125	4285.92	5952.66	851.707	6.87549	8.67226	0	54.8176	87.1479	6.83721	64.1403	8.72665	2.90888	296.75	1.03132	7.39604	0.862164	-7.31914	-0.623151	-0.680865	0.862164	-0.623151	-6.71824	0	0	0	-1.5403e+06
42.15	4299.04	5970.89	852.066	6.87549	8.56569	0	54.9855	87.1847	6.85815	64.1403	8.72665	2.90888	297.781	1.03132	7.48805	0.866494	-7.41811	-0.540041	-0.581886	0.866494	-0.540041	-6.66241	0	0	0	-1.41529e+06
42.175	4240.19	5889.15	848.554	6.87549	8.62477	0	54.2327	86.8253	6.76426	64.1403	8.72665	2.90888	298.812	1.03132	7.43676	0.823911	-7.37636	-0.464549	-0.623639	0.823911	-0.464549	-6.3733	0	0	0	-1.35851e+06
42.2	4122.58	5725.81	841.126	6.87549	8.68362	0	52.7286	86.0652	6.57665	64.1403	8.72665	2.90888	299.844	1.03132	7.38636	0.781326	-7.3346	-0.389058	-0.665396	0.781326	-0.389058	-6.08056	0	0	0	-1.42227e+06
42.225	4010.19	5569.7	833.204	6.87549	8.64891	0	51.291	85.2546	6.39735	64.1403	8.72665	2.90888	300.875	1.03132	7.416	0.801714	-7.36592	-0.312315	-0.63408	0.801714	-0.312315	-6.21168	0	0	0	-1.39239e+06
42.25	3980.22	5528.09	831.655	6.87549	8.61348	0	50.9077	85.0961	6.34955	64.1403	8.72665	2.90888	301.906	1.03132	7.44651	0.822105	-7.39724	-0.235573	-0.602763	0.822105	-0.235573	-6.34164	0	0	0	-1.35486e+06
42.275	3987.78	5538.59	833.527	6.87549	8.58132	0	51.0044	85.2877	6.36161	64.1403	8.72665	2.90888	302.938	1.03132	7.47442	0.727735	-7.43648	-0.189868	-0.56352	0.727735	-0.189868	-5.58918	0	0	0	-1.28351e+06
42.3	3941.8	5474.73	831.196	6.87549	8.54761	0	50.4164	85.0492	6.28826	64.1403	8.72665	2.90888	303.969	1.03132	7.50389	0.633362	-7.47572	-0.144163	-0.524277	0.633362	-0.144163	-4.84268	0	0	0	-1.31439e+06
42.325	3871.71	5377.37	826.935	6.87549	8.5161	0	49.5198	84.6132	6.17643	64.1403	8.72665	2.90888	305	1.03132	7.53166	0.614594	-7.50569	-0.113238	-0.494312	0.614594	-0.113238	-4.68115	0	0	0	-1.36818e+06
42.35	3784.67	5256.48	823.227	6.87549	8.4846	0	48.4066	84.2338	6.03758	64.1403	8.72665	2.90888	306.032	1.03132	7.55962	0.595828	-7.53565	-0.0823142	-0.464348	0.595828	-0.0823142	-4.52085	0	0	0	-1.19895e+06
42.375	3725.71	5174.6	820.756	6.87549	8.47358	0	47.6526	83.9809	5.94354	64.1403	8.72665	2.90888	307.063	1.03132	7.56945	0.492435	-7.55266	-0.106643	-0.447336	0.492435	-0.106643	-3.73042	0	0	0	-972191
42.4	3680.38	5111.64	817.741	6.87549	8.46089	0	47.0727	83.6725	5.87121	64.1403	8.72665	2.90888	308.094	1.03132	7.5808	0.389041	-7.56968	-0.130973	-0.430324	0.389041	-0.130973	-2.94211	0	0	0	-684478
42.425	3678.44	5108.94	817.58	6.87549	8.44011	0	47.0479	83.656	5.86811	64.1403	8.72665	2.90888	309.126	1.03132	7.59946	0.310186	-7.59133	-0.165422	-0.408673	0.310186	-0.165422	-2.33983	0	0	0	-401574
42.45	3672.35	5100.48	816.095	6.87549	8.41834	0	46.97	83.504	5.8584	64.1403	8.72665	2.90888	310.157	1.03132	7.61911	0.231331	-7.61298	-0.19987	-0.387021	0.231331	-0.19987	-1.74048	0	0	0	-411572
42.475	3691.82	5127.53	816.193	6.87549	8.40862	0	47.2191	83.514	5.88947	64.1403	8.72665	2.90888	311.188	1.03132	7.62793	0.164566	-7.62535	-0.110739	-0.374649	0.164566	-0.110739	-1.23634	0	0	0	-553595
42.5	3685.11	5118.21	814.064	6.87549	8.39711	0	47.1332	83.2962	5.87876	64.1403	8.72665	2.90888	312.22	1.03132	7.63838	0.0978018	-7.63772	-0.0216037	-0.362276	0.0978018	-0.0216037	-0.733638	0	0	0	-746371
42.525	3649.74	5069.09	808.836	6.87549	8.3896	0	46.6809	82.7613	5.82234	64.1403	8.72665	2.90888	313.251	1.03132	7.64522	0.108085	-7.64352	0.119374	-0.356477	0.108085	0.119374	-0.810152	0	0	0	-1.08411e+06
42.55	3656.28	5078.17	808.273	6.87549	8.37925	0	46.7645	82.7036	5.83277	64.1403	8.72665	2.90888	314.282	1.03132	7.65467	0.118371	-7.64932	0.260352	-0.350677	0.118371	0.260352	-0.886561	0	0	0	-1.30383e+06
42.575	3642.82	5059.47	806.85	6.87549	8.38449	0	46.5923	82.5581	5.81129	64.1403	8.72665	2.90888	315.314	1.03132	7.64988	0.141467	-7.64526	0.224885	-0.354737	0.141467	0.224885	-1.06007	0	0	0	-1.51437e+06
42.6	3580.46	4972.87	801.644	6.87549	8.38949	0	45.7948	82.0253	5.71182	64.1403	8.72665	2.90888	316.345	1.03132	7.64532	0.164564	-7.6412	0.189413	-0.358796	0.164564	0.189413	-1.23376	0	0	0	-1.95242e+06
42.625	3575.22	4965.59	801.234	6.87549	8.29641	0	45.7277	81.9835	5.70346	64.1403	8.72665	2.90888	317.376	1.03132	7.73109	0.115846	-7.72897	0.139388	-0.271033	0.115846	0.139388	-0.858716	0	0	0	-2.30518e+06
42.65	3598.27	4997.59	803.205	6.87549	8.20468	0	46.0225	82.1851	5.74022	64.1403	8.72665	2.90888	318.407	1.03132	7.81753	0.0671259	-7.81673	0.0893636	-0.183267	0.0671259	0.0893636	-0.492013	0	0	0	-2.34524e+06
42.675	3608.88	5012.34	803.788	6.87549	8.11657	0	46.1582	82.2448	5.75716	64.1403	8.72665	2.90888	319.439	1.03132	7.90239	0.0220147	-7.90102	0.145525	-0.0989807	0.0220147	0.145525	-0.159643	0	0	0	-2.4813e+06
42.7	3649.11	5068.21	807.371	6.87549	8.0297	0	46.6728	82.6113	5.82134	64.1403	8.72665	2.90888	320.47	1.03132	7.98789	-0.0230964	-7.98531	0.201689	-0.0146946	-0.0230964	0.201689	0.16572	0	0	0	-2.72013e+06
42.725	3659.98	5083.3	808.717	6.87549	7.99727	0	46.8118	82.749	5.83867	64.1403	8.72665	2.90888	321.501	1.03132	8.02028	-0.0353675	-8.01643	0.245802	0.0164308	-0.0353675	0.245802	0.252781	0	0	0	-2.95933e+06
42.75	3681.3	5112.91	810.585	6.87549	7.96486	0	47.0844	82.9402	5.87268	64.1403	8.72665	2.90888	322.533	1.03132	8.05292	-0.0476378	-8.04755	0.289915	0.0475548	-0.0476378	0.289915	0.339161	0	0	0	-3.31065e+06
42.775	3699.43	5138.09	810.784	6.87549	7.91028	0	47.3163	82.9606	5.9016	64.1403	8.72665	2.90888	323.564	1.03132	8.10848	-0.0891393	-8.09936	0.373932	0.0993632	-0.0891393	0.373932	0.630556	0	0	0	-3.55526e+06
42.8	3710.56	5153.56	809.802	6.87549	7.85545	0	47.4588	82.8601	5.91937	64.1403	8.72665	2.90888	324.595	1.03132	8.16507	-0.130642	-8.15117	0.457951	0.151172	-0.130642	0.457951	0.91822	0	0	0	-3.50636e+06
42.825	3753.05	5212.58	810.823	6.87549	7.88769	0	48.0022	82.9645	5.98715	64.1403	8.72665	2.90888	325.627	1.03132	8.1317	-0.212021	-8.11599	0.458635	0.115991	-0.212021	0.458635	1.49645	0	0	0	-3.424e+06
42.85	3825.07	5312.59	816.525	6.87549	7.91937	0	48.9233	83.548	6.10203	64.1403	8.72665	2.90888	326.658	1.03132	8.09917	-0.293402	-8.08081	0.459317	0.0808069	-0.293402	0.459317	2.07941	0	0	0	-3.55876e+06
42.875	3889.08	5401.51	822.576	6.87549	7.91287	0	49.7421	84.1672	6.20416	64.1403	8.72665	2.90888	327.689	1.03132	8.10583	-0.22646	-8.09318	0.391899	0.093178	-0.22646	0.391899	1.60281	0	0	0	-3.68101e+06
42.9	3818.13	5302.95	816.435	6.87549	7.90528	0	48.8345	83.5388	6.09096	64.1403	8.72665	2.90888	328.721	1.03132	8.11361	-0.159515	-8.10555	0.32448	0.10555	-0.159515	0.32448	1.12742	0	0	0	-3.64511e+06
42.925	3745.81	5202.51	811.773	6.87549	7.76553	0	47.9096	83.0618	5.97559	64.1403	8.72665	2.90888	329.752	1.03132	8.25962	-0.111517	-8.25672	0.188278	0.256721	-0.111517	0.188278	0.7738	0	0	0	-3.63159e+06
42.95	3685.79	5119.15	809.131	6.87549	7.62822	0	47.1419	82.7915	5.87985	64.1403	8.72665	2.90888	330.783	1.03132	8.4083	-0.0635185	-8.40789	0.0520746	0.407894	-0.0635185	0.0520746	0.43284	0	0	0	-3.38365e+06
42.975	3666.49	5092.34	808.779	6.87549	7.60451	0	46.895	82.7554	5.84905	64.1403	8.72665	2.90888	331.815	1.03132	8.43451	-0.0882374	-8.4338	0.0650317	0.433802	-0.0882374	0.0650317	0.599427	0	0	0	-3.05123e+06
43	3705.73	5146.84	812.471	6.87549	7.58087	0	47.3969	83.1332	5.91165	64.1403	8.72665	2.90888	332.846	1.03132	8.46082	-0.112958	-8.45971	0.0779926	0.459707	-0.112958	0.0779926	0.764997	0	0	0	-2.92846e+06
43.025	3775.19	5243.31	817.755	6.87549	7.7248	0	48.2853	83.6738	6.02246	64.1403	8.72665	2.90888	333.877	1.03132	8.30318	-0.145438	-8.30119	0.108575	0.301191	-0.145438	0.108575	1.00373	0	0	0	-3.16477e+06
43.05	3758.89	5220.69	813.126	6.87549	7.87403	0	48.0769	83.2002	5.99647	64.1403	8.72665	2.90888	334.909	1.03132	8.1458	-0.177918	-8.14267	0.139158	0.142672	-0.177918	0.139158	1.25172	0	0	0	-3.65937e+06
43.075	3759.9	5222.09	809.096	6.87549	7.88042	0	48.0899	82.7879	5.99808	64.1403	8.72665	2.90888	335.94	1.03132	8.1392	-0.0876991	-8.13861	0.0449107	0.138608	-0.0876991	0.0449107	0.617378	0	0	0	-4.24363e+06
43.1	3782.05	5252.85	808.734	6.87549	7.88478	0	48.3731	82.7508	6.03341	64.1403	8.72665	2.90888	336.971	1.03132	8.1347	0.00252308	-8.13455	-0.0493403	0.134548	0.00252308	-0.0493403	-0.0177714	0	0	0	-4.71547e+06
43.125	3800.71	5278.76	810.164	6.87549	7.80986	0	48.6117	82.8971	6.06317	64.1403	8.72665	2.90888	338.003	1.03132	8.21273	0.011367	-8.21265	-0.0360411	0.212646	0.011367	-0.0360411	-0.0793023	0	0	0	-4.86962e+06
43.15	3827.37	5315.79	814.923	6.87549	7.73632	0	48.9527	83.3841	6.1057	64.1403	8.72665	2.90888	339.034	1.03132	8.2908	0.0202089	-8.29075	-0.0227391	0.290746	0.0202089	-0.0227391	-0.139659	0	0	0	-4.39352e+06
43.175	3830.65	5320.35	818.019	6.87549	7.63784	0	48.9947	83.7008	6.11094	64.1403	8.72665	2.90888	340.065	1.03132	8.3977	0.0920242	-8.39668	0.0928835	0.396683	0.0920242	0.0928835	-0.627913	0	0	0	-3.74585e+06
43.2	3891.17	5404.4	825.907	6.87549	7.53993	0	49.7687	84.508	6.20748	64.1403	8.72665	2.90888	341.097	1.03132	8.50675	0.163841	-8.50262	0.208509	0.502621	0.163841	0.208509	-1.10392	0	0	0	-3.55583e+06
43.225	3966.05	5508.41	833.423	6.87549	7.51898	0	50.7265	85.277	6.32694	64.1403	8.72665	2.90888	342.128	1.03132	8.53045	0.123785	-8.52698	0.209535	0.526981	0.123785	0.209535	-0.831699	0	0	0	-3.5754e+06
43.25	4001.62	5557.8	837.109	6.87549	7.49799	0	51.1814	85.6542	6.38368	64.1403	8.72665	2.90888	343.159	1.03132	8.55434	0.0837266	-8.55134	0.210558	0.551339	0.0837266	0.210558	-0.560968	0	0	0	-3.39598e+06
43.275	4056.8	5634.44	843.098	6.87549	7.50625	0	51.8872	86.267	6.47171	64.1403	8.72665	2.90888	344.191	1.03132	8.54493	-0.00938142	-8.53819	0.339027	0.538194	-0.00938142	0.339027	0.0629543	0	0	0	-3.19672e+06
43.3	4155.22	5771.14	852.316	6.87549	7.51192	0	53.146	87.2102	6.62871	64.1403	8.72665	2.90888	345.222	1.03132	8.53847	-0.102491	-8.52505	0.4675	0.525049	-0.102491	0.4675	0.688795	0	0	0	-3.06686e+06
43.325	4304.58	5978.58	864.519	6.87549	7.5547	0	55.0563	88.4589	6.86699	64.1403	8.72665	2.90888	346.253	1.03132	8.49013	0.0189429	-8.47943	0.425665	0.479427	0.0189429	0.425665	-0.127998	0	0	0	-2.95453e+06
43.35	4440.29	6167.07	874.948	6.87549	7.59624	0	56.7921	89.5259	7.08348	64.1403	8.72665	2.90888	347.285	1.03132	8.4437	0.140382	-8.4338	0.383827	0.433804	0.140382	0.383827	-0.95361	0	0	0	-2.93464e+06
43.375	4567.18	6343.31	884.138	6.87549	7.59333	0	58.4151	90.4662	7.28591	64.1403	8.72665	2.90888	348.316	1.03132	8.44693	0.228079	-8.43187	0.449652	0.431869	0.228079	0.449652	-1.54945	0	0	0	-2.90371e+06
43.4	4587.71	6371.82	885.932	6.87549	7.58915	0	58.6776	90.6499	7.31865	64.1403	8.72665	2.90888	349.347	1.03132	8.45158	0.315775	-8.42994	0.51548	0.429936	0.315775	0.51548	-2.14523	0	0	0	-2.90304e+06
43.425	4522.19	6280.82	883.703	6.87549	7.72143	0	57.8396	90.4217	7.21414	64.1403	8.72665	2.90888	350.379	1.03132	8.30679	0.137683	-8.28979	0.513094	0.289785	0.137683	0.513094	-0.951527	0	0	0	-2.76607e+06
43.45	4435.23	6160.04	880.913	6.87549	7.85483	0	56.7274	90.1363	7.07541	64.1403	8.72665	2.90888	351.41	1.03132	8.16572	-0.0404154	-8.14963	0.510706	0.14963	-0.0404154	0.510706	0.284137	0	0	0	-2.48524e+06
43.475	4314.99	5993.04	875.292	6.87549	7.79729	0	55.1895	89.5612	6.88359	64.1403	8.72665	2.90888	352.441	1.03132	8.22598	0.0759638	-8.20627	0.564027	0.206267	0.0759638	0.564027	-0.530361	0	0	0	-2.11216e+06
43.5	4200.45	5833.96	870.923	6.87549	7.73878	0	53.7246	89.1141	6.70088	64.1403	8.72665	2.90888	353.472	1.03132	8.28817	0.192351	-8.26291	0.617348	0.262909	0.192351	0.617348	-1.33354	0	0	0	-1.8282e+06
43.525	4100.35	5694.93	866.091	6.87549	7.81374	0	52.4442	88.6196	6.54119	64.1403	8.72665	2.90888	354.504	1.03132	8.20866	0.194519	-8.18965	0.523442	0.189645	0.194519	0.523442	-1.36062	0	0	0	-1.60977e+06
43.55	3991.29	5543.46	858.768	6.87549	7.88923	0	51.0494	87.8704	6.36721	64.1403	8.72665	2.90888	355.535	1.03132	8.13012	0.196684	-8.11638	0.429533	0.116378	0.196684	0.429533	-1.38818	0	0	0	-1.49034e+06
43.575	3876.61	5384.18	849.285	6.87549	7.81217	0	49.5825	86.9001	6.18425	64.1403	8.72665	2.90888	356.566	1.03132	8.21031	0.108269	-8.19776	0.440672	0.197761	0.108269	0.440672	-0.756668	0	0	0	-1.43237e+06
43.6	3771.33	5237.95	840.666	6.87549	7.73568	0	48.2359	86.0181	6.0163	64.1403	8.72665	2.90888	357.598	1.03132	8.29149	0.0198508	-8.27915	0.451814	0.279147	0.0198508	0.451814	-0.137377	0	0	0	-1.60005e+06
43.625	3696.65	5134.24	835.088	6.87549	7.76883	0	47.2808	85.4474	5.89717	64.1403	8.72665	2.90888	358.629	1.03132	8.25611	0.00830046	-8.24687	0.390535	0.246866	0.00830046	0.390535	-0.0576681	0	0	0	-1.78555e+06
43.65	3611.93	5016.57	826.377	6.87549	7.80184	0	46.1972	84.556	5.76201	64.1403	8.72665	2.90888	359.66	1.03132	8.22118	-0.00324792	-8.21458	0.329255	0.214582	-0.00324792	0.329255	0.0226539	0	0	0	-1.64927e+06
43.675	3568.54	4956.31	820.198	6.87549	7.81673	0	45.6423	83.9239	5.69281	64.1403	8.72665	2.90888	0.691758	1.03132	8.20552	0.0770475	-8.19854	0.329481	0.198536	0.0770475	0.329481	-0.538434	0	0	0	-1.44557e+06
