# Sensor: Rotor
# Record count: 9148
# Storage mode: Memory
# Datetime of save: 2026-03-04T10:59:57
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
Min	-359.44 [0.025s]	-499.223 [0.025s]	0 [0s]	6.87549 [0s]	0 [0s]	0 [0s]	-4.59731 [0.025s]	0 [0s]	-0.573406 [0.025s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	0 [0s]	1.03132 [0s]	0 [0s]	-1.81202 [89.4s]	-11.6796 [64.4s]	-1.35953 [100.45s]	-3.5605 [94s]	-1.81202 [89.4s]	-1.35953 [100.45s]	-20.6694 [19.75s]	0 [0s]	0 [0s]	0 [0s]	-8.49684e+06 [22.525s]
Max	8064.3 [152.1s]	11200.4 [152.1s]	1129.08 [152.1s]	6.87549 [0s]	14.0975 [98.15s]	0 [0s]	103.144 [152.1s]	115.529 [152.1s]	12.8648 [152.1s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	359.945 [139.65s]	1.03132 [0s]	11.6831 [64.4s]	2.71641 [19.7s]	0 [0s]	1.40251 [2.6s]	3.67959 [64.4s]	2.71641 [19.7s]	1.40251 [2.6s]	20.8978 [98.5s]	0 [0s]	0 [0s]	0 [0s]	9.91358e+06 [94.225s]
Mean	4365.03	6062.54	863.159	6.87549	8.04247	0	55.8295	88.3197	6.96342	64.1403	8.72665	2.90888	178.895	1.03132	8.23651	0.0970565	-8.18269	-0.0758947	0.183566	0.0970565	-0.0758947	-0.43281	0	0	0	703851
Standard deviation	1188.5	1650.69	101.359	nan	1.54915	0	15.2011	10.3712	1.89598	2.78175e-05	3.3637e-06	nan	104.32	nan	1.41612	0.796584	1.42954	0.442609	1.42697	0.796584	0.442609	5.91772	0	0	0	2.90827e+06
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
0	0	0	0	6.87549	0	0	0	0	0	64.1403	8.72665	2.90888	0	1.03132	0	0	0	0	0	0	0	0	0	0	0	0
0.025	-359.44	-499.223	95.4885	6.87549	8.57713	0	-4.59731	9.77052	-0.573406	64.1403	8.72665	2.90888	0	1.03132	7.47806	0.866675	-7.4214	0.305037	-0.578597	0.866675	0.305037	-6.66086	0	0	0	0.0598651
0.05	5275.14	7326.58	724.142	6.87549	8.52338	0	67.4699	74.0953	8.41529	64.1403	8.72665	2.90888	1.03132	1.03132	7.52522	0.777716	-7.47302	0.422027	-0.526982	0.777716	0.422027	-5.94138	0	0	0	-810503
0.075	5497.77	7635.79	756.406	6.87549	8.55844	0	70.3175	77.3965	8.77045	64.1403	8.72665	2.90888	2.06265	1.03132	7.4944	0.837624	-7.42682	0.55391	-0.573184	0.837624	0.55391	-6.43484	0	0	0	-1.02623e+06
0.1	5654.11	7852.93	782.134	6.87549	8.59036	0	72.3171	80.0291	9.01986	64.1403	8.72665	2.90888	3.09397	1.03132	7.46655	0.897531	-7.38061	0.685793	-0.619387	0.897531	0.685793	-6.9335	0	0	0	-1.21029e+06
0.125	5776.78	8023.31	803.206	6.87549	8.5585	0	73.8861	82.1852	9.21555	64.1403	8.72665	2.90888	4.1253	1.03132	7.49435	0.91341	-7.4071	0.682496	-0.592903	0.91341	0.682496	-7.02997	0	0	0	-1.28861e+06
0.15	5838.96	8109.66	819.112	6.87549	8.52684	0	74.6813	83.8127	9.31474	64.1403	8.72665	2.90888	5.15662	1.03132	7.52217	0.92929	-7.43358	0.679199	-0.566418	0.92929	0.679199	-7.12571	0	0	0	-1.24037e+06
0.175	5878.94	8165.19	833.179	6.87549	8.38139	0	75.1927	85.252	9.37852	64.1403	8.72665	2.90888	6.18794	1.03132	7.65271	0.911786	-7.56504	0.7091	-0.434963	0.911786	0.7091	-6.8725	0	0	0	-1.03396e+06
0.2	5918.35	8219.92	847.017	6.87549	8.24062	0	75.6967	86.668	9.44138	64.1403	8.72665	2.90888	7.21927	1.03132	7.78344	0.894283	-7.69649	0.739001	-0.303508	0.894283	0.739001	-6.62768	0	0	0	-739189
0.225	5950.66	8264.8	859.432	6.87549	8.27768	0	76.11	87.9383	9.49293	64.1403	8.72665	2.90888	8.25059	1.03132	7.74859	0.973498	-7.63927	0.857014	-0.360729	0.973498	0.857014	-7.26226	0	0	0	-439103
0.25	6064.66	8423.13	873.981	6.87549	8.31196	0	77.568	89.427	9.67479	64.1403	8.72665	2.90888	9.28192	1.03132	7.71663	1.05271	-7.58205	0.975027	-0.417951	1.05271	0.975027	-7.90458	0	0	0	-291544
0.275	6201.03	8612.55	886.748	6.87549	8.3786	0	79.3123	90.7333	9.89235	64.1403	8.72665	2.90888	10.3132	1.03132	7.65525	0.936688	-7.53237	0.994468	-0.467633	0.936688	0.994468	-7.08863	0	0	0	-212571
0.3	6282.19	8725.27	895.045	6.87549	8.44449	0	80.3504	91.5822	10.0218	64.1403	8.72665	2.90888	11.3446	1.03132	7.59553	0.820662	-7.48268	1.01391	-0.517316	0.820662	1.01391	-6.25889	0	0	0	54778
0.325	6305.21	8757.23	900.263	6.87549	8.4798	0	80.6447	92.1162	10.0585	64.1403	8.72665	2.90888	12.3759	1.03132	7.5639	0.762198	-7.46645	0.940123	-0.533554	0.762198	0.940123	-5.82874	0	0	0	324975
0.35	6326.48	8786.77	906.864	6.87549	8.51418	0	80.9168	92.7917	10.0925	64.1403	8.72665	2.90888	13.4072	1.03132	7.53335	0.703734	-7.45021	0.866337	-0.549793	0.703734	0.866337	-5.39605	0	0	0	467921
0.375	6356.61	8828.63	914.459	6.87549	8.4913	0	81.3022	93.5687	10.1405	64.1403	8.72665	2.90888	14.4385	1.03132	7.55365	0.746319	-7.47572	0.783682	-0.524275	0.746319	0.783682	-5.70108	0	0	0	568646
0.4	6379.54	8860.47	921.223	6.87549	8.46724	0	81.5955	94.2609	10.1771	64.1403	8.72665	2.90888	15.4699	1.03132	7.57512	0.788904	-7.50124	0.701028	-0.498757	0.788904	0.701028	-6.00371	0	0	0	710781
0.425	6466.53	8981.29	931.287	6.87549	8.46979	0	82.708	95.2906	10.3159	64.1403	8.72665	2.90888	16.5012	1.03132	7.57283	0.687494	-7.51342	0.650889	-0.486578	0.687494	0.650889	-5.22813	0	0	0	722749
0.45	6624.27	9200.38	945.627	6.87549	8.47044	0	84.7256	96.7579	10.5675	64.1403	8.72665	2.90888	17.5325	1.03132	7.57226	0.586084	-7.5256	0.600751	-0.474399	0.586084	0.600751	-4.45313	0	0	0	960255
0.475	6765.72	9396.83	958.189	6.87549	8.48784	0	86.5347	98.0433	10.7932	64.1403	8.72665	2.90888	18.5638	1.03132	7.55673	0.612429	-7.5111	0.559026	-0.488898	0.612429	0.559026	-4.66138	0	0	0	1.13075e+06
0.5	6864.7	9534.31	968.398	6.87549	8.50495	0	87.8008	99.0879	10.9511	64.1403	8.72665	2.90888	19.5952	1.03132	7.54153	0.638774	-7.4966	0.517301	-0.503397	0.638774	0.517301	-4.87032	0	0	0	914948
0.525	6816.92	9467.95	970.199	6.87549	8.54629	0	87.1896	99.2721	10.8749	64.1403	8.72665	2.90888	20.6265	1.03132	7.50505	0.566776	-7.46741	0.492175	-0.532588	0.566776	0.492175	-4.34043	0	0	0	655729
0.55	6718.62	9331.41	966.527	6.87549	8.58722	0	85.9323	98.8964	10.718	64.1403	8.72665	2.90888	21.6578	1.03132	7.46928	0.494779	-7.43822	0.467049	-0.561779	0.494779	0.467049	-3.80562	0	0	0	309427
0.575	6622.58	9198.03	962.671	6.87549	8.6848	0	84.704	98.5019	10.5648	64.1403	8.72665	2.90888	22.6891	1.03132	7.38535	0.443894	-7.35799	0.454202	-0.642005	0.443894	0.454202	-3.45236	0	0	0	120750
0.6	6582.91	9142.93	961.411	6.87549	8.78427	0	84.1966	98.373	10.5015	64.1403	8.72665	2.90888	23.7205	1.03132	7.30172	0.393009	-7.27777	0.441355	-0.722232	0.393009	0.441355	-3.09104	0	0	0	30912.4
0.625	6588.41	9150.57	962.543	6.87549	8.86577	0	84.267	98.4887	10.5103	64.1403	8.72665	2.90888	24.7518	1.03132	7.23461	0.456886	-7.20121	0.522759	-0.798785	0.456886	0.522759	-3.6303	0	0	0	33352.1
0.65	6534.52	9075.73	960.387	6.87549	8.94669	0	83.5777	98.2682	10.4244	64.1403	8.72665	2.90888	25.7831	1.03132	7.16917	0.520763	-7.12466	0.604162	-0.875339	0.520763	0.604162	-4.18049	0	0	0	166559
0.675	6475.74	8994.08	958.104	6.87549	8.99022	0	82.8258	98.0345	10.3306	64.1403	8.72665	2.90888	26.8144	1.03132	7.13446	0.583919	-7.08986	0.541632	-0.910136	0.583919	0.541632	-4.70823	0	0	0	203863
0.7	6409.26	8901.76	957.708	6.87549	9.03276	0	81.9756	97.994	10.2245	64.1403	8.72665	2.90888	27.8457	1.03132	7.10086	0.647074	-7.05507	0.479101	-0.944933	0.647074	0.479101	-5.24037	0	0	0	153363
0.725	6335.09	8798.73	956.87	6.87549	9.10176	0	81.0269	97.9083	10.1062	64.1403	8.72665	2.90888	28.8771	1.03132	7.04703	0.679193	-6.98934	0.590292	-1.01066	0.679193	0.590292	-5.55033	0	0	0	161267
0.75	6229.37	8651.9	954.704	6.87549	9.16904	0	79.6747	97.6866	9.93755	64.1403	8.72665	2.90888	29.9084	1.03132	6.99532	0.711313	-6.92361	0.701483	-1.07639	0.711313	0.701483	-5.86583	0	0	0	261936
0.775	6148.79	8539.99	952.657	6.87549	9.09863	0	78.6442	97.4772	9.80901	64.1403	8.72665	2.90888	30.9397	1.03132	7.04945	0.784212	-6.96266	0.775269	-1.03734	0.784212	0.775269	-6.4262	0	0	0	332699
0.8	6064.75	8423.27	948.846	6.87549	9.02763	0	77.5693	97.0873	9.67495	64.1403	8.72665	2.90888	31.971	1.03132	7.10489	0.857112	-7.00171	0.849056	-0.998288	0.857112	0.849056	-6.97912	0	0	0	244456
0.825	6036.05	8383.4	947.407	6.87549	9.00978	0	77.2022	96.94	9.62916	64.1403	8.72665	2.90888	33.0024	1.03132	7.11896	0.886705	-7.02356	0.750371	-0.976443	0.886705	0.750371	-7.19537	0	0	0	174082
0.85	6066.09	8425.12	948.621	6.87549	8.99009	0	77.5864	97.0642	9.67708	64.1403	8.72665	2.90888	34.0337	1.03132	7.13456	0.916298	-7.0454	0.651686	-0.954599	0.916298	0.651686	-7.41007	0	0	0	390374
0.875	6107.17	8482.18	950.292	6.87549	8.97993	0	78.1118	97.2352	9.74261	64.1403	8.72665	2.90888	35.065	1.03132	7.14263	0.875697	-7.05932	0.645205	-0.94068	0.875697	0.645205	-7.07133	0	0	0	687735
0.9	6271.45	8710.35	961.075	6.87549	8.96949	0	80.213	98.3386	10.0047	64.1403	8.72665	2.90888	36.0963	1.03132	7.15095	0.835097	-7.07324	0.638725	-0.926761	0.835097	0.638725	-6.73342	0	0	0	884635
0.925	6387.37	8871.34	969.97	6.87549	8.8582	0	81.6956	99.2487	10.1896	64.1403	8.72665	2.90888	37.1277	1.03132	7.24079	0.76292	-7.17067	0.654528	-0.829329	0.76292	0.654528	-6.07311	0	0	0	887675
0.95	6389.97	8874.96	973.285	6.87549	8.74852	0	81.7289	99.5879	10.1938	64.1403	8.72665	2.90888	38.159	1.03132	7.33156	0.690742	-7.2681	0.670331	-0.731898	0.690742	0.670331	-5.42894	0	0	0	620750
0.975	6420.31	8917.09	978.323	6.87549	8.85349	0	82.1169	100.103	10.2422	64.1403	8.72665	2.90888	39.1903	1.03132	7.24464	0.647074	-7.18053	0.711374	-0.81947	0.647074	0.711374	-5.14931	0	0	0	378941
1	6410.19	8903.04	980.291	6.87549	8.96036	0	81.9875	100.305	10.226	64.1403	8.72665	2.90888	40.2216	1.03132	7.15823	0.603407	-7.09296	0.752417	-0.907043	0.603407	0.752417	-4.86252	0	0	0	555080
1.025	6438.62	8942.53	983.557	6.87549	9.01806	0	82.3511	100.639	10.2714	64.1403	8.72665	2.90888	41.253	1.03132	7.11243	0.705719	-7.02858	0.829273	-0.971417	0.705719	0.829273	-5.73368	0	0	0	789299
1.05	6479.94	8999.92	987.78	6.87549	9.07316	0	82.8796	101.071	10.3373	64.1403	8.72665	2.90888	42.2843	1.03132	7.06924	0.808031	-6.96421	0.906129	-1.03579	0.808031	0.906129	-6.61822	0	0	0	836574
1.075	6471.8	8988.61	989.721	6.87549	9.16509	0	82.7755	101.27	10.3243	64.1403	8.72665	2.90888	43.3156	1.03132	6.99833	0.858375	-6.88128	0.942283	-1.11872	0.858375	0.942283	-7.11039	0	0	0	708232
1.1	6431.77	8933.02	989.565	6.87549	9.2578	0	82.2635	101.254	10.2604	64.1403	8.72665	2.90888	44.3469	1.03132	6.92824	0.908719	-6.79834	0.978437	-1.20166	0.908719	0.978437	-7.61347	0	0	0	500428
1.125	6377.7	8857.91	987.644	6.87549	9.13093	0	81.5719	101.057	10.1742	64.1403	8.72665	2.90888	45.3783	1.03132	7.02451	0.882915	-6.90409	0.947513	-1.09591	0.882915	0.947513	-7.2876	0	0	0	280827
1.15	6268.87	8706.76	981.194	6.87549	9.00687	0	80.18	100.397	10.0006	64.1403	8.72665	2.90888	46.4096	1.03132	7.12127	0.857112	-7.00983	0.916589	-0.990169	0.857112	0.916589	-6.97111	0	0	0	24877.7
1.175	6176.04	8577.83	975.849	6.87549	9.02201	0	78.9927	99.8503	9.85248	64.1403	8.72665	2.90888	47.4409	1.03132	7.10932	0.813805	-7.01273	0.837686	-0.987269	0.813805	0.837686	-6.61938	0	0	0	-288351
1.2	6145.68	8535.67	977.187	6.87549	9.03578	0	78.6044	99.9872	9.80405	64.1403	8.72665	2.90888	48.4722	1.03132	7.09849	0.770498	-7.01563	0.758784	-0.984369	0.770498	0.758784	-6.26745	0	0	0	-589960
1.225	6084.16	8450.22	978.513	6.87549	8.88257	0	77.8175	100.123	9.7059	64.1403	8.72665	2.90888	49.5036	1.03132	7.22092	0.769416	-7.10765	1.01539	-0.892351	0.769416	1.01539	-6.17831	0	0	0	-950411
1.25	5954.96	8270.78	973.826	6.87549	8.72488	0	76.165	99.6433	9.4998	64.1403	8.72665	2.90888	50.5349	1.03132	7.35143	0.768333	-7.19967	1.27199	-0.800332	0.768333	1.27199	-6.09143	0	0	0	-1.38475e+06
1.275	5813.75	8074.65	968.235	6.87549	8.72781	0	74.3589	99.0712	9.27453	64.1403	8.72665	2.90888	51.5662	1.03132	7.34896	0.761837	-7.19716	1.27586	-0.802845	0.761837	1.27586	-6.0424	0	0	0	-1.689e+06
1.3	5716.2	7939.17	965.188	6.87549	8.73073	0	73.1112	98.7594	9.11891	64.1403	8.72665	2.90888	52.5975	1.03132	7.3465	0.755341	-7.19464	1.27972	-0.805358	0.755341	1.27972	-5.99333	0	0	0	-1.66424e+06
1.325	5642.5	7836.81	962.195	6.87549	8.73787	0	72.1686	98.4531	9.00134	64.1403	8.72665	2.90888	53.6288	1.03132	7.3405	0.741266	-7.18092	1.32963	-0.819083	0.741266	1.32963	-5.89361	0	0	0	-1.24346e+06
1.35	5632.82	7823.36	963.062	6.87549	8.74456	0	72.0448	98.5419	8.9859	64.1403	8.72665	2.90888	54.6602	1.03132	7.33489	0.727192	-7.16719	1.37954	-0.832809	0.727192	1.37954	-5.79347	0	0	0	-607886
1.375	5625.28	7812.89	962.759	6.87549	8.74814	0	71.9483	98.5109	8.97386	64.1403	8.72665	2.90888	55.6915	1.03132	7.33188	0.88093	-7.1844	1.1683	-0.815604	0.88093	1.1683	-6.99055	0	0	0	101998
1.4	5634.28	7825.39	960.99	6.87549	8.74058	0	72.0634	98.3299	8.98822	64.1403	8.72665	2.90888	56.7228	1.03132	7.33823	1.03467	-7.2016	0.957063	-0.798399	1.03467	0.957063	-8.17586	0	0	0	644560
1.425	5644.54	7839.64	958.17	6.87549	8.72503	0	72.1946	98.0414	9.00459	64.1403	8.72665	2.90888	57.7541	1.03132	7.3513	1.04495	-7.20875	0.991739	-0.791246	1.04495	0.991739	-8.24794	0	0	0	1.06032e+06
1.45	5611.62	7793.91	952.555	6.87549	8.70935	0	71.7736	97.4668	8.95207	64.1403	8.72665	2.90888	58.7855	1.03132	7.36453	1.05524	-7.21591	1.02642	-0.784093	1.05524	1.02642	-8.31985	0	0	0	1.38277e+06
1.475	5579.38	7749.14	947.648	6.87549	8.70221	0	71.3613	96.9647	8.90065	64.1403	8.72665	2.90888	59.8168	1.03132	7.37058	0.911245	-7.25302	0.942738	-0.746976	0.911245	0.942738	-7.16093	0	0	0	1.58424e+06
1.5	5604.37	7783.85	947.549	6.87549	8.69043	0	71.6809	96.9546	8.94051	64.1403	8.72665	2.90888	60.8481	1.03132	7.38057	0.767251	-7.29014	0.85906	-0.709859	0.767251	0.85906	-6.00798	0	0	0	1.90993e+06
1.525	5659.66	7860.64	950.463	6.87549	8.56122	0	72.3881	97.2527	9.02872	64.1403	8.72665	2.90888	61.8794	1.03132	7.49196	0.79143	-7.39144	0.932619	-0.608561	0.79143	0.932619	-6.1116	0	0	0	2.24522e+06
1.55	5615.21	7798.9	945.741	6.87549	8.43523	0	71.8195	96.7695	8.9578	64.1403	8.72665	2.90888	62.9108	1.03132	7.60386	0.81561	-7.49274	1.00618	-0.507263	0.81561	1.00618	-6.21238	0	0	0	2.42773e+06
1.575	5568.95	7734.66	942.184	6.87549	8.35061	0	71.2279	96.4057	8.88401	64.1403	8.72665	2.90888	63.9421	1.03132	7.68092	0.94174	-7.56813	0.912723	-0.43187	0.94174	0.912723	-7.09314	0	0	0	2.69177e+06
1.6	5526.95	7676.32	938.755	6.87549	8.26431	0	70.6906	96.0547	8.817	64.1403	8.72665	2.90888	64.9734	1.03132	7.76112	1.06787	-7.64352	0.819268	-0.356476	1.06787	0.819268	-7.95327	0	0	0	2.89271e+06
1.625	5535.15	7687.71	938.54	6.87549	8.352	0	70.7956	96.0328	8.83009	64.1403	8.72665	2.90888	66.0047	1.03132	7.67964	1.04279	-7.56581	0.804943	-0.43419	1.04279	0.804943	-7.84759	0	0	0	2.90012e+06
1.65	5592.67	7767.59	942.911	6.87549	8.44153	0	71.5312	96.48	8.92184	64.1403	8.72665	2.90888	67.0361	1.03132	7.59818	1.01771	-7.4881	0.790617	-0.511903	1.01771	0.790617	-7.73965	0	0	0	2.74334e+06
1.675	5664.77	7867.73	948.701	6.87549	8.42999	0	72.4534	97.0724	9.03686	64.1403	8.72665	2.90888	68.0674	1.03132	7.60859	1.0639	-7.48694	0.839391	-0.513063	1.0639	0.839391	-8.08764	0	0	0	2.59248e+06
1.7	5715.46	7938.13	952.082	6.87549	8.41783	0	73.1017	97.4184	9.11772	64.1403	8.72665	2.90888	69.0987	1.03132	7.61958	1.1101	-7.48578	0.888165	-0.514223	1.1101	0.888165	-8.43514	0	0	0	2.4284e+06
1.725	5802	8058.33	957.886	6.87549	8.4587	0	74.2086	98.0123	9.25578	64.1403	8.72665	2.90888	70.13	1.03132	7.58277	1.09097	-7.45891	0.820291	-0.541094	1.09097	0.820291	-8.32129	0	0	0	2.29488e+06
1.75	5909.81	8208.07	966.899	6.87549	8.49931	0	75.5875	98.9345	9.42776	64.1403	8.72665	2.90888	71.1614	1.03132	7.54653	1.07184	-7.43204	0.752417	-0.567965	1.07184	0.752417	-8.20656	0	0	0	2.35123e+06
1.775	5988.77	8317.74	973.339	6.87549	8.57221	0	76.5975	99.5934	9.55374	64.1403	8.72665	2.90888	72.1927	1.03132	7.48235	1.00688	-7.36979	0.811196	-0.630212	1.00688	0.811196	-7.77974	0	0	0	2.5906e+06
1.8	6083.15	8448.82	979.621	6.87549	8.64521	0	77.8046	100.236	9.7043	64.1403	8.72665	2.90888	73.224	1.03132	7.41918	0.941921	-7.30754	0.869975	-0.69246	0.941921	0.869975	-7.34476	0	0	0	3.04173e+06
1.825	6115.59	8493.88	981.907	6.87549	8.64919	0	78.2195	100.47	9.75605	64.1403	8.72665	2.90888	74.2553	1.03132	7.41576	0.891216	-7.2971	0.975481	-0.7029	0.891216	0.975481	-6.96321	0	0	0	3.33537e+06
1.85	6125.11	8507.1	982.581	6.87549	8.65101	0	78.3413	100.539	9.77124	64.1403	8.72665	2.90888	75.2867	1.03132	7.4142	0.840511	-7.28666	1.08099	-0.713339	0.840511	1.08099	-6.57995	0	0	0	3.19472e+06
1.875	6121.08	8501.5	982.15	6.87549	8.64743	0	78.2897	100.495	9.76481	64.1403	8.72665	2.90888	76.318	1.03132	7.41727	0.820662	-7.30425	0.99515	-0.695747	0.820662	0.99515	-6.41053	0	0	0	3.00847e+06
1.9	6069.3	8429.59	979.388	6.87549	8.64259	0	77.6275	100.212	9.68221	64.1403	8.72665	2.90888	77.3493	1.03132	7.42143	0.800813	-7.32185	0.909312	-0.678155	0.800813	0.909312	-6.24181	0	0	0	2.86454e+06
1.925	6029.34	8374.08	977.272	6.87549	8.55947	0	77.1163	99.9959	9.61844	64.1403	8.72665	2.90888	78.3806	1.03132	7.49349	0.85621	-7.39279	0.875204	-0.607208	0.85621	0.875204	-6.60638	0	0	0	2.84973e+06
1.95	5879.81	8166.41	968.271	6.87549	8.47733	0	75.2039	99.0748	9.37991	64.1403	8.72665	2.90888	79.412	1.03132	7.5661	0.911606	-7.46374	0.841096	-0.536261	0.911606	0.841096	-6.9635	0	0	0	2.75937e+06
1.975	5757.75	7996.87	961.344	6.87549	8.52871	0	73.6426	98.3661	9.18519	64.1403	8.72665	2.90888	80.4433	1.03132	7.52052	0.968085	-7.40342	0.900216	-0.596575	0.968085	0.900216	-7.44983	0	0	0	2.50134e+06
2	5732.83	7962.26	959.096	6.87549	8.57944	0	73.3239	98.1361	9.14543	64.1403	8.72665	2.90888	81.4746	1.03132	7.47605	1.02456	-7.34311	0.959337	-0.65689	1.02456	0.959337	-7.94305	0	0	0	2.25017e+06
2.025	5784.18	8033.59	962.429	6.87549	8.39961	0	73.9807	98.4771	9.22736	64.1403	8.72665	2.90888	82.5059	1.03132	7.63611	1.08844	-7.50066	0.930345	-0.499337	1.08844	0.930345	-8.25671	0	0	0	2.00763e+06
2.05	5876.96	8162.44	970.968	6.87549	8.2266	0	75.1673	99.3508	9.37536	64.1403	8.72665	2.90888	83.5372	1.03132	7.7967	1.15232	-7.65822	0.901354	-0.341784	1.15232	0.901354	-8.55701	0	0	0	1.8109e+06
2.075	5959.67	8277.32	978.559	6.87549	8.19587	0	76.2252	100.128	9.50731	64.1403	8.72665	2.90888	84.5686	1.03132	7.82594	0.990821	-7.72298	0.786865	-0.277023	0.990821	0.786865	-7.31084	0	0	0	1.77528e+06
2.1	6006.64	8342.56	983.017	6.87549	8.15974	0	76.8261	100.584	9.58225	64.1403	8.72665	2.90888	85.5999	1.03132	7.86058	0.829323	-7.78774	0.672377	-0.212262	0.829323	0.672377	-6.07857	0	0	0	1.68997e+06
2.125	6086.2	8453.06	989.247	6.87549	8.1598	0	77.8436	101.221	9.70916	64.1403	8.72665	2.90888	86.6312	1.03132	7.86053	1.00941	-7.76841	0.648729	-0.231593	1.00941	0.648729	-7.40339	0	0	0	1.66725e+06
2.15	6098.83	8470.6	991.059	6.87549	8.15545	0	78.0051	101.407	9.72931	64.1403	8.72665	2.90888	87.6625	1.03132	7.86472	1.18949	-7.74907	0.625081	-0.250925	1.18949	0.625081	-8.72684	0	0	0	1.66939e+06
2.175	6102.9	8476.25	991.306	6.87549	8.20253	0	78.0572	101.432	9.7358	64.1403	8.72665	2.90888	88.6939	1.03132	7.81958	1.35532	-7.66382	0.758101	-0.336178	1.35532	0.758101	-10.0289	0	0	0	1.83639e+06
2.2	6141.41	8529.73	992.484	6.87549	8.24328	0	78.5497	101.552	9.79723	64.1403	8.72665	2.90888	89.7252	1.03132	7.78092	1.52115	-7.57857	0.891121	-0.42143	1.52115	0.891121	-11.3494	0	0	0	1.88453e+06
2.225	6185.25	8590.62	993.737	6.87549	8.2741	0	79.1104	101.681	9.86717	64.1403	8.72665	2.90888	90.7565	1.03132	7.75194	1.47225	-7.54609	0.990716	-0.453908	1.47225	0.990716	-11.0398	0	0	0	1.79803e+06
2.25	6222.08	8641.78	995.53	6.87549	8.30341	0	79.5815	101.864	9.92592	64.1403	8.72665	2.90888	91.7878	1.03132	7.72458	1.42335	-7.51362	1.09031	-0.486385	1.42335	1.09031	-10.7268	0	0	0	1.57897e+06
2.275	6252.73	8684.35	997.436	6.87549	8.39322	0	79.9736	102.059	9.97482	64.1403	8.72665	2.90888	92.8192	1.03132	7.64192	1.30949	-7.44209	1.13999	-0.557912	1.30949	1.13999	-9.97943	0	0	0	1.49684e+06
2.3	6362.63	8836.99	1005.4	6.87549	8.48295	0	81.3792	102.874	10.1501	64.1403	8.72665	2.90888	93.8505	1.03132	7.56109	1.19563	-7.37056	1.18968	-0.629439	1.19563	1.18968	-9.21405	0	0	0	1.9722e+06
2.325	6523.82	9060.86	1015.77	6.87549	8.4745	0	83.4408	103.935	10.4073	64.1403	8.72665	2.90888	94.8818	1.03132	7.56863	1.29325	-7.35548	1.22822	-0.644518	1.29325	1.22822	-9.97186	0	0	0	2.52298e+06
2.35	6623.08	9198.72	1020.81	6.87549	8.46441	0	84.7103	104.451	10.5656	64.1403	8.72665	2.90888	95.9131	1.03132	7.57765	1.39087	-7.3404	1.26676	-0.659597	1.39087	1.26676	-10.7293	0	0	0	3.08878e+06
2.375	6743.6	9366.11	1027.11	6.87549	8.50887	0	86.2518	105.095	10.7579	64.1403	8.72665	2.90888	96.9445	1.03132	7.53805	1.40061	-7.30889	1.20025	-0.691108	1.40061	1.20025	-10.8481	0	0	0	3.53892e+06
2.4	6895.11	9576.54	1034.06	6.87549	8.5532	0	88.1896	105.806	10.9996	64.1403	8.72665	2.90888	97.9758	1.03132	7.49898	1.41035	-7.27738	1.13374	-0.722618	1.41035	1.13374	-10.9679	0	0	0	3.1579e+06
2.425	7132.46	9906.19	1053.43	6.87549	8.51731	0	91.2254	107.788	11.3782	64.1403	8.72665	2.90888	99.0071	1.03132	7.53058	1.35478	-7.33286	1.0504	-0.667136	1.35478	1.0504	-10.4676	0	0	0	2.39286e+06
2.45	7259.58	10082.7	1061.33	6.87549	8.47993	0	92.8513	108.597	11.581	64.1403	8.72665	2.90888	100.038	1.03132	7.56378	1.2992	-7.38835	0.967068	-0.611654	1.2992	0.967068	-9.9732	0	0	0	2.16622e+06
2.475	7354.89	10215.1	1067.76	6.87549	8.4898	0	94.0704	109.255	11.7331	64.1403	8.72665	2.90888	101.07	1.03132	7.55499	1.23731	-7.39357	0.939213	-0.606435	1.23731	0.939213	-9.50038	0	0	0	1.8807e+06
