# Sensor: Rotor
# Record count: 13498
# Storage mode: Memory
# Datetime of save: 2026-03-03T19:07:00
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
0.225	3643.09	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	8.25059	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.00937e-08
0.25	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	9.28192	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.35276e-08
0.275	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	10.3132	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.79397e-08
0.3	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	11.3446	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.49012e-08
0.325	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	12.3759	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.14673e-08
0.35	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	13.4072	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.45058e-09
0.375	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	14.4385	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.79397e-08
0.4	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	15.4699	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.72529e-09
0.425	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	16.5012	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.11759e-08
0.45	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	17.5325	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.86265e-09
0.475	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	18.5638	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.68575e-08
0.5	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	19.5952	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.21541e-08
0.525	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	20.6265	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.70552e-08
0.55	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	21.6578	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.58794e-09
0.575	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	22.6891	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.47035e-08
0.6	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	23.7205	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.58794e-09
0.625	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	24.7518	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.3819e-08
0.65	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	25.7831	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.28408e-08
0.675	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	26.8144	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.3819e-08
0.7	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	27.8457	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.47035e-08
0.725	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	28.8771	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-8.75443e-08
0.75	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	29.9084	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.98023e-08
0.775	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	30.9397	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.07805e-08
0.8	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	31.971	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.51926e-08
0.825	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	33.0024	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.33299e-08
0.85	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.2611	5.81172	64.1403	8.72665	2.90888	34.0337	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.3411e-07
0.875	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81172	64.1403	8.72665	2.90888	35.065	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-09
0.9	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81172	64.1403	8.72665	2.90888	36.0963	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.96046e-08
0.925	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81172	64.1403	8.72665	2.90888	37.1277	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.91155e-08
0.95	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81172	64.1403	8.72665	2.90888	38.159	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.49012e-08
0.975	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81172	64.1403	8.72665	2.90888	39.1903	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.04891e-08
1	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81172	64.1403	8.72665	2.90888	40.2216	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.04891e-08
1.025	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81172	64.1403	8.72665	2.90888	41.253	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.21072e-07
1.05	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81172	64.1403	8.72665	2.90888	42.2843	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.49012e-08
1.075	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81172	64.1403	8.72665	2.90888	43.3156	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.67638e-08
1.1	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81172	64.1403	8.72665	2.90888	44.3469	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.87202e-08
1.125	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	45.3783	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.67638e-08
1.15	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	46.4096	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-9.31323e-09
1.175	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	47.4409	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.30385e-08
1.2	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	48.4722	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.09782e-08
1.225	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	49.5036	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-08
1.25	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	50.5349	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.02914e-08
1.275	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	51.5662	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.35276e-08
1.3	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	52.5975	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.45286e-07
1.325	3643.08	5059.84	823.494	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	53.6288	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.67638e-08
1.35	3643.08	5059.84	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	54.6602	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.02914e-08
1.375	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	55.6915	1.03132	8	0	-8	0	0	0	0	0	0	0	0	0
1.4	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	56.7228	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.30385e-08
1.425	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	57.7541	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.79397e-08
1.45	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	58.7855	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.30385e-08
1.475	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	59.8168	1.03132	8	0	-8	0	0	0	0	0	0	0	0	6.51926e-08
1.5	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	60.8481	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.67638e-08
1.525	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	61.8794	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.72529e-09
1.55	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	62.9108	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.98023e-08
1.575	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	63.9421	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.31323e-08
1.6	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	64.9734	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.72529e-08
1.625	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	66.0047	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.26432e-08
1.65	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	67.0361	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.91155e-08
1.675	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5957	84.261	5.81171	64.1403	8.72665	2.90888	68.0674	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.82311e-08
1.7	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	69.0987	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.45058e-09
1.725	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	70.13	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.98023e-08
1.75	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	71.1614	1.03132	8	0	-8	0	0	0	0	0	0	0	0	6.51926e-08
1.775	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	72.1927	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.21072e-07
1.8	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	73.224	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.17347e-07
1.825	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	74.2553	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.21072e-07
1.85	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	75.2867	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.35276e-08
1.875	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	76.318	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.60187e-07
1.9	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	77.3493	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.82311e-08
1.925	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	78.3806	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.96046e-08
1.95	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	79.412	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.63685e-08
1.975	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	80.4433	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.47035e-08
2	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	81.4746	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.72529e-08
2.025	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	82.5059	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.63913e-07
2.05	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	83.5372	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.52737e-07
2.075	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	84.5686	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.75443e-08
2.1	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	85.5999	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.53903e-08
2.125	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	86.6312	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.02445e-07
2.15	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	87.6625	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.00583e-07
2.175	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	88.6939	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.39698e-07
2.2	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	89.7252	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.17347e-07
2.225	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	90.7565	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.02914e-08
2.25	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	91.7878	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-8.3819e-09
2.275	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	92.8192	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.28408e-08
2.3	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	93.8505	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.31323e-10
2.325	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	94.8818	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.05239e-07
2.35	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	95.9131	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.1665e-08
2.375	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	96.9445	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.49949e-08
2.4	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	97.9758	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.19209e-07
2.425	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	99.0071	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.93601e-08
2.45	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	100.038	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.58794e-09
2.475	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	101.07	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.4948e-08
2.5	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	102.101	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.91155e-08
2.525	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	103.132	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.02445e-08
2.55	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	104.164	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.02445e-07
2.575	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	105.195	1.03132	8	0	-8	0	0	0	0	0	0	0	0	6.10016e-08
2.6	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	106.226	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-8.84756e-08
2.625	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	107.258	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.90921e-08
2.65	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	108.289	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.49246e-08
2.675	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	109.32	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.54606e-08
2.7	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	110.352	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.21541e-08
2.725	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	111.383	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.91155e-08
2.75	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	112.414	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.91624e-09
2.775	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	113.446	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.98492e-08
2.8	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	114.477	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.0268e-08
2.825	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	115.508	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.0082e-08
2.85	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	116.54	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.41097e-08
2.875	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	117.571	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.25438e-07
2.9	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	118.602	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.82077e-09
2.925	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	119.634	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.02125e-07
2.95	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	120.665	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.00469e-08
2.975	3643.08	5059.83	823.493	6.87549	8.01754	0	46.5956	84.261	5.81171	64.1403	8.72665	2.90888	121.696	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.07571e-08
