# Sensor: Rotor
# Record count: 13498
# Storage mode: Memory
# Datetime of save: 2026-03-03T19:07:00
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
83.1	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	187.09	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.02914e-08
83.125	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	188.121	1.03132	8	0	-8	0	0	0	0	0	0	0	0	6.89179e-08
83.15	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	189.152	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.1665e-08
83.175	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	190.184	1.03132	8	0	-8	0	0	0	0	0	0	0	0	6.14673e-08
83.2	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	191.215	1.03132	8	0	-8	0	0	0	0	0	0	0	0	0
83.225	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	192.246	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.6077e-08
83.25	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	193.278	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.75443e-08
83.275	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	194.309	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.40167e-08
83.3	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	195.34	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.89179e-08
83.325	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	196.372	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.30385e-07
83.35	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	197.403	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.67638e-08
83.375	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	198.434	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.26432e-08
83.4	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	199.466	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.98023e-08
83.425	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	200.497	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.19564e-08
83.45	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	201.528	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.02914e-08
83.475	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	202.56	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.02914e-08
83.5	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	203.591	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.26432e-08
83.525	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	204.622	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.49012e-08
83.55	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	205.654	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.96046e-08
83.575	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	206.685	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.30385e-08
83.6	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	207.716	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.35276e-08
83.625	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	208.748	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.45058e-09
83.65	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	209.779	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.79397e-08
83.675	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	210.81	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.23517e-08
83.7	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	211.842	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.82311e-08
83.725	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	212.873	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.72529e-09
83.75	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	213.904	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.40167e-08
83.775	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	214.936	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.82311e-08
83.8	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	215.967	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.07805e-08
83.825	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	216.998	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.09782e-08
83.85	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	218.029	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.28408e-08
83.875	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	219.061	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.82311e-08
83.9	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	220.092	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.72529e-08
83.925	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	221.123	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.6077e-08
83.95	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	222.155	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-9.12696e-08
83.975	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	223.186	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.35276e-08
84	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	224.217	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.6077e-08
84.025	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	225.249	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.58794e-09
84.05	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	226.28	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.96046e-08
84.075	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	227.311	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.67638e-08
84.1	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	228.343	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.30385e-08
84.125	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	229.374	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-9.31323e-08
84.15	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	230.405	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.58794e-08
84.175	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	231.437	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.45058e-09
84.2	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	232.468	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.86265e-08
84.225	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	233.499	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.79397e-08
84.25	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	234.531	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-09
84.275	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	235.562	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.00937e-08
84.3	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	236.593	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.72529e-09
84.325	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	237.625	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.98023e-08
84.35	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	238.656	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.49012e-08
84.375	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	239.687	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-9.12696e-08
84.4	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	240.719	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.11759e-08
84.425	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	241.75	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.98023e-08
84.45	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	242.781	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.58794e-08
84.475	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	243.813	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.07805e-08
84.5	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	244.844	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.67638e-08
84.525	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	245.875	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.7742e-08
84.55	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	246.907	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.98023e-08
84.575	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	247.938	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-09
84.6	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	248.969	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.14673e-08
84.625	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	250.001	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.1665e-08
84.65	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	251.032	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.72529e-09
84.675	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	252.063	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.96046e-08
84.7	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	253.094	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.49012e-08
84.725	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	254.126	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.21541e-08
84.75	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	255.157	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.04308e-07
84.775	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	256.188	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.06171e-07
84.8	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	257.22	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-08
84.825	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	258.251	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.12696e-08
84.85	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	259.282	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.79397e-08
84.875	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	260.314	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-09
84.9	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	261.345	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.12696e-08
84.925	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	262.376	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.6077e-08
84.95	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	263.408	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.13621e-07
84.975	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	264.439	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-9.49949e-08
85	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	265.47	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-08
85.025	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	266.502	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.11759e-08
85.05	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	267.533	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.21541e-08
85.075	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	268.564	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.04891e-08
85.1	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	269.596	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-08
85.125	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	270.627	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.1665e-08
85.15	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	271.658	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.49012e-08
85.175	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	272.69	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.28408e-08
85.2	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	273.721	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.63216e-08
85.225	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	274.752	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.72998e-08
85.25	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	275.784	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.82311e-08
85.275	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	276.815	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.1665e-08
85.3	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	277.846	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.37722e-08
85.325	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	278.878	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.55531e-07
85.35	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	279.909	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.04891e-08
85.375	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	280.94	1.03132	8	0	-8	0	0	0	0	0	0	0	0	0
85.4	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	281.972	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.31323e-10
85.425	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	283.003	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.02445e-08
85.45	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	284.034	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.67638e-08
85.475	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	285.066	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.02914e-08
85.5	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	286.097	1.03132	8	0	-8	0	0	0	0	0	0	0	0	6.56582e-08
85.525	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	287.128	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.26197e-08
85.55	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	288.16	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.0536e-09
85.575	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	289.191	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.40636e-08
85.6	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	290.222	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.76951e-08
85.625	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	291.253	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.28643e-08
85.65	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	292.285	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.91273e-08
85.675	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	293.316	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.79983e-08
85.7	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	294.347	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-9.01055e-08
85.725	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	295.379	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.56114e-08
85.75	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	296.41	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.3237e-08
85.775	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	297.441	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.14556e-08
85.8	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	298.473	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.01863e-08
85.825	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	299.504	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.12414e-08
85.85	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	300.535	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.62981e-09
85.875	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	301.567	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-9.54606e-09
85.9	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	302.598	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.02219e-08
85.925	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	303.629	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.16415e-08
85.95	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	304.661	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.44355e-08
85.975	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	305.692	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.84171e-08
86	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	306.723	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.77654e-08
86.025	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	307.755	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.23517e-08
86.05	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	308.786	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.81842e-08
86.075	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	309.817	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.42958e-07
86.1	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	310.849	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-9.40636e-08
86.125	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	311.88	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.65661e-09
86.15	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	312.911	1.03132	8	0	-8	0	0	0	0	0	0	0	0	6.98492e-08
86.175	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	313.943	1.03132	8	0	-8	0	0	0	0	0	0	0	0	6.98492e-09
86.2	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	314.974	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.68575e-08
86.225	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	316.005	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.77889e-08
86.25	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	317.037	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.35276e-08
86.275	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	318.068	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.81842e-08
86.3	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	319.099	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.30854e-08
86.325	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	320.131	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.31323e-10
86.35	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	321.162	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.14204e-08
86.375	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	322.193	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.31323e-09
86.4	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	323.225	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.76951e-08
86.425	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	324.256	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.32831e-08
