time,x_t,phi_shaft,q_b0_m0,q_b0_m1,q_b0_m2
0.0,-0.00042928376832016663,0.043194588200166625,0.011604435125393584,0.0023009461320807134,0.04044237546521863
0.06,-0.0022125708028460497,0.08637274588473301,0.065942435773315,0.010197542457109158,0.18873897488743346
0.12,-0.006021612862054984,0.12952913620748283,0.19245185385250888,0.021611742831082022,0.4280980165797554
0.18,-0.012230634799186523,0.1726647864310501,0.40092188119233935,0.03014859171468585,0.6531427943006498
0.24,-0.021118339239950813,0.21578030052477729,0.6863264250326617,0.029822640328976077,0.7574983444546506
0.3,-0.03263451044214537,0.25887363453879403,1.0376734315461877,0.016423928541062206,0.6924189003186695
0.36,-0.046308695757209827,0.3019390381703649,1.441298448879159,-0.011761639291147773,0.48991446062008526
0.42,-0.06133840270247293,0.3449671479030329,1.8800553864420397,-0.05383452137260833,0.24386992057955933
0.48,-0.07680455287972184,0.3879459616994602,2.3323659781016413,-0.10681482541528124,0.06425639617676962
0.54,-0.09191975784981705,0.4308620839825264,2.7718562375994593,-0.16631285046581082,0.025188422176128412
0.6,-0.1062052299397237,0.47370162426581086,3.166981702455824,-0.22672004889519917,0.12854891935891408
0.6599999999999999,-0.11950872339134545,0.516450759773028,3.484795673053517,-0.281337550475534,0.30604807354689256
0.72,-0.13185267787846613,0.5590964531820063,3.7038543286107766,-0.32348823523214254,0.4664689282285727
0.78,-0.1432457470183911,0.6016273765764454,3.8221608792381265,-0.34784811133201954,0.5452475076525412
0.84,-0.15357437645076752,0.6440347829704723,3.851382146659817,-0.3510336170847451,0.5231286247917004
0.8999999999999999,-0.16257660044788658,0.6863133171021615,3.81047238500621,-0.33207929895408467,0.42625962885976587
0.96,-0.16989248575830207,0.7284618346251216,3.7224507655084285,-0.29318518358921736,0.3124358376647904
1.02,-0.17517793205632826,0.770483908588713,3.6102567453060073,-0.24034479799792283,0.2424815171626817
1.08,-0.1782234960667538,0.8123872705191217,3.493330129206407,-0.1831129646635878,0.25095379939944484
1.14,-0.17901569957659236,0.8541818798583614,3.38640401817315,-0.13312016691174275,0.33108541323995033
1.2,-0.17771222721550398,0.8958769686507602,3.300055883823342,-0.10165102376252798,0.43978267677001115
1.26,-0.17454253541567546,0.9374777655456629,3.2422829099356023,-0.09699113992567832,0.5198758026607647
1.3199999999999998,-0.1696813413006018,0.9789830232099231,3.220018259259396,-0.12257349893601913,0.5284869814897272
1.38,-0.16315646752357005,1.0203842023292629,3.2392668794614092,-0.17653395753870563,0.456902667314795
1.44,-0.1548316651913566,1.0616662706432465,3.3038585408700305,-0.2523734845338841,0.33318374278789636
1.5,-0.14446770575240106,1.1028097066376787,3.413577491106314,-0.34038247539344,0.20762430638615137
1.56,-0.13183061074460511,1.1437932153540524,3.5623520831433897,-0.42956777683446173,0.128428158901403
1.6199999999999999,-0.11679614575510396,1.1845964254146242,3.7376153517593904,-0.509384156434266,0.1193517550550284
1.68,-0.09940491526640576,1.2252020034348412,3.921463980523426,-0.5708229916610899,0.16946917388534166
1.74,-0.07984538324578791,1.2655970594828472,4.093795992843481,-0.6070650981538641,0.24012884970222023
1.7999999999999998,-0.05837726321382446,1.305774030843175,4.236879534538335,-0.6141163606066449,0.2859770564842743
1.8599999999999999,-0.03524088234076386,1.345731192287464,4.33908081112801,-0.5915078887233501,0.2780713796799979
1.92,-0.010602196782478184,1.385472672745011,4.396032558855179,-0.5426370255746447,0.2166703981614355
1.98,0.015441971005021135,1.4250078954750924,4.4096539442335745,-0.4745692584113846,0.1287175145482253
2.04,0.042808214520169814,1.46435039539367,4.386453015651778,-0.39732688571482144,0.05351914396171883
2.1,0.07135115978906764,1.5035159529791342,4.335955380566631,-0.32257147632959987,0.024088537211482165
2.16,0.10080345558853987,1.542520267881112,4.269144698792603,-0.26200496216014046,0.05167731930500833
2.2199999999999998,0.13076204031109737,1.5813764708244862,4.197194094143268,-0.22558902224750013,0.1202566568167454
2.28,0.16073288555812057,1.620092714516485,4.131033244228068,-0.21958722523697016,0.194107555739644
