# Sensor: Rotor
# Record count: 12001
# Storage mode: Memory
# Datetime of save: 2026-03-04T16:02:52
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
Min	0 [0s]	0 [0s]	809.825 [1.475s]	6.87549 [0s]	8.01754 [0s]	0 [0s]	0 [0s]	82.8625 [1.475s]	0 [0s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	0 [0s]	1.03132 [0s]	8 [0s]	0 [0s]	-8 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	-629055 [2.175s]
Max	3564.28 [293.825s]	4950.39 [293.825s]	814.665 [261.825s]	6.87549 [0s]	8.01754 [0s]	0 [0s]	45.5878 [293.825s]	83.3577 [261.825s]	5.686 [293.825s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	359.957 [270.55s]	1.03132 [0s]	8 [0s]	0 [0s]	-8 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	313871 [6.575s]
Mean	3547.64	4927.27	812.509	6.87549	8.01754	0	45.3749	83.1371	5.65946	64.1403	8.72665	2.90888	178.774	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-137879
Standard deviation	34.4157	47.7995	1.54325	nan	2.22651e-06	0	0.440183	0.157908	0.0549024	1.78121e-05	6.31061e-06	nan	104.109	nan	0	0	0	0	0	0	0	0	0	0	0	256573
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
0	0	0	811.624	6.87549	8.01754	0	0	83.0465	0	64.1403	8.72665	2.90888	0	1.03132	8	0	-8	0	0	0	0	0	0	0	0	0
0.025	3562.03	4947.27	814.135	6.87549	8.01754	0	45.559	83.3034	5.68242	64.1403	8.72665	2.90888	0	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-147619
0.05	3562.05	4947.29	814.14	6.87549	8.01754	0	45.5592	83.304	5.68245	64.1403	8.72665	2.90888	1.03132	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-128030
0.075	3562	4947.22	814.134	6.87549	8.01754	0	45.5586	83.3033	5.68237	64.1403	8.72665	2.90888	2.06265	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-108893
0.1	3561.91	4947.1	814.122	6.87549	8.01754	0	45.5575	83.3021	5.68222	64.1403	8.72665	2.90888	3.09397	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-90199.6
0.125	3561.77	4946.91	814.104	6.87549	8.01754	0	45.5557	83.3003	5.68201	64.1403	8.72665	2.90888	4.1253	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-71952.3
0.15	3561.59	4946.66	814.08	6.87549	8.01754	0	45.5534	83.2979	5.68172	64.1403	8.72665	2.90888	5.15662	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-54170.2
0.175	3561.37	4946.35	814.051	6.87549	8.01754	0	45.5506	83.2948	5.68136	64.1403	8.72665	2.90888	6.18794	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-36867.1
0.2	3561.11	4945.98	814.016	6.87549	8.01754	0	45.5472	83.2913	5.68094	64.1403	8.72665	2.90888	7.21927	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-20063.2
0.225	3560.8	4945.56	813.975	6.87549	8.01754	0	45.5433	83.2871	5.68045	64.1403	8.72665	2.90888	8.25059	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3784.55
0.25	3560.45	4945.07	813.929	6.87549	8.01754	0	45.5388	83.2824	5.6799	64.1403	8.72665	2.90888	9.28192	1.03132	8	0	-8	0	0	0	0	0	0	0	0	11944.9
0.275	3560.07	4944.54	813.878	6.87549	8.01754	0	45.5339	83.2771	5.67928	64.1403	8.72665	2.90888	10.3132	1.03132	8	0	-8	0	0	0	0	0	0	0	0	27095.6
0.3	3559.64	4943.94	813.821	6.87549	8.01754	0	45.5284	83.2714	5.6786	64.1403	8.72665	2.90888	11.3446	1.03132	8	0	-8	0	0	0	0	0	0	0	0	41633.8
0.325	3559.17	4943.29	813.76	6.87549	8.01754	0	45.5224	83.265	5.67786	64.1403	8.72665	2.90888	12.3759	1.03132	8	0	-8	0	0	0	0	0	0	0	0	55523
0.35	3558.67	4942.59	813.693	6.87549	8.01754	0	45.516	83.2582	5.67705	64.1403	8.72665	2.90888	13.4072	1.03132	8	0	-8	0	0	0	0	0	0	0	0	68732.4
0.375	3558.13	4941.84	813.622	6.87549	8.01754	0	45.5091	83.2509	5.67619	64.1403	8.72665	2.90888	14.4385	1.03132	8	0	-8	0	0	0	0	0	0	0	0	81234.2
0.4	3557.55	4941.04	813.546	6.87549	8.01754	0	45.5017	83.2432	5.67527	64.1403	8.72665	2.90888	15.4699	1.03132	8	0	-8	0	0	0	0	0	0	0	0	92995.9
0.425	3556.94	4940.2	813.465	6.87549	8.01754	0	45.4939	83.2349	5.6743	64.1403	8.72665	2.90888	16.5012	1.03132	8	0	-8	0	0	0	0	0	0	0	0	103986
0.45	3556.3	4939.31	813.381	6.87549	8.01754	0	45.4858	83.2263	5.67328	64.1403	8.72665	2.90888	17.5325	1.03132	8	0	-8	0	0	0	0	0	0	0	0	114174
0.475	3555.63	4938.38	813.292	6.87549	8.01754	0	45.4772	83.2172	5.67221	64.1403	8.72665	2.90888	18.5638	1.03132	8	0	-8	0	0	0	0	0	0	0	0	123536
0.5	3554.93	4937.4	813.2	6.87549	8.01754	0	45.4682	83.2078	5.67109	64.1403	8.72665	2.90888	19.5952	1.03132	8	0	-8	0	0	0	0	0	0	0	0	132040
0.525	3554.2	4936.39	813.104	6.87549	8.01754	0	45.4588	83.1979	5.66992	64.1403	8.72665	2.90888	20.6265	1.03132	8	0	-8	0	0	0	0	0	0	0	0	139656
0.55	3553.44	4935.34	813.004	6.87549	8.01754	0	45.4492	83.1877	5.66872	64.1403	8.72665	2.90888	21.6578	1.03132	8	0	-8	0	0	0	0	0	0	0	0	146359
0.575	3552.66	4934.26	812.902	6.87549	8.01754	0	45.4392	83.1773	5.66747	64.1403	8.72665	2.90888	22.6891	1.03132	8	0	-8	0	0	0	0	0	0	0	0	152129
0.6	3551.86	4933.15	812.796	6.87549	8.01754	0	45.429	83.1665	5.6662	64.1403	8.72665	2.90888	23.7205	1.03132	8	0	-8	0	0	0	0	0	0	0	0	156943
0.625	3551.05	4932.01	812.689	6.87549	8.01754	0	45.4185	83.1555	5.66489	64.1403	8.72665	2.90888	24.7518	1.03132	8	0	-8	0	0	0	0	0	0	0	0	160785
0.65	3550.21	4930.85	812.579	6.87549	8.01754	0	45.4078	83.1442	5.66356	64.1403	8.72665	2.90888	25.7831	1.03132	8	0	-8	0	0	0	0	0	0	0	0	163639
0.675	3549.36	4929.67	812.467	6.87549	8.01754	0	45.397	83.1328	5.6622	64.1403	8.72665	2.90888	26.8144	1.03132	8	0	-8	0	0	0	0	0	0	0	0	165491
0.7	3548.49	4928.46	812.353	6.87549	8.01754	0	45.3859	83.1211	5.66082	64.1403	8.72665	2.90888	27.8457	1.03132	8	0	-8	0	0	0	0	0	0	0	0	166326
0.725	3547.62	4927.25	812.238	6.87549	8.01754	0	45.3747	83.1093	5.65942	64.1403	8.72665	2.90888	28.8771	1.03132	8	0	-8	0	0	0	0	0	0	0	0	166135
0.75	3546.73	4926.01	812.122	6.87549	8.01754	0	45.3633	83.0974	5.65801	64.1403	8.72665	2.90888	29.9084	1.03132	8	0	-8	0	0	0	0	0	0	0	0	164910
0.775	3545.84	4924.78	812.004	6.87549	8.01754	0	45.3519	83.0855	5.65659	64.1403	8.72665	2.90888	30.9397	1.03132	8	0	-8	0	0	0	0	0	0	0	0	162643
0.8	3544.95	4923.54	811.887	6.87549	8.01754	0	45.3405	83.0734	5.65517	64.1403	8.72665	2.90888	31.971	1.03132	8	0	-8	0	0	0	0	0	0	0	0	159330
0.825	3544.06	4922.31	811.77	6.87549	8.01754	0	45.3292	83.0614	5.65375	64.1403	8.72665	2.90888	33.0024	1.03132	8	0	-8	0	0	0	0	0	0	0	0	154969
0.85	3543.17	4921.08	811.653	6.87549	8.01754	0	45.3178	83.0495	5.65234	64.1403	8.72665	2.90888	34.0337	1.03132	8	0	-8	0	0	0	0	0	0	0	0	149564
0.875	3542.3	4919.86	811.537	6.87549	8.01754	0	45.3066	83.0376	5.65093	64.1403	8.72665	2.90888	35.065	1.03132	8	0	-8	0	0	0	0	0	0	0	0	143120
0.9	3541.42	4918.64	811.422	6.87549	8.01754	0	45.2954	83.0259	5.64954	64.1403	8.72665	2.90888	36.0963	1.03132	8	0	-8	0	0	0	0	0	0	0	0	135652
0.925	3540.56	4917.45	811.309	6.87549	8.01754	0	45.2844	83.0143	5.64817	64.1403	8.72665	2.90888	37.1277	1.03132	8	0	-8	0	0	0	0	0	0	0	0	127167
0.95	3539.71	4916.27	811.197	6.87549	8.01754	0	45.2736	83.0028	5.64681	64.1403	8.72665	2.90888	38.159	1.03132	8	0	-8	0	0	0	0	0	0	0	0	117681
0.975	3538.88	4915.11	811.088	6.87549	8.01754	0	45.2629	82.9916	5.64548	64.1403	8.72665	2.90888	39.1903	1.03132	8	0	-8	0	0	0	0	0	0	0	0	107213
1	3538.07	4913.98	810.981	6.87549	8.01754	0	45.2525	82.9807	5.64419	64.1403	8.72665	2.90888	40.2216	1.03132	8	0	-8	0	0	0	0	0	0	0	0	95787.9
1.025	3537.27	4912.88	810.877	6.87549	8.01754	0	45.2424	82.9701	5.64292	64.1403	8.72665	2.90888	41.253	1.03132	8	0	-8	0	0	0	0	0	0	0	0	83432.1
1.05	3536.51	4911.81	810.776	6.87549	8.01754	0	45.2325	82.9598	5.6417	64.1403	8.72665	2.90888	42.2843	1.03132	8	0	-8	0	0	0	0	0	0	0	0	70177.5
1.075	3535.76	4910.78	810.679	6.87549	8.01754	0	45.223	82.9499	5.64051	64.1403	8.72665	2.90888	43.3156	1.03132	8	0	-8	0	0	0	0	0	0	0	0	56056.2
1.1	3535.05	4909.79	810.586	6.87549	8.01754	0	45.2139	82.9403	5.63937	64.1403	8.72665	2.90888	44.3469	1.03132	8	0	-8	0	0	0	0	0	0	0	0	41107.5
1.125	3534.36	4908.84	810.497	6.87549	8.01754	0	45.2051	82.9312	5.63828	64.1403	8.72665	2.90888	45.3783	1.03132	8	0	-8	0	0	0	0	0	0	0	0	25375.1
1.15	3533.71	4907.93	810.412	6.87549	8.01754	0	45.1968	82.9225	5.63723	64.1403	8.72665	2.90888	46.4096	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8900.48
1.175	3533.09	4907.07	810.332	6.87549	8.01754	0	45.1888	82.9143	5.63624	64.1403	8.72665	2.90888	47.4409	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-8276
1.2	3532.5	4906.26	810.257	6.87549	8.01754	0	45.1814	82.9067	5.63531	64.1403	8.72665	2.90888	48.4722	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-26108.3
1.225	3531.96	4905.5	810.187	6.87549	8.01754	0	45.1744	82.8995	5.63445	64.1403	8.72665	2.90888	49.5036	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-44547.7
1.25	3531.46	4904.8	810.123	6.87549	8.01754	0	45.168	82.8929	5.63364	64.1403	8.72665	2.90888	50.5349	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-63542.2
1.275	3530.99	4904.16	810.064	6.87549	8.01754	0	45.1621	82.887	5.6329	64.1403	8.72665	2.90888	51.5662	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-83038.7
1.3	3530.58	4903.58	810.012	6.87549	8.01754	0	45.1567	82.8816	5.63224	64.1403	8.72665	2.90888	52.5975	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-102982
1.325	3530.21	4903.06	809.966	6.87549	8.01754	0	45.152	82.8768	5.63165	64.1403	8.72665	2.90888	53.6288	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-123314
1.35	3529.88	4902.61	809.926	6.87549	8.01754	0	45.1478	82.8728	5.63113	64.1403	8.72665	2.90888	54.6602	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-143977
1.375	3529.6	4902.23	809.892	6.87549	8.01754	0	45.1442	82.8693	5.63068	64.1403	8.72665	2.90888	55.6915	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-164907
1.4	3529.37	4901.91	809.866	6.87549	8.01754	0	45.1413	82.8666	5.63032	64.1403	8.72665	2.90888	56.7228	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-186044
1.425	3529.19	4901.65	809.845	6.87549	8.01754	0	45.139	82.8645	5.63002	64.1403	8.72665	2.90888	57.7541	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-207329
1.45	3529.06	4901.47	809.832	6.87549	8.01754	0	45.1373	82.8632	5.62981	64.1403	8.72665	2.90888	58.7855	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-228698
1.475	3528.97	4901.35	809.825	6.87549	8.01754	0	45.1362	82.8625	5.62968	64.1403	8.72665	2.90888	59.8168	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-250087
1.5	3528.94	4901.3	809.826	6.87549	8.01754	0	45.1358	82.8625	5.62963	64.1403	8.72665	2.90888	60.8481	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-271433
1.525	3528.96	4901.33	809.833	6.87549	8.01754	0	45.136	82.8633	5.62965	64.1403	8.72665	2.90888	61.8794	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-292670
1.55	3529.03	4901.42	809.847	6.87549	8.01754	0	45.1369	82.8647	5.62976	64.1403	8.72665	2.90888	62.9108	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-313734
1.575	3529.14	4901.59	809.868	6.87549	8.01754	0	45.1384	82.8668	5.62995	64.1403	8.72665	2.90888	63.9421	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-334563
1.6	3529.31	4901.82	809.895	6.87549	8.01754	0	45.1405	82.8696	5.63022	64.1403	8.72665	2.90888	64.9734	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-355094
1.625	3529.53	4902.12	809.929	6.87549	8.01754	0	45.1433	82.8731	5.63057	64.1403	8.72665	2.90888	66.0047	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-375264
1.65	3529.79	4902.49	809.97	6.87549	8.01754	0	45.1467	82.8773	5.63099	64.1403	8.72665	2.90888	67.0361	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-395015
1.675	3530.11	4902.92	810.017	6.87549	8.01754	0	45.1507	82.8821	5.63149	64.1403	8.72665	2.90888	68.0674	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-414287
1.7	3530.46	4903.42	810.07	6.87549	8.01754	0	45.1552	82.8875	5.63205	64.1403	8.72665	2.90888	69.0987	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-433022
1.725	3530.86	4903.97	810.129	6.87549	8.01754	0	45.1603	82.8936	5.63269	64.1403	8.72665	2.90888	70.13	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-451164
1.75	3531.3	4904.58	810.194	6.87549	8.01754	0	45.166	82.9002	5.63339	64.1403	8.72665	2.90888	71.1614	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-468661
1.775	3531.78	4905.25	810.265	6.87549	8.01754	0	45.1721	82.9074	5.63416	64.1403	8.72665	2.90888	72.1927	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-485461
1.8	3532.31	4905.98	810.341	6.87549	8.01754	0	45.1788	82.9152	5.635	64.1403	8.72665	2.90888	73.224	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-501517
1.825	3532.86	4906.76	810.421	6.87549	8.01754	0	45.186	82.9235	5.63589	64.1403	8.72665	2.90888	74.2553	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-516782
1.85	3533.46	4907.58	810.507	6.87549	8.01754	0	45.1936	82.9322	5.63684	64.1403	8.72665	2.90888	75.2867	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-531214
1.875	3534.09	4908.45	810.597	6.87549	8.01754	0	45.2016	82.9415	5.63784	64.1403	8.72665	2.90888	76.318	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-544771
1.9	3534.75	4909.37	810.692	6.87549	8.01754	0	45.21	82.9511	5.63889	64.1403	8.72665	2.90888	77.3493	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-557419
1.925	3535.43	4910.32	810.79	6.87549	8.01754	0	45.2188	82.9612	5.63998	64.1403	8.72665	2.90888	78.3806	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-569122
1.95	3536.15	4911.31	810.892	6.87549	8.01754	0	45.2279	82.9716	5.64112	64.1403	8.72665	2.90888	79.412	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-579852
1.975	3536.88	4912.34	810.997	6.87549	8.01754	0	45.2374	82.9823	5.6423	64.1403	8.72665	2.90888	80.4433	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-589581
2	3537.64	4913.39	811.104	6.87549	8.01754	0	45.247	82.9934	5.6435	64.1403	8.72665	2.90888	81.4746	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-598281
2.025	3538.41	4914.46	811.215	6.87549	8.01754	0	45.2569	83.0047	5.64474	64.1403	8.72665	2.90888	82.5059	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-605932
2.05	3539.21	4915.56	811.327	6.87549	8.01754	0	45.2671	83.0162	5.646	64.1403	8.72665	2.90888	83.5372	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-612514
2.075	3540.01	4916.68	811.442	6.87549	8.01754	0	45.2774	83.0279	5.64729	64.1403	8.72665	2.90888	84.5686	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-618016
2.1	3540.83	4917.82	811.558	6.87549	8.01754	0	45.2878	83.0397	5.64859	64.1403	8.72665	2.90888	85.5999	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-622428
2.125	3541.65	4918.96	811.675	6.87549	8.01754	0	45.2984	83.0517	5.64991	64.1403	8.72665	2.90888	86.6312	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-625741
2.15	3542.48	4920.12	811.792	6.87549	8.01754	0	45.309	83.0638	5.65123	64.1403	8.72665	2.90888	87.6625	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-627951
2.175	3543.32	4921.28	811.91	6.87549	8.01754	0	45.3197	83.0758	5.65257	64.1403	8.72665	2.90888	88.6939	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-629055
2.2	3544.16	4922.44	812.029	6.87549	8.01754	0	45.3304	83.088	5.6539	64.1403	8.72665	2.90888	89.7252	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-629055
2.225	3544.99	4923.6	812.147	6.87549	8.01754	0	45.3411	83.1	5.65523	64.1403	8.72665	2.90888	90.7565	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-627956
2.25	3545.82	4924.75	812.265	6.87549	8.01754	0	45.3517	83.1121	5.65656	64.1403	8.72665	2.90888	91.7878	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-625767
2.275	3546.64	4925.89	812.381	6.87549	8.01754	0	45.3622	83.124	5.65787	64.1403	8.72665	2.90888	92.8192	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-622494
2.3	3547.45	4927.02	812.496	6.87549	8.01754	0	45.3725	83.1358	5.65916	64.1403	8.72665	2.90888	93.8505	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-618155
2.325	3548.25	4928.12	812.609	6.87549	8.01754	0	45.3827	83.1474	5.66043	64.1403	8.72665	2.90888	94.8818	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-612770
2.35	3549.03	4929.2	812.721	6.87549	8.01754	0	45.3927	83.1587	5.66167	64.1403	8.72665	2.90888	95.9131	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-606361
2.375	3549.79	4930.26	812.829	6.87549	8.01754	0	45.4024	83.1699	5.66289	64.1403	8.72665	2.90888	96.9445	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-598949
2.4	3550.53	4931.29	812.936	6.87549	8.01754	0	45.4119	83.1807	5.66407	64.1403	8.72665	2.90888	97.9758	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-590566
2.425	3551.25	4932.29	813.039	6.87549	8.01754	0	45.4212	83.1913	5.66522	64.1403	8.72665	2.90888	99.0071	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-581235
2.45	3551.95	4933.27	813.139	6.87549	8.01754	0	45.4301	83.2015	5.66634	64.1403	8.72665	2.90888	100.038	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-570984
2.475	3552.62	4934.2	813.235	6.87549	8.01754	0	45.4387	83.2114	5.66741	64.1403	8.72665	2.90888	101.07	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-559848
2.5	3553.27	4935.1	813.328	6.87549	8.01754	0	45.4469	83.2209	5.66844	64.1403	8.72665	2.90888	102.101	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-547856
2.525	3553.88	4935.95	813.417	6.87549	8.01754	0	45.4548	83.23	5.66942	64.1403	8.72665	2.90888	103.132	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-535041
2.55	3554.47	4936.76	813.502	6.87549	8.01754	0	45.4623	83.2387	5.67035	64.1403	8.72665	2.90888	104.164	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-521441
2.575	3555.02	4937.52	813.582	6.87549	8.01754	0	45.4693	83.2469	5.67123	64.1403	8.72665	2.90888	105.195	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-507100
2.6	3555.53	4938.24	813.658	6.87549	8.01754	0	45.4759	83.2546	5.67205	64.1403	8.72665	2.90888	106.226	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-492054
2.625	3556.01	4938.91	813.729	6.87549	8.01754	0	45.482	83.2619	5.67282	64.1403	8.72665	2.90888	107.258	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-476344
2.65	3556.46	4939.53	813.795	6.87549	8.01754	0	45.4878	83.2687	5.67353	64.1403	8.72665	2.90888	108.289	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-460010
2.675	3556.87	4940.1	813.856	6.87549	8.01754	0	45.493	83.2749	5.67418	64.1403	8.72665	2.90888	109.32	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-443102
2.7	3557.24	4940.61	813.912	6.87549	8.01754	0	45.4978	83.2807	5.67478	64.1403	8.72665	2.90888	110.352	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-425666
2.725	3557.58	4941.08	813.963	6.87549	8.01754	0	45.502	83.2859	5.67531	64.1403	8.72665	2.90888	111.383	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-407746
2.75	3557.87	4941.48	814.009	6.87549	8.01754	0	45.5058	83.2906	5.67577	64.1403	8.72665	2.90888	112.414	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-389385
2.775	3558.12	4941.83	814.049	6.87549	8.01754	0	45.509	83.2947	5.67617	64.1403	8.72665	2.90888	113.446	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-370635
2.8	3558.33	4942.12	814.084	6.87549	8.01754	0	45.5116	83.2982	5.67651	64.1403	8.72665	2.90888	114.477	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-351552
2.825	3558.49	4942.35	814.113	6.87549	8.01754	0	45.5138	83.3012	5.67677	64.1403	8.72665	2.90888	115.508	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-332184
2.85	3558.62	4942.52	814.136	6.87549	8.01754	0	45.5154	83.3036	5.67697	64.1403	8.72665	2.90888	116.54	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-312581
2.875	3558.7	4942.64	814.154	6.87549	8.01754	0	45.5164	83.3054	5.6771	64.1403	8.72665	2.90888	117.571	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-292793
2.9	3558.74	4942.7	814.166	6.87549	8.01754	0	45.517	83.3066	5.67717	64.1403	8.72665	2.90888	118.602	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-272870
2.925	3558.74	4942.69	814.172	6.87549	8.01754	0	45.5169	83.3073	5.67717	64.1403	8.72665	2.90888	119.634	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-252865
2.95	3558.69	4942.63	814.173	6.87549	8.01754	0	45.5163	83.3073	5.67709	64.1403	8.72665	2.90888	120.665	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-232824
2.975	3558.6	4942.5	814.167	6.87549	8.01754	0	45.5151	83.3068	5.67694	64.1403	8.72665	2.90888	121.696	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-212799
3	3558.46	4942.31	814.156	6.87549	8.01754	0	45.5134	83.3056	5.67673	64.1403	8.72665	2.90888	122.728	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-192842
3.025	3558.29	4942.06	814.139	6.87549	8.01754	0	45.5111	83.3039	5.67644	64.1403	8.72665	2.90888	123.759	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-173006
3.05	3558.07	4941.76	814.117	6.87549	8.01754	0	45.5083	83.3016	5.6761	64.1403	8.72665	2.90888	124.79	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-153341
3.075	3557.81	4941.4	814.089	6.87549	8.01754	0	45.505	83.2987	5.67568	64.1403	8.72665	2.90888	125.822	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-133906
3.1	3557.5	4940.98	814.055	6.87549	8.01754	0	45.5011	83.2953	5.67519	64.1403	8.72665	2.90888	126.853	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-114747
3.125	3557.16	4940.49	814.016	6.87549	8.01754	0	45.4967	83.2912	5.67464	64.1403	8.72665	2.90888	127.884	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-95910.3
3.15	3556.77	4939.96	813.971	6.87549	8.01754	0	45.4917	83.2867	5.67402	64.1403	8.72665	2.90888	128.916	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-77446.5
3.175	3556.34	4939.37	813.921	6.87549	8.01754	0	45.4863	83.2816	5.67335	64.1403	8.72665	2.90888	129.947	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-59404.2
3.2	3555.88	4938.72	813.866	6.87549	8.01754	0	45.4804	83.276	5.67261	64.1403	8.72665	2.90888	130.978	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-41830.2
3.225	3555.38	4938.03	813.806	6.87549	8.01754	0	45.4739	83.2698	5.67181	64.1403	8.72665	2.90888	132.009	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-24770.9
3.25	3554.84	4937.28	813.741	6.87549	8.01754	0	45.467	83.2632	5.67094	64.1403	8.72665	2.90888	133.041	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-8272.18
