Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
Min	0 [0s]	0 [0s]	809.825 [1.475s]	6.87549 [0s]	8.01754 [0s]	0 [0s]	0 [0s]	82.8625 [1.475s]	0 [0s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	0 [0s]	1.03132 [0s]	8 [0s]	0 [0s]	-8 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	-629055 [2.175s]
Max	3564.28 [293.825s]	4950.39 [293.825s]	814.665 [261.825s]	6.87549 [0s]	8.01754 [0s]	0 [0s]	45.5878 [293.825s]	83.3577 [261.825s]	5.686 [293.825s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	359.957 [270.55s]	1.03132 [0s]	8 [0s]	0 [0s]	-8 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	313871 [6.575s]
Mean	3547.64	4927.27	812.509	6.87549	8.01754	0	45.3749	83.1371	5.65946	64.1403	8.72665	2.90888	178.774	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-137879
Standard deviation	34.4157	47.7995	1.54325	nan	2.22651e-06	0	0.440183	0.157908	0.0549024	1.78121e-05	6.31061e-06	nan	104.109	nan	0	0	0	0	0	0	0	0	0	0	0	256573
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
77.6	3540.12	4916.83	811.459	6.87549	8.01754	0	45.2787	83.0296	5.64746	64.1403	8.72665	2.90888	320.198	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-457734
77.625	3540.93	4917.96	811.567	6.87549	8.01754	0	45.2891	83.0407	5.64875	64.1403	8.72665	2.90888	321.23	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-466291
77.65	3541.76	4919.11	811.678	6.87549	8.01754	0	45.2997	83.052	5.65008	64.1403	8.72665	2.90888	322.261	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-473845
77.675	3542.61	4920.29	811.791	6.87549	8.01754	0	45.3106	83.0636	5.65143	64.1403	8.72665	2.90888	323.292	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-480380
77.7	3543.47	4921.48	811.905	6.87549	8.01754	0	45.3216	83.0753	5.6528	64.1403	8.72665	2.90888	324.324	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-485881
77.725	3544.34	4922.69	812.022	6.87549	8.01754	0	45.3327	83.0872	5.65419	64.1403	8.72665	2.90888	325.355	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-490338
77.75	3545.22	4923.92	812.139	6.87549	8.01754	0	45.344	83.0992	5.6556	64.1403	8.72665	2.90888	326.386	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-493738
77.775	3546.11	4925.15	812.257	6.87549	8.01754	0	45.3554	83.1113	5.65702	64.1403	8.72665	2.90888	327.418	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-496077
77.8	3547	4926.39	812.376	6.87549	8.01754	0	45.3668	83.1234	5.65845	64.1403	8.72665	2.90888	328.449	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-497352
77.825	3547.9	4927.64	812.494	6.87549	8.01754	0	45.3782	83.1356	5.65987	64.1403	8.72665	2.90888	329.48	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-497559
77.85	3548.79	4928.87	812.613	6.87549	8.01754	0	45.3897	83.1477	5.66129	64.1403	8.72665	2.90888	330.512	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-496703
77.875	3549.68	4930.11	812.731	6.87549	8.01754	0	45.401	83.1598	5.66271	64.1403	8.72665	2.90888	331.543	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-494795
77.9	3550.56	4931.33	812.848	6.87549	8.01754	0	45.4122	83.1717	5.66411	64.1403	8.72665	2.90888	332.574	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-491848
77.925	3551.42	4932.53	812.963	6.87549	8.01754	0	45.4234	83.1835	5.6655	64.1403	8.72665	2.90888	333.606	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-487878
77.95	3552.28	4933.72	813.077	6.87549	8.01754	0	45.4343	83.1952	5.66686	64.1403	8.72665	2.90888	334.637	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-482906
77.975	3553.12	4934.89	813.188	6.87549	8.01754	0	45.445	83.2066	5.6682	64.1403	8.72665	2.90888	335.668	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-476948
78	3553.94	4936.03	813.297	6.87549	8.01754	0	45.4556	83.2178	5.66952	64.1403	8.72665	2.90888	336.7	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-470025
78.025	3554.75	4937.15	813.404	6.87549	8.01754	0	45.4659	83.2287	5.6708	64.1403	8.72665	2.90888	337.731	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-462165
78.05	3555.53	4938.24	813.508	6.87549	8.01754	0	45.4759	83.2393	5.67204	64.1403	8.72665	2.90888	338.762	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-453389
78.075	3556.29	4939.29	813.608	6.87549	8.01754	0	45.4856	83.2496	5.67325	64.1403	8.72665	2.90888	339.794	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-443723
78.1	3557.02	4940.31	813.705	6.87549	8.01754	0	45.4949	83.2595	5.67442	64.1403	8.72665	2.90888	340.825	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-433199
78.125	3557.73	4941.29	813.799	6.87549	8.01754	0	45.504	83.269	5.67555	64.1403	8.72665	2.90888	341.856	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-421848
78.15	3558.41	4942.23	813.888	6.87549	8.01754	0	45.5126	83.2782	5.67663	64.1403	8.72665	2.90888	342.888	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-409705
78.175	3559.05	4943.13	813.974	6.87549	8.01754	0	45.5209	83.287	5.67767	64.1403	8.72665	2.90888	343.919	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-396808
78.2	3559.67	4943.99	814.055	6.87549	8.01754	0	45.5288	83.2953	5.67865	64.1403	8.72665	2.90888	344.95	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-383196
78.225	3560.25	4944.79	814.132	6.87549	8.01754	0	45.5363	83.3031	5.67958	64.1403	8.72665	2.90888	345.982	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-368912
78.25	3560.8	4945.56	814.204	6.87549	8.01754	0	45.5433	83.3105	5.68045	64.1403	8.72665	2.90888	347.013	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-353995
78.275	3561.31	4946.26	814.271	6.87549	8.01754	0	45.5498	83.3174	5.68126	64.1403	8.72665	2.90888	348.044	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-338482
78.3	3561.78	4946.91	814.333	6.87549	8.01754	0	45.5558	83.3237	5.68201	64.1403	8.72665	2.90888	349.076	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-322416
78.325	3562.21	4947.51	814.39	6.87549	8.01754	0	45.5613	83.3295	5.6827	64.1403	8.72665	2.90888	350.107	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-305843
78.35	3562.6	4948.05	814.441	6.87549	8.01754	0	45.5663	83.3348	5.68332	64.1403	8.72665	2.90888	351.138	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-288812
78.375	3562.95	4948.54	814.487	6.87549	8.01754	0	45.5708	83.3395	5.68388	64.1403	8.72665	2.90888	352.17	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-271368
78.4	3563.26	4948.97	814.528	6.87549	8.01754	0	45.5748	83.3437	5.68438	64.1403	8.72665	2.90888	353.201	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-253560
78.425	3563.53	4949.35	814.564	6.87549	8.01754	0	45.5782	83.3473	5.68481	64.1403	8.72665	2.90888	354.232	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-235434
78.45	3563.76	4949.67	814.593	6.87549	8.01754	0	45.5811	83.3503	5.68517	64.1403	8.72665	2.90888	355.263	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-217042
78.475	3563.94	4949.92	814.617	6.87549	8.01754	0	45.5834	83.3528	5.68546	64.1403	8.72665	2.90888	356.295	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-198438
78.5	3564.08	4950.11	814.635	6.87549	8.01754	0	45.5852	83.3546	5.68568	64.1403	8.72665	2.90888	357.326	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-179671
78.525	3564.17	4950.24	814.648	6.87549	8.01754	0	45.5864	83.3559	5.68584	64.1403	8.72665	2.90888	358.357	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-160791
78.55	3564.23	4950.31	814.654	6.87549	8.01754	0	45.5871	83.3566	5.68592	64.1403	8.72665	2.90888	359.389	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-141848
78.575	3564.24	4950.33	814.655	6.87549	8.01754	0	45.5872	83.3567	5.68593	64.1403	8.72665	2.90888	0.420105	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-122893
78.6	3564.2	4950.28	814.65	6.87549	8.01754	0	45.5868	83.3562	5.68588	64.1403	8.72665	2.90888	1.45143	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-103980
78.625	3564.12	4950.17	814.639	6.87549	8.01754	0	45.5857	83.3551	5.68575	64.1403	8.72665	2.90888	2.48275	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-85158.2
78.65	3564	4949.99	814.623	6.87549	8.01754	0	45.5841	83.3534	5.68555	64.1403	8.72665	2.90888	3.51408	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-66474.2
78.675	3563.83	4949.76	814.6	6.87549	8.01754	0	45.582	83.3511	5.68528	64.1403	8.72665	2.90888	4.5454	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-47978.3
78.7	3563.62	4949.47	814.572	6.87549	8.01754	0	45.5793	83.3482	5.68495	64.1403	8.72665	2.90888	5.57673	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-29722.2
78.725	3563.36	4949.12	814.539	6.87549	8.01754	0	45.5761	83.3448	5.68454	64.1403	8.72665	2.90888	6.60805	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-11756.8
78.75	3563.07	4948.71	814.5	6.87549	8.01754	0	45.5723	83.3408	5.68408	64.1403	8.72665	2.90888	7.63937	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5868.58
78.775	3562.73	4948.24	814.455	6.87549	8.01754	0	45.568	83.3362	5.68354	64.1403	8.72665	2.90888	8.6707	1.03132	8	0	-8	0	0	0	0	0	0	0	0	23106.7
78.8	3562.36	4947.72	814.405	6.87549	8.01754	0	45.5632	83.3311	5.68294	64.1403	8.72665	2.90888	9.70202	1.03132	8	0	-8	0	0	0	0	0	0	0	0	39905.9
78.825	3561.94	4947.14	814.35	6.87549	8.01754	0	45.5579	83.3255	5.68227	64.1403	8.72665	2.90888	10.7333	1.03132	8	0	-8	0	0	0	0	0	0	0	0	56219.2
78.85	3561.49	4946.51	814.29	6.87549	8.01754	0	45.5521	83.3193	5.68155	64.1403	8.72665	2.90888	11.7647	1.03132	8	0	-8	0	0	0	0	0	0	0	0	72000.9
78.875	3561	4945.83	814.225	6.87549	8.01754	0	45.5458	83.3127	5.68077	64.1403	8.72665	2.90888	12.796	1.03132	8	0	-8	0	0	0	0	0	0	0	0	87205.8
78.9	3560.47	4945.1	814.155	6.87549	8.01754	0	45.539	83.3055	5.67993	64.1403	8.72665	2.90888	13.8273	1.03132	8	0	-8	0	0	0	0	0	0	0	0	101793
78.925	3559.91	4944.31	814.081	6.87549	8.01754	0	45.5318	83.2979	5.67903	64.1403	8.72665	2.90888	14.8586	1.03132	8	0	-8	0	0	0	0	0	0	0	0	115725
78.95	3559.31	4943.48	814.002	6.87549	8.01754	0	45.5242	83.2898	5.67807	64.1403	8.72665	2.90888	15.89	1.03132	8	0	-8	0	0	0	0	0	0	0	0	128959
78.975	3558.68	4942.6	813.919	6.87549	8.01754	0	45.5161	83.2813	5.67706	64.1403	8.72665	2.90888	16.9213	1.03132	8	0	-8	0	0	0	0	0	0	0	0	141451
79	3558.01	4941.68	813.832	6.87549	8.01754	0	45.5076	83.2724	5.67601	64.1403	8.72665	2.90888	17.9526	1.03132	8	0	-8	0	0	0	0	0	0	0	0	153168
79.025	3557.32	4940.72	813.74	6.87549	8.01754	0	45.4987	83.2631	5.6749	64.1403	8.72665	2.90888	18.9839	1.03132	8	0	-8	0	0	0	0	0	0	0	0	164078
79.05	3556.6	4939.72	813.645	6.87549	8.01754	0	45.4895	83.2534	5.67375	64.1403	8.72665	2.90888	20.0153	1.03132	8	0	-8	0	0	0	0	0	0	0	0	174147
79.075	3555.85	4938.69	813.547	6.87549	8.01754	0	45.48	83.2433	5.67256	64.1403	8.72665	2.90888	21.0466	1.03132	8	0	-8	0	0	0	0	0	0	0	0	183341
79.1	3555.09	4937.62	813.446	6.87549	8.01754	0	45.4702	83.2329	5.67134	64.1403	8.72665	2.90888	22.0779	1.03132	8	0	-8	0	0	0	0	0	0	0	0	191631
79.125	3554.3	4936.52	813.341	6.87549	8.01754	0	45.4601	83.2223	5.67008	64.1403	8.72665	2.90888	23.1092	1.03132	8	0	-8	0	0	0	0	0	0	0	0	198994
79.15	3553.49	4935.4	813.235	6.87549	8.01754	0	45.4497	83.2113	5.66879	64.1403	8.72665	2.90888	24.1406	1.03132	8	0	-8	0	0	0	0	0	0	0	0	205407
79.175	3552.66	4934.25	813.125	6.87549	8.01754	0	45.4392	83.2002	5.66747	64.1403	8.72665	2.90888	25.1719	1.03132	8	0	-8	0	0	0	0	0	0	0	0	210846
79.2	3551.82	4933.08	813.014	6.87549	8.01754	0	45.4284	83.1888	5.66612	64.1403	8.72665	2.90888	26.2032	1.03132	8	0	-8	0	0	0	0	0	0	0	0	215289
79.225	3550.96	4931.89	812.901	6.87549	8.01754	0	45.4174	83.1772	5.66476	64.1403	8.72665	2.90888	27.2345	1.03132	8	0	-8	0	0	0	0	0	0	0	0	218718
79.25	3550.09	4930.68	812.786	6.87549	8.01754	0	45.4063	83.1655	5.66337	64.1403	8.72665	2.90888	28.2659	1.03132	8	0	-8	0	0	0	0	0	0	0	0	221122
79.275	3549.22	4929.47	812.671	6.87549	8.01754	0	45.3951	83.1536	5.66197	64.1403	8.72665	2.90888	29.2972	1.03132	8	0	-8	0	0	0	0	0	0	0	0	222492
79.3	3548.33	4928.24	812.554	6.87549	8.01754	0	45.3838	83.1417	5.66056	64.1403	8.72665	2.90888	30.3285	1.03132	8	0	-8	0	0	0	0	0	0	0	0	222818
79.325	3547.44	4927.01	812.437	6.87549	8.01754	0	45.3724	83.1297	5.65915	64.1403	8.72665	2.90888	31.3598	1.03132	8	0	-8	0	0	0	0	0	0	0	0	222101
79.35	3546.55	4925.77	812.319	6.87549	8.01754	0	45.3611	83.1176	5.65773	64.1403	8.72665	2.90888	32.3912	1.03132	8	0	-8	0	0	0	0	0	0	0	0	220337
79.375	3545.67	4924.54	812.201	6.87549	8.01754	0	45.3497	83.1056	5.65631	64.1403	8.72665	2.90888	33.4225	1.03132	8	0	-8	0	0	0	0	0	0	0	0	217523
79.4	3544.79	4923.31	812.084	6.87549	8.01754	0	45.3384	83.0936	5.65491	64.1403	8.72665	2.90888	34.4538	1.03132	8	0	-8	0	0	0	0	0	0	0	0	213659
79.425	3543.91	4922.1	811.968	6.87549	8.01754	0	45.3272	83.0817	5.65351	64.1403	8.72665	2.90888	35.4851	1.03132	8	0	-8	0	0	0	0	0	0	0	0	208747
79.45	3543.05	4920.9	811.853	6.87549	8.01754	0	45.3162	83.07	5.65213	64.1403	8.72665	2.90888	36.5164	1.03132	8	0	-8	0	0	0	0	0	0	0	0	202795
79.475	3542.2	4919.72	811.74	6.87549	8.01754	0	45.3053	83.0584	5.65077	64.1403	8.72665	2.90888	37.5478	1.03132	8	0	-8	0	0	0	0	0	0	0	0	195818
79.5	3541.36	4918.56	811.628	6.87549	8.01754	0	45.2946	83.047	5.64944	64.1403	8.72665	2.90888	38.5791	1.03132	8	0	-8	0	0	0	0	0	0	0	0	187831
79.525	3540.54	4917.42	811.519	6.87549	8.01754	0	45.2842	83.0358	5.64814	64.1403	8.72665	2.90888	39.6104	1.03132	8	0	-8	0	0	0	0	0	0	0	0	178853
79.55	3539.74	4916.31	811.413	6.87549	8.01754	0	45.2739	83.025	5.64686	64.1403	8.72665	2.90888	40.6417	1.03132	8	0	-8	0	0	0	0	0	0	0	0	168911
79.575	3538.97	4915.23	811.31	6.87549	8.01754	0	45.264	83.0144	5.64562	64.1403	8.72665	2.90888	41.6731	1.03132	8	0	-8	0	0	0	0	0	0	0	0	158034
79.6	3538.22	4914.19	811.21	6.87549	8.01754	0	45.2544	83.0041	5.64442	64.1403	8.72665	2.90888	42.7044	1.03132	8	0	-8	0	0	0	0	0	0	0	0	146251
79.625	3537.49	4913.18	811.113	6.87549	8.01754	0	45.2452	82.9943	5.64327	64.1403	8.72665	2.90888	43.7357	1.03132	8	0	-8	0	0	0	0	0	0	0	0	133592
79.65	3536.8	4912.22	811.021	6.87549	8.01754	0	45.2363	82.9848	5.64217	64.1403	8.72665	2.90888	44.767	1.03132	8	0	-8	0	0	0	0	0	0	0	0	120093
79.675	3536.14	4911.3	810.933	6.87549	8.01754	0	45.2279	82.9758	5.64111	64.1403	8.72665	2.90888	45.7984	1.03132	8	0	-8	0	0	0	0	0	0	0	0	105788
79.7	3535.51	4910.44	810.85	6.87549	8.01754	0	45.2199	82.9673	5.64011	64.1403	8.72665	2.90888	46.8297	1.03132	8	0	-8	0	0	0	0	0	0	0	0	90719.5
79.725	3534.93	4909.62	810.771	6.87549	8.01754	0	45.2123	82.9593	5.63918	64.1403	8.72665	2.90888	47.861	1.03132	8	0	-8	0	0	0	0	0	0	0	0	74931.5
79.75	3534.38	4908.86	810.698	6.87549	8.01754	0	45.2053	82.9518	5.6383	64.1403	8.72665	2.90888	48.8923	1.03132	8	0	-8	0	0	0	0	0	0	0	0	58471
79.775	3533.87	4908.16	810.63	6.87549	8.01754	0	45.1989	82.9448	5.6375	64.1403	8.72665	2.90888	49.9237	1.03132	8	0	-8	0	0	0	0	0	0	0	0	41387.3
79.8	3533.41	4907.52	810.568	6.87549	8.01754	0	45.193	82.9385	5.63676	64.1403	8.72665	2.90888	50.955	1.03132	8	0	-8	0	0	0	0	0	0	0	0	23732.5
79.825	3532.99	4906.94	810.512	6.87549	8.01754	0	45.1876	82.9328	5.6361	64.1403	8.72665	2.90888	51.9863	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5560.51
79.85	3532.62	4906.42	810.462	6.87549	8.01754	0	45.1829	82.9277	5.63551	64.1403	8.72665	2.90888	53.0176	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-13072.4
79.875	3532.3	4905.97	810.419	6.87549	8.01754	0	45.1788	82.9232	5.63499	64.1403	8.72665	2.90888	54.049	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-32107.7
79.9	3532.03	4905.59	810.382	6.87549	8.01754	0	45.1752	82.9194	5.63455	64.1403	8.72665	2.90888	55.0803	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-51483.9
79.925	3531.8	4905.27	810.352	6.87549	8.01754	0	45.1723	82.9163	5.63419	64.1403	8.72665	2.90888	56.1116	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-71142.1
79.95	3531.62	4905.03	810.328	6.87549	8.01754	0	45.1701	82.9139	5.6339	64.1403	8.72665	2.90888	57.1429	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-91021.5
79.975	3531.49	4904.85	810.311	6.87549	8.01754	0	45.1684	82.9122	5.6337	64.1403	8.72665	2.90888	58.1743	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-111059
80	3531.42	4904.75	810.301	6.87549	8.01754	0	45.1675	82.9112	5.63358	64.1403	8.72665	2.90888	59.2056	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-131192
80.025	3531.4	4904.72	810.298	6.87549	8.01754	0	45.1672	82.9108	5.63355	64.1403	8.72665	2.90888	60.2369	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-151355
80.05	3531.42	4904.75	810.302	6.87549	8.01754	0	45.1675	82.9112	5.63359	64.1403	8.72665	2.90888	61.2682	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-171484
80.075	3531.5	4904.86	810.312	6.87549	8.01754	0	45.1685	82.9123	5.63372	64.1403	8.72665	2.90888	62.2995	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-191517
80.1	3531.63	4905.05	810.33	6.87549	8.01754	0	45.1702	82.9141	5.63392	64.1403	8.72665	2.90888	63.3309	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-211388
80.125	3531.82	4905.3	810.354	6.87549	8.01754	0	45.1725	82.9166	5.63421	64.1403	8.72665	2.90888	64.3622	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-231036
80.15	3532.05	4905.62	810.385	6.87549	8.01754	0	45.1755	82.9197	5.63459	64.1403	8.72665	2.90888	65.3935	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-250398
80.175	3532.33	4906.01	810.423	6.87549	8.01754	0	45.1791	82.9236	5.63503	64.1403	8.72665	2.90888	66.4248	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-269413
80.2	3532.66	4906.47	810.467	6.87549	8.01754	0	45.1833	82.9281	5.63556	64.1403	8.72665	2.90888	67.4562	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-288019
80.225	3533.03	4906.99	810.517	6.87549	8.01754	0	45.1881	82.9332	5.63615	64.1403	8.72665	2.90888	68.4875	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-306161
80.25	3533.45	4907.57	810.573	6.87549	8.01754	0	45.1935	82.939	5.63682	64.1403	8.72665	2.90888	69.5188	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-323782
80.275	3533.92	4908.22	810.635	6.87549	8.01754	0	45.1994	82.9454	5.63757	64.1403	8.72665	2.90888	70.5501	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-340828
80.3	3534.42	4908.92	810.703	6.87549	8.01754	0	45.2059	82.9523	5.63837	64.1403	8.72665	2.90888	71.5815	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-357246
80.325	3534.97	4909.68	810.777	6.87549	8.01754	0	45.2129	82.9598	5.63925	64.1403	8.72665	2.90888	72.6128	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-372988
80.35	3535.56	4910.5	810.855	6.87549	8.01754	0	45.2205	82.9679	5.64019	64.1403	8.72665	2.90888	73.6441	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-388006
80.375	3536.19	4911.37	810.939	6.87549	8.01754	0	45.2285	82.9764	5.64119	64.1403	8.72665	2.90888	74.6754	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-402256
80.4	3536.85	4912.29	811.027	6.87549	8.01754	0	45.2369	82.9855	5.64225	64.1403	8.72665	2.90888	75.7068	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-415696
80.425	3537.55	4913.26	811.12	6.87549	8.01754	0	45.2459	82.9949	5.64336	64.1403	8.72665	2.90888	76.7381	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-428287
80.45	3538.27	4914.27	811.217	6.87549	8.01754	0	45.2552	83.0048	5.64452	64.1403	8.72665	2.90888	77.7694	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-439993
80.475	3539.03	4915.32	811.317	6.87549	8.01754	0	45.2648	83.0151	5.64572	64.1403	8.72665	2.90888	78.8007	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-450779
80.5	3539.81	4916.4	811.421	6.87549	8.01754	0	45.2748	83.0258	5.64696	64.1403	8.72665	2.90888	79.8321	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-460615
80.525	3540.61	4917.52	811.528	6.87549	8.01754	0	45.285	83.0367	5.64825	64.1403	8.72665	2.90888	80.8634	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-469476
80.55	3541.43	4918.66	811.638	6.87549	8.01754	0	45.2956	83.048	5.64956	64.1403	8.72665	2.90888	81.8947	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-477338
80.575	3542.27	4919.82	811.75	6.87549	8.01754	0	45.3063	83.0594	5.6509	64.1403	8.72665	2.90888	82.926	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-484185
80.6	3543.13	4921.01	811.864	6.87549	8.01754	0	45.3172	83.0711	5.65226	64.1403	8.72665	2.90888	83.9574	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-490001
80.625	3543.99	4922.21	811.98	6.87549	8.01754	0	45.3283	83.0829	5.65364	64.1403	8.72665	2.90888	84.9887	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-494773
80.65	3544.87	4923.43	812.097	6.87549	8.01754	0	45.3395	83.0949	5.65504	64.1403	8.72665	2.90888	86.02	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-498492
80.675	3545.76	4924.66	812.215	6.87549	8.01754	0	45.3508	83.107	5.65645	64.1403	8.72665	2.90888	87.0513	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-501148
80.7	3546.65	4925.9	812.333	6.87549	8.01754	0	45.3622	83.1191	5.65787	64.1403	8.72665	2.90888	88.0826	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-502740
80.725	3547.54	4927.14	812.452	6.87549	8.01754	0	45.3736	83.1312	5.6593	64.1403	8.72665	2.90888	89.114	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-503263
80.75	3548.43	4928.37	812.57	6.87549	8.01754	0	45.385	83.1434	5.66072	64.1403	8.72665	2.90888	90.1453	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-502720
80.775	3549.32	4929.61	812.688	6.87549	8.01754	0	45.3964	83.1554	5.66213	64.1403	8.72665	2.90888	91.1766	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-501117
80.8	3550.2	4930.83	812.806	6.87549	8.01754	0	45.4077	83.1674	5.66354	64.1403	8.72665	2.90888	92.2079	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-498470
80.825	3551.07	4932.04	812.922	6.87549	8.01754	0	45.4188	83.1793	5.66493	64.1403	8.72665	2.90888	93.2393	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-494791
80.85	3551.93	4933.23	813.036	6.87549	8.01754	0	45.4298	83.191	5.6663	64.1403	8.72665	2.90888	94.2706	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-490101
80.875	3552.77	4934.4	813.148	6.87549	8.01754	0	45.4405	83.2025	5.66764	64.1403	8.72665	2.90888	95.3019	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-484419
80.9	3553.6	4935.55	813.258	6.87549	8.01754	0	45.4511	83.2138	5.66896	64.1403	8.72665	2.90888	96.3332	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-477761
